Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
N/A,2019-01-02T22:17:00Z,Warning,Male,Traffic Sign/Signal,1463 E 53rd,African American,Stop Sign Violation,No
One Citation Issued,2019-01-04T07:11:00Z,Citation,Male,moving violation,6100 S. Woodlawn,African American,Safety hazard - improper parking on roadway,No
N/A,2019-01-04T15:35:00Z,Warning,Male,Traffic Sign/Signal,5400 S. Lake Park,African American,Disobey traffic control device,No
N/A,2019-01-04T18:18:00Z,Warning,Male,Lane Violation,924 E 57th,Caucasian,Driving in Main Quad on walk way,No
N/A,2019-01-04T21:52:00Z,Warning,Female,Lane Violation,5600 Ellis,African American,Wrong way on a one way,No
N/A,2019-01-05T13:25:00Z,Warning,Female,Traffic Sign/Signal,5500 S. University,African American,Disobey traffic control device,No
N/A,2019-01-05T17:35:00Z,Warning,Male,Lane Violation,5401 Greenwood,Caucasian,Wrong way on one way,No
N/A,2019-01-05T18:51:00Z,Warning,Male,Lane Violation,5400 Ridgewood Court,African American,Wrong way on one way,No
N/A,2019-01-05T19:41:00Z,Warning,Male,Lane Violation,5200 Dorchester,Caucasian,Wrong way on one way,No
N/A,2019-01-05T21:37:00Z,Warning,Female,Traffic Sign/Signal,4900 Woodlawn,Caucasian,Failed to stop at sign,No
One Citation Issued,2019-01-06T16:40:00Z,Citation,Male,Traffic Sign/Signal,5300 S Ellis,African American,Traffic Light Violation,No
N/A,2019-01-06T20:05:00Z,Warning,Female,Lane Violation,5100 Drexel,African American,Improper Passing,No
N/A,2019-01-06T20:23:00Z,Warning,Male,Lane Violation,5500 Cottage,African American,Driving across center line,No
N/A,2019-01-06T08:36:00Z,Warning,Female,Lane Violation,5600 Stony,African American,Improper Passing,No
N/A,2019-01-08T14:21:00Z,Warning,Female,Traffic Sign/Signal,1100 E 53rd St,African American,Disobeying Traffic Control Device,No
N/A,2019-01-08T21:55:00Z,Warning,Male,Traffic Sign/Signal,5600 S Lake Park,African American,Stop Sign Violation,No
N/A,2019-01-08T22:18:00Z,Warning,Male,Traffic Sign/Signal,5100 S Lake Park,African American,Stop Sign Violation,No
N/A,2019-01-08T22:37:00Z,Warning,Male,Traffic Sign/Signal,5600 S Lake Park,African American,Stop Sign Violation,No
One Citation Issued,2019-01-09T05:04:00Z,Citation,Female,Traffic Sign/Signal,5700 S Cornell,African American,Red Light Violation,No
N/A,2019-01-09T18:36:00Z,Warning,Male,Traffic Sign/Signal,1624 E 55th,African American,Failed to stop at signal,No
N/A,2019-01-09T19:24:00Z,Warning,Male,speed,5200 Lake Park,African American,Speeding,No
N/A,2019-01-09T20:52:00Z,Warning,Male,Traffic Sign/Signal,5500 Greenwood,African American,Failed to stop at signal,No
N/A,2019-01-09T22:56:00Z,Warning,Female,Traffic Sign/Signal,5100 Woodlawn,African American,Failed to stop at signal,No
N/A,2019-01-10T05:07:00Z,Warning,Male,Lane Violation,1400 Midway Plaisance,African American,Lane violation,No
N/A,2019-01-10T10:17:00Z,Warning,Female,Lane Violation,5700 S. Harper,Caucasian,Driving down one-way,No
N/A,2019-01-10T14:59:00Z,Warning,Male,Traffic Sign/Signal,5610 S. Ellis,Caucasian,Disobey stop sign,No
N/A,2019-01-10T17:50:00Z,Warning,Male,Traffic Sign/Signal,5300 Kimbark,African American,Failed to stop at sign,No
N/A,2019-01-10T19:48:00Z,Warning,Male,Equipment,5600 Lake Park,Caucasian,No Headlights,No
N/A,2019-01-10T20:42:00Z,Warning,Male,Equipment,5500 Ellis,African American,No Headlights,No
N/A,2019-01-10T22:29:00Z,Warning,Female,Lane Violation,5400 Lake Park,African American,Weaving in traffic,No
N/A,2019-01-10T22:52:00Z,Warning,Female,Lane Violation,1200 Madison Park,Hispanic,No turn signal,No
N/A,2019-01-10T23:49:00Z,Warning,Male,Lane Violation,4800 Dorchester,African American,Weaving in traffic,No
N/A,2019-01-11T07:32:00Z,Warning,Female,Traffic Sign/Signal,5600 S. Woodlawn  Ave.,African American,"Ran thru a solid red circular traffic
light",No
N/A,2019-01-11T10:08:00Z,Warning,Male,Traffic Sign/Signal,860 E. 59th St.,Caucasian,Ran thru stop sign at high rate of speed,No
N/A,2019-01-11T17:20:00Z,Warning,Female,Traffic Sign/Signal,1000 E. Midway Plaisance,African American,Ran thru a stop sign w/o stopping,No
N/A,2019-01-11T23:45:00Z,Warning,Male,Lane Violation,1658 E. 55th Street,African American,Improper Turn,No
N/A,2019-01-12T05:55:00Z,Warning,Male,Traffic Sign/Signal,5450 S. Hyde Park Blvd.,African American,Stop Sign Violation,No
N/A,2019-01-12T17:08:00Z,Warning,Male,moving violation,850 E. 61st Street,Caucasian,"Failure to Yield to Emergency
Vehicle",No
N/A,2019-01-12T17:19:00Z,Warning,Male,Traffic Sign/Signal,5300 S. Lake Park,African American,Disobeyed Traffic Control Device,No
N/A,2019-01-14T09:21:00Z,Warning,Male,Traffic Sign/Signal,6000 S. Ellis,African American,Disobeyed stop sign,No
N/A,2019-01-14T18:20:00Z,Warning,Male,Traffic Sign/Signal,1448 E 55th,African American,Failed to stop at light,No
N/A,2019-01-14T21:40:00Z,Warning,Female,Traffic Sign/Signal,4900 Greenwood,Caucasian,Failed to stop at sign,No
N/A,2019-01-15T10:08:00Z,Warning,Female,Lane Violation,5500 S. Lake Park,African American,Improper turn,No
One Citation Issued,2019-01-15T15:02:00Z,Citation,Female,Traffic Sign/Signal,5700 S. Kimbark,African American,Failure to yield to pedestrian,No
N/A,2019-01-15T20:02:00Z,Warning,Male,Lane Violation,5300 Dorchester,Caucasian,Wrong way on one way,No
N/A,2019-01-15T21:10:00Z,Warning,Male,Traffic Sign/Signal,5000 Woodlawn,Asian,Failed to stop at sign,No
N/A,2019-01-15T21:45:00Z,Warning,Male,Traffic Sign/Signal,5100 Drexel,African American,No Right turn on red,No
N/A,2019-01-16T02:03:00Z,Warning,Female,Traffic Sign/Signal,5700 Cottage,African American,Failed to stop at sign,No
N/A,2019-01-16T17:23:00Z,Warning,Male,Traffic Sign/Signal,5500 S Stony,Asian,Disobeyed stop sign,No
Three citations issued,2019-01-16T22:09:00Z,Citation,Male,Lane Violation,5300 S Blackstone,African American,Improper turn,No
N/A,2019-01-17T10:26:00Z,Warning,Male,Traffic Sign/Signal,5400 S Lake Park,African American,Disobeying Traffic Control Device,No
N/A,2019-01-17T11:50:00Z,Warning,Male,Traffic Sign/Signal,5480 S Cornell,African American,Disobeyed stop sign,No
N/A,2019-01-18T10:38:00Z,Warning,Male,Traffic Sign/Signal,1605 E 53rd,Caucasian,Disobeyed traffic control device,No
Two Citations issued,2019-01-18T22:55:00Z,Citation,Male,Traffic Sign/Signal,4800 Ellis,Caucasian,Failed to stop at sign,No
N/A,2019-01-19T10:53:00Z,Warning,Male,Traffic Sign/Signal,5500 Blackstone,Caucasian,Disobeyed traffic control device,No
N/A,2019-01-19T12:13:00Z,Warning,Male,Lane Violation,5900 S Ellis,Caucasian,Driving one way,No
N/A,2019-01-19T20:45:00Z,Warning,Male,Traffic Sign/Signal,5900 Ellis,African American,Failed to stop at light,No
N/A,2019-01-20T09:27:00Z,Warning,Female,speed,1212 E Midway Plaisance,African American,speeding (lidar),No
Two Citations issued,2019-01-20T09:47:00Z,Citation,Male,speed,1200 E Midway Plaisance,African American,speeding (lidar),No
N/A,2019-01-20T12:06:00Z,Warning,Male,Lane Violation,1000 E Midway Plaisance,African American,Driving one way,No
N/A,2019-01-20T23:37:00Z,Warning,Female,Traffic Sign/Signal,4700 Woodlawn,African American,Failed to stop at sign,No
N/A,2019-01-21T13:59:00Z,Warning,Female,Traffic Sign/Signal,1015 E 51st,African American,"Drove thru stop sign w/o stopping, peds in crosswalk",No
N/A,2019-01-21T18:48:00Z,Warning,Male,Traffic Sign/Signal,55th Lake Park,African American,Red Light Violation,No
N/A,2019-01-22T09:29:00Z,Warning,Male,Traffic Sign/Signal,1059 E 51st Street,African American,Disobeyed stop sign,No
N/A,2019-01-22T12:12:00Z,Warning,Female,Traffic Sign/Signal,5800 S Dorchester,African American,Disobeyed stop sign,No
N/A,2019-01-22T21:43:00Z,Warning,Male,Lane Violation,5300 S Lake Park,African American,Improper turn,No
N/A,2019-01-23T09:00:00Z,Warning,Female,moving violation,5600 S Kimbark,African American,Failure to yield,No
N/A,2019-01-23T16:48:00Z,Warning,Male,Traffic Sign/Signal,1101 E 56th,Caucasian,Disobey stop sign,No
N/A,2019-01-23T18:31:00Z,Warning,Female,Traffic Sign/Signal,5400 Lake Park,African American,Failed to stop at light,No
N/A,2019-01-23T19:08:00Z,Warning,Male,Traffic Sign/Signal,5000 Cornell,Caucasian,Failed to stop at light,No
N/A,2019-01-24T08:57:00Z,Warning,Female,Traffic Sign/Signal,1309 E 56th,African American,Failure to yield to pedestrian,No
N/A,2019-01-24T12:06:00Z,Warning,Female,Traffic Sign/Signal,5400 S Lake Park,African American,Disobey red light,No
N/A,2019-01-24T22:22:00Z,Warning,Female,Traffic Sign/Signal,5900 Ellis,African American,Failed to stop at light,No
N/A,2019-01-28T21:17:00Z,Warning,Male,license plate/registration,5300 S. Ellis,African American,No plate displayed,No
N/A,2019-01-28T22:32:00Z,Warning,Female,Traffic Sign/Signal,5300 S. Kimbark,African American,Disobeyed Stop Sign,No
N/A,2019-01-29T13:10:00Z,Warning,Male,Traffic Sign/Signal,5600 S. Stony Island,African American,Disobeyed traffic control device,No
N/A,2019-01-29T18:01:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Ellis,Hispanic,Failure to yield to pedestrian in crosswalk,No
N/A,2019-01-29T18:45:00Z,Warning,Male,Traffic Sign/Signal,5100 S. Kenwood,African American,Disobeyed Stop Sign,No
N/A,2019-01-31T20:25:00Z,Warning,Male,Traffic Sign/Signal,6000 S. Cottage Grove,African American,Red Light Violation,No
N/A,2019-02-01T22:11:00Z,Warning,Female,Traffic Sign/Signal,5100 S Lake Park,African American,Failed to stop at red light,No
N/A,2019-02-02T09:22:00Z,Warning,Male,Traffic Sign/Signal,4800 S Kenwood,Caucasian,Disobeyed stop sign,No
N/A,2019-02-02T09:34:00Z,Warning,Female,speed,1130 E 59th,African American,Speeding  (LIDAR),No
Two Citations issued,2019-02-02T10:23:00Z,Citation,Male,speed,Midway Plaisance/Woodlawn,African American,Speeding (LIDAR),No
N/A,2019-02-02T10:50:00Z,Warning,Female,Traffic Sign/Signal,1515 E 57th,African American,Disobeyed stop sign,No
N/A,2019-02-02T20:26:00Z,Warning,Male,Lane Violation,5500 S Cottage Grove,African American,Improper Passing,No
N/A,2019-02-02T20:49:00Z,Warning,Female,Equipment,5200 S Dorchester,African American,Driving without headlights,No
N/A,2019-02-02T21:50:00Z,Warning,Male,Traffic Sign/Signal,4800 S Lake Park,African American,Failed to stop at red traffic light,No
N/A,2019-02-03T16:06:00Z,Warning,Male,Lane Violation,5300 S Maryland,African American,Wrong way,No
N/A,2019-02-03T19:40:00Z,Warning,Male,Traffic Sign/Signal,5500 S Harper,Caucasian,Disobeyed no turn on red sign,No
N/A,2019-02-03T20:29:00Z,Warning,Female,Traffic Sign/Signal,5300 S Cottage Grove,African American,Failed to stop at red traffic light,No
Three citations issued,2019-02-03T21:05:00Z,Citation,Male,Traffic Sign/Signal,5588 S Cottage Grove,African American,Failed to stop at red traffic light,No
N/A,2019-02-03T22:31:00Z,Warning,Male,Equipment,6000 S Stony Island,African American,Driving without lights,No
N/A,2019-02-04T08:35:00Z,Warning,Male,Traffic Sign/Signal,5500 S Cottage,African American,Disobeyed traffic control device,No
N/A,2019-02-04T08:37:00Z,Warning,Male,Traffic Sign/Signal,5500 S Kimbark,Caucasian,Disobeyed traffic control device,No
N/A,2019-02-05T09:43:00Z,Warning,Male,Traffic Sign/Signal,5000 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,2019-02-05T11:01:00Z,Warning,Female,Traffic Sign/Signal,5300 S. Ellis,Caucasian,Disobeyed Stop Sign,No
N/A,2019-02-05T17:28:00Z,Warning,Male,Traffic Sign/Signal,5222 S. Blackstone,Caucasian,Disobeyed Stop Sign,No
N/A,2019-02-05T22:36:00Z,Warning,Male,Traffic Sign/Signal,5300 S Woodlawn,Asian,Red Light Violation,No
Two Citations issued,2019-02-06T15:24:00Z,Citation,Male,Traffic Sign/Signal,4900 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,2019-02-06T20:17:00Z,Warning,Male,Lane Violation,5300 S. Dorchester,African American,Driving in wrong lane,No
N/A,2019-02-06T21:07:00Z,Warning,Male,speed,1226 E. 53rd Street,Hispanic,Driving to fast for conditions,No
N/A,2019-02-07T16:06:00Z,Warning,Male,moving violation,5900 S Cottage Grove,African American,Expired registration (vehicle matched description of reckless driver),No
N/A,2019-02-07T21:38:00Z,Warning,Male,Lane Violation,5300 S Ingleside,African American,Improper Overtaking,No
N/A,2019-02-08T10:42:00Z,Warning,Female,Traffic Sign/Signal,5500 S Woodlawn,African American,Disobeyed stop sign,No
N/A,2019-02-08T10:49:00Z,Warning,Male,Lane Violation,5300 S Kimbark,African American,Improper lane usage,No
N/A,2019-02-09T18:10:00Z,Warning,Male,Equipment,5700 S University,Asian,No headlights when required,No
N/A,2019-02-09T22:26:00Z,Warning,Male,Traffic Sign/Signal,5300 S University,Asian,Red Light Violation,No
N/A,2019-02-10T12:34:00Z,Warning,Male,Lane Violation,1452 E 53rd,African American,Improper turn,No
N/A,2019-02-10T17:35:00Z,Warning,Male,Lane Violation,5700 S Dorchester,African American,Wrong way on one way,No
N/A,2019-02-10T21:11:00Z,Warning,Male,Traffic Sign/Signal,5300 S Woodlawn,African American,Stop Sign Violation,No
N/A,2019-02-11T15:36:00Z,Warning,Male,Lane Violation,5342 S University,African American,Driving down one-way,No
N/A,2019-02-11T19:11:00Z,Warning,Female,Lane Violation,Midway and Dorchester,African American,Wrong way down a one way,No
N/A,2019-02-11T20:11:00Z,Warning,Male,Traffic Sign/Signal,1226 E 53rd,African American,Failed to stop at sign,No
N/A,2019-02-11T22:48:00Z,Warning,Female,Equipment,5500 Ellis,Asian,Driving with no tail lights,No
N/A,2019-02-12T12:20:00Z,Warning,Male,license plate/registration,6000 S Ellis,African American,"Suspicious auto, no visible registration plate, near burglary hot spot area",No
N/A,2019-02-13T13:58:00Z,Warning,Male,Traffic Sign/Signal,5200 S Harper,Asian,Disobeyed stop sign,No
N/A,2019-02-13T23:22:00Z,Warning,Male,Traffic Sign/Signal,5600 S Hyde Park Blvd,African American,Stop Sign Violation,No
N/A,2019-02-14T08:39:00Z,Warning,Male,Traffic Sign/Signal,5300 S. University,African American,Disobeyed Stop Sign,No
N/A,2019-02-14T09:23:00Z,Warning,Male,Lane Violation,5000 S. Blackstone,African American,Improper Turn,No
N/A,2019-02-14T11:01:00Z,Warning,Male,Traffic Sign/Signal,1322 E. 53rd Street,African American,Disobeyed Stop Sign,No
N/A,2019-02-14T11:55:00Z,Warning,Female,Lane Violation,5500 S. University,African American,Improper Turn,No
N/A,2019-02-14T12:58:00Z,Warning,Female,Traffic Sign/Signal,5700 S. Kimbark,Caucasian,Disobeying Traffic Control Device,No
N/A,2019-02-14T13:20:00Z,Warning,Female,Traffic Sign/Signal,5000 S. Lake Park Ave.,African American,Disobeyed Traffic Control Signal,No
N/A,2019-02-14T14:43:00Z,Warning,Female,Traffic Sign/Signal,5500 S. Kimbark,Caucasian,"Failure to Yield to Pedestrian in
Crosswalk",No
N/A,2019-02-14T16:06:00Z,Warning,Female,Lane Violation,6300 S. Ingleside,African American,Improper Lane Usage,No
N/A,2019-02-15T15:09:00Z,Warning,Female,Lane Violation,5400 S. University,Caucasian,improper turn,No
N/A,2019-02-15T15:23:00Z,Warning,Male,Traffic Sign/Signal,Midway Plaisance/Woodlawn,Hispanic,disobey redlight,No
One Citation Issued,2019-02-15T21:52:00Z,Citation,Male,Lane Violation,5300 Ingleside,African American,Wrong way on a one way,No
N/A,2019-02-16T09:55:00Z,Warning,Male,speed,Midway Plaisance/Dorchester,African American,speeding (lidar),No
N/A,2019-02-16T13:03:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Kenwood,Asian,disobey  traffic control  device,No
N/A,2019-02-16T15:03:00Z,Warning,Male,speed,Midway  Plaisance/Dorchester,African American,speeding (lidar),No
N/A,2019-02-16T15:27:00Z,Warning,Female,speed,Midway  Plaisance/University,African American,speeding (lidar),No
N/A,2019-02-16T16:00:00Z,Warning,Male,speed,Midway  Plaisance/ Woodlawn,African American,speeding (lidar),No
N/A,2019-02-16T17:14:00Z,Warning,Female,Traffic Sign/Signal,1170 E. 57th St,Caucasian,disobey traffic control device,No
N/A,2019-02-17T13:47:00Z,Warning,Female,Traffic Sign/Signal,940 E. 57TH ST,African American,disobey stopsign,No
N/A,2019-02-17T14:59:00Z,Warning,Male,Traffic Sign/Signal,940 E. 57TH ST,Caucasian,disobey stopsign,No
One Citation Issued,2019-02-17T19:46:00Z,Citation,Male,Traffic Sign/Signal,5500 Kenwood,African American,Failed to stop at sign,No
N/A,2019-02-17T21:31:00Z,Warning,Female,Equipment,5000 Cornell,African American,No headlights,No
N/A,2019-02-17T21:56:00Z,Warning,Male,Equipment,1332 E. Hyde Park,African American,No Headlights,No
N/A,2019-02-17T22:13:00Z,Warning,Male,Traffic Sign/Signal,5500 Ellis,African American,Failed to stop at light,No
N/A,2019-02-18T00:27:00Z,Warning,Male,Traffic Sign/Signal,1200 Midway Plaisance,Caucasian,Failed to stop at light,No
N/A,2019-02-18T00:52:00Z,Warning,Male,Traffic Sign/Signal,5500 Kenwood,African American,Failed to stop at light,No
Two Citations issued,2019-02-18T14:26:00Z,Citation,Female,Lane Violation,5900 S Cottage Grove,African American,Failure to signal when required,No
N/A,2019-02-20T13:45:00Z,Warning,Male,moving violation,1509 W 53rd,African American,Utilizing cell phone while driving in high pedestrian area,No
N/A,2019-02-20T15:59:00Z,Warning,Female,Traffic Sign/Signal,5307 S Drexel,African American,Disobeyed stop sign,No
N/A,2019-02-20T18:08:00Z,Warning,Male,Traffic Sign/Signal,5444 Woodlawn,African American,Failed to stop at light,No
N/A,2019-02-20T21:48:00Z,Warning,Male,Lane Violation,5500 Kenwood,African American,Weaving in lane,No
N/A,2019-02-21T07:55:00Z,Warning,Female,Traffic Sign/Signal,6300 S. University,African American,failure to yield to pedestrian,No
N/A,2019-02-21T10:03:00Z,Warning,Male,moving violation,5300 S. Harper,Caucasian,utilizing cell phone in high pedestrian area,No
Two Citations issued,2019-02-21T10:31:00Z,Citation,Female,Traffic Sign/Signal,1013 E. 53rd ST.,African American,disobey stopsign,No
N/A,2019-02-21T10:57:00Z,Warning,Female,Traffic Sign/Signal,5500 S. Woodlawn,Caucasian,failure to yield to pedestrian,No
N/A,2019-02-21T13:28:00Z,Warning,Female,Traffic Sign/Signal,5200 S. University,African American,disobey stopsign,No
N/A,2019-02-21T15:11:00Z,Warning,Male,Traffic Sign/Signal,1125 E. 55th ST.,African American,failure to yield to pedestrian,No
N/A,2019-02-21T15:38:00Z,Warning,Female,Traffic Sign/Signal,5621 S. Woodlawn,Caucasian,disobey stopsign,No
N/A,2019-02-21T15:58:00Z,Warning,Male,Lane Violation,5400 S. Woodlawn,African American,operating vehicle down one-way,No
N/A,2019-02-22T21:50:00Z,Warning,Male,Lane Violation,1461 E 53rd St,African American,Improper turn,No
N/A,2019-02-23T00:10:00Z,Warning,Male,Traffic Sign/Signal,1346 E 53rd Street,Caucasian,Stop Sign Violation,No
One Citation Issued,2019-02-23T01:35:00Z,Citation,Male,Traffic Sign/Signal,5140 S Hyde Park Blvd,African American,Stop Sign Violation,No
N/A,2019-02-23T12:17:00Z,Warning,Male,license plate/registration,5235 S Harper,Caucasian,Expired license plate registration,No
N/A,2019-02-23T17:24:00Z,Warning,Male,Traffic Sign/Signal,5500 S Greenwood,NHPI or Indian,Failed to yield to peds in crosswalk,No
N/A,2019-02-24T16:33:00Z,Warning,Male,Lane Violation,1500 E Midway Plaisance,NHPI or Indian,Wrong Way Down One Way Street,No
N/A,2019-02-24T18:03:00Z,Warning,Female,moving violation,5200 S Harper,African American,Using Cell Phone,No
N/A,2019-02-24T20:32:00Z,Warning,Male,Traffic Sign/Signal,5100 S Cornell,African American,Red Light Violation,No
N/A,2019-02-24T21:10:00Z,Warning,Female,Traffic Sign/Signal,5116 S Dorchester,Caucasian,Red Light Violation,No
N/A,2019-02-24T21:34:00Z,Warning,Male,Equipment,5100 S Blackstone,African American,No head lights when required,No
Two Citations issued,2019-02-25T07:41:00Z,Citation,Male,Lane Violation,5900 S Maryland,African American,Wrong way / one way,No
N/A,2019-02-25T20:24:00Z,Warning,Female,Equipment,5100 S Drexel,African American,Driving without headlights,No
N/A,2019-02-25T20:41:00Z,Warning,Female,Lane Violation,4800 S Kenwood,African American,Going wrong way on one way,No
N/A,2019-02-25T20:42:00Z,Warning,Male,Traffic Sign/Signal,5500 S Woodlawn,African American,Disobeyed traffic control device,No
N/A,2019-02-25T21:42:00Z,Warning,Female,Equipment,5500 S Blackstone,African American,Driving without headlights,No
N/A,2019-02-26T05:45:00Z,Warning,Female,Traffic Sign/Signal,5000 S. Kenwood,African American,disobey stopsign,No
N/A,2019-02-26T14:07:00Z,Warning,Female,Traffic Sign/Signal,5500 S. Kenwood,African American,disobey stopsign,No
One Citation Issued,2019-02-26T20:35:00Z,Citation,Female,Equipment,5000 S Cornell,African American,Driving without headlights,No
N/A,2019-02-26T21:14:00Z,Warning,Female,Traffic Sign/Signal,5500 S University,African American,Disobeyed traffic control device,No
N/A,2019-02-26T21:56:00Z,Warning,Female,Equipment,5000 S Lake Park,African American,Driving without headlights,No
N/A,2019-02-27T15:19:00Z,Warning,Female,Traffic Sign/Signal,1318 E 53rd,African American,Disobeyed traffic control device,No
N/A,2019-02-27T16:02:00Z,Warning,Female,Traffic Sign/Signal,5500 S Kimbark,African American,Failed to yield to peds in crosswalk,No
N/A,2019-02-27T18:00:00Z,Warning,Male,Traffic Sign/Signal,5400 S Woodlawn,African American,Red Light Violation,Yes
N/A,2019-02-27T18:23:00Z,Warning,Female,Lane Violation,1209 E 53rd,African American,Wrong way on one way street,Yes
N/A,2019-02-28T10:31:00Z,Warning,Male,Lane Violation,5100 S Dorchester,African American,Wrong way down one way,No
N/A,2019-02-28T12:20:00Z,Warning,Female,Traffic Sign/Signal,5300 S Dorchester,African American,Disobeyed stop sign,No
N/A,2019-02-28T22:50:00Z,Warning,Male,Traffic Sign/Signal,1355 E 53rd Street,Caucasian,Red Light Violation,No
Three citations issued,2019-03-01T06:54:00Z,Citation,Male,moving violation,5700 S Everett,African American,Improper parking on roadway - safety violation,Yes
N/A,2019-03-01T17:32:00Z,Warning,Male,Traffic Sign/Signal,5500 S Ellis,Hispanic,Disobeyed stop sign,No
N/A,2019-03-01T20:32:00Z,Warning,Female,Equipment,5506 S Lake Park,African American,Driving without headlights,No
N/A,2019-03-01T20:36:00Z,Warning,Male,Traffic Sign/Signal,5000 S Ellis,Asian,Disobeyed stop sign,No
N/A,2019-03-01T21:09:00Z,Warning,Male,Traffic Sign/Signal,4800 S Woodlawn,African American,Disobeyed stop sign,No
N/A,2019-03-01T22:09:00Z,Warning,Female,Equipment,5000 S Woodlawn,African American,Driving without headlights,No
N/A,2019-03-01T22:53:00Z,Warning,Male,Traffic Sign/Signal,5500 S Greenwood,African American,Disobeyed stop sign,No
N/A,2019-03-01T23:13:00Z,Warning,Male,Traffic Sign/Signal,5300 S Woodlawn,African American,Failed to stop at red light,No
N/A,2019-03-02T09:25:00Z,Warning,Female,Traffic Sign/Signal,6100 Dorchester,African American,disobey stopsign,No
N/A,2019-03-02T01:19:00Z,Warning,Male,moving violation,1160 E. 58th ST.,Caucasian,driving on sidewalk,No
N/A,2019-03-02T14:01:00Z,Warning,Male,Lane Violation,5600 S. Woodlawn,Caucasian,Driving down one-way,No
N/A,2019-03-02T14:20:00Z,Warning,Male,Lane Violation,5733 S. University,Caucasian,Driving down one-way,No
N/A,2019-03-02T14:54:00Z,Warning,Male,Traffic Sign/Signal,5300 S. Harper,African American,disobey stopsign,No
N/A,2019-03-02T19:10:00Z,Warning,Female,Equipment,5500 S Ellis,African American,Driving without headlights,No
N/A,2019-03-02T20:30:00Z,Warning,Male,Traffic Sign/Signal,5300 S Drexel,African American,Disobeyed stop sign,No
N/A,2019-03-02T20:50:00Z,Warning,Female,Traffic Sign/Signal,4800 S Dorchester,African American,Disobeyed stop sign,No
N/A,2019-03-02T21:11:00Z,Warning,Male,Traffic Sign/Signal,5300 Dorchester,African American,Disobeyed stop sign,No
N/A,2019-03-02T22:18:00Z,Warning,Male,Traffic Sign/Signal,5500 Dorchester,African American,Disobeyed stop sign,No
N/A,2019-03-02T23:02:00Z,Warning,Female,Traffic Sign/Signal,5530 S Ellis,African American,Disobeyed stop sign,No
N/A,2019-03-02T23:12:00Z,Warning,Female,Traffic Sign/Signal,5400 S Woodlawn,African American,Disobeyed stop sign,No
N/A,2019-03-03T00:15:00Z,Warning,Male,Traffic Sign/Signal,5500 S Woodlawn,African American,Improper turn,No
N/A,2019-03-03T01:06:00Z,Warning,Female,Equipment,5200 S Woodlawn,African American,Driving without headlights,No
N/A,2019-03-03T11:43:00Z,Warning,Male,Traffic Sign/Signal,5500 S. University Ave,African American,Stop Sign,No
N/A,2019-03-03T16:11:00Z,Warning,Female,Traffic Sign/Signal,5400 S. Lake Park Ave,African American,Failure to Yield to Pedestrain,No
N/A,2019-03-03T17:25:00Z,Warning,Female,Traffic Sign/Signal,5531 S. Woodlawn,Caucasian,Stop Sign,No
N/A,2019-03-03T19:36:00Z,Warning,Female,Traffic Sign/Signal,5200 S Drexel,African American,Disobeyed stop sign,No
N/A,2019-03-03T20:10:00Z,Warning,Male,Lane Violation,5600 S Drexel,African American,Improper passing,No
N/A,2019-03-03T20:24:00Z,Warning,Male,Lane Violation,5100 S Kimbark,Caucasian,Driving wrong way on one way,No
N/A,2019-03-03T21:43:00Z,Warning,Female,Equipment,5400 S Lake Park,African American,Driving without headlights,No
N/A,2019-03-04T02:12:00Z,Warning,Male,Traffic Sign/Signal,5100 S Kimbark,African American,Disobeyed stop sign,No
N/A,2019-03-04T12:00:00Z,Warning,Female,Lane Violation,5731 S. Kenwood,African American,Improper Lane Usage,No
N/A,2019-03-04T15:33:00Z,Warning,Female,Traffic Sign/Signal,5219 S. Ingleside,African American,Disobeyed Stop Sign,No
One Citation Issued,2019-03-04T15:53:00Z,Warning,Male,moving violation,6205 S. Kimbark,African American,Disobeying a Police Officer,No
N/A,2019-03-04T16:24:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Kimbark,African American,"Failure To Yield to Pedestrians in
Crosswalk",No
N/A,2019-03-04T20:57:00Z,Warning,Male,speed,6100 S. Blackstone,African American,Speeding - Over Statutory Limit,No
N/A,2019-03-04T21:02:00Z,Warning,Female,Traffic Sign/Signal,5100 S. Blackstone,African American,Red Light Violation,No
N/A,2019-03-04T22:31:00Z,Warning,Female,Traffic Sign/Signal,5000 S. Woodlawn,Asian,Stop Sign Violation,No
N/A,2019-03-05T08:40:00Z,Warning,Male,Traffic Sign/Signal,5600 S. Hyde Park,African American,Disobeyed Stop Sign,No
N/A,2019-03-05T13:17:00Z,Warning,Female,Traffic Sign/Signal,6100 S. Ellis,African American,"Disregarding Traffic Control
Device",No
N/A,2019-03-05T16:07:00Z,Warning,Female,Traffic Sign/Signal,5200 S. Ingleside,African American,Disobeyed Stop Sign,No
N/A,2019-03-05T19:54:00Z,Warning,Female,Lane Violation,5300 S Kenwood,Asian,Improper turn,No
N/A,2019-03-06T10:47:00Z,Warning,Male,moving violation,5757 S University,Caucasian,Improper driving on sidewalk,No
N/A,2019-03-06T14:37:00Z,Warning,Female,Traffic Sign/Signal,1418 S 51st,African American,Disobeyed red light,No
