Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
0,2019-08-16T22:39:00Z,Warning,Male,Traffic Sign/Signal,4800 S Greenwood,Caucasian,Failed to stop at sign,No
0,2019-08-16T22:49:00Z,Warning,Male,Traffic Sign/Signal,6132 S Ellis,African American,Failed to stop at sign,No
0,2019-08-18T21:42:00Z,Warning,Female,Lane Violation,1628 E 55th,African American,Illegal U-Turn,No
0,2019-08-18T23:24:00Z,Warning,Male,Traffic Sign/Signal,4800 Ellis,Asian,Failed to stop at sign,No
Two Citation Issued,2019-08-19T10:47:00Z,Citation,Male,Traffic Sign/Signal,5500 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,2019-08-19T15:57:00Z,Warning,Male,Traffic Sign/Signal,5900 S. Stony Island,African American,Disobeyed Stop Sign,No
N/A,2019-08-19T20:11:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Lake Park,African American,Red Light Violation,No
N/A,2019-08-19T20:31:00Z,Warning,Male,Traffic Sign/Signal,6000 S. Woodlawn,African American,Red Light Violation,No
N/A,2019-08-19T20:37:00Z,Warning,Male,Traffic Sign/Signal,5800 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,2019-08-19T20:48:00Z,Warning,Male,Equipment,5500 S. Greenwood,African American,No headlights when required,No
N/A,2019-08-19T21:10:00Z,Warning,Female,Equipment,5300 S. Greenwood,African American,Failure to Signal,No
N/A,2019-08-19T23:12:00Z,Warning,Male,Equipment,5252 S. Hyde Park,African American,No headlights when required,No
N/A,2019-08-20T16:09:00Z,Warning,Male,Traffic Sign/Signal,1001 E 59th Street,Asian,Improper lane usage,No
N/A,2019-08-20T18:36:00Z,Warning,Male,Equipment,5721 S Maryland,African American,Seat belt violation,Yes
N/A,2019-08-20T20:02:00Z,Warning,Male,Lane Violation,6300 S Kenwood,African American,Wrong way on one way,No
N/A,2019-08-20T22:52:00Z,Warning,Male,Traffic Sign/Signal,4937 S Woodlawn,African American,Stop Sign Violation,No
N/A,2019-08-21T18:42:00Z,Warning,Male,Lane Violation,5500 S. Kimbark,African American,Improper turn signal,No
N/A,2019-08-21T23:28:00Z,Warning,Male,Lane Violation,1221 E. 57th Street,African American,Wrong way on one way street,No
N/A,2019-08-22T09:11:00Z,Warning,Female,Traffic Sign/Signal,5300 S. University,African American,Disobeyed Stop Sign,No
N/A,2019-08-22T09:16:00Z,Warning,Female,moving violation,6200 S. Woodlawn,African American,Improper  turn,No
Two Citation Issued,2019-08-22T11:59:00Z,Citation,Female,Traffic Sign/Signal,6100 S. Drexel,African American,Disobeyed Stop Sign,No
N/A,2019-08-22T16:40:00Z,Warning,Male,Traffic Sign/Signal,6100 S. Cottage Grove,African American,Disobeyed Stop Sign,No
N/A,2019-08-22T17:11:00Z,Warning,Male,Equipment,6137 S. Woodlawn,Caucasian,No Seatbelt,No
N/A,2019-08-22T20:00:00Z,Warning,Female,Lane Violation,4900 S. Kimbark,African American,Improper overtake of a lane,No
N/A,2019-08-22T21:44:00Z,Warning,Female,Traffic Sign/Signal,5200 S. Woodlawn,African American,Disobeyed traffic control device,No
N/A,2019-08-22T22:16:00Z,Warning,Female,Equipment,5200 S. Cottage Grove,African American,Taillight not functioning,No
N/A,2019-08-23T02:11:00Z,Warning,Female,Traffic Sign/Signal,6100 S. Ellis,African American,Disobeyed traffic control device,No
N/A,2019-08-23T13:30:00Z,Warning,Male,Traffic Sign/Signal,1226 E. 53rd Street,African American,Red Light Violation,No
N/A,2019-08-23T13:53:00Z,Warning,Male,Traffic Sign/Signal,1457 E. 55th Street,Caucasian,Disobeyed Stop Sign,No
N/A,2019-08-23T14:20:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Drexel,African American,Failure to yield to pedestrian in crosswalk,No
N/A,2019-08-23T15:31:00Z,Warning,Female,Lane Violation,5500 S. Drexel,African American,Improper overtake of a lane,No
Two Citation Issued,2019-08-23T17:39:00Z,Citation,Male,Traffic Sign/Signal,1100 E. 55th Street,Caucasian,Disobeyed Stop Sign,No
N/A,2019-08-23T20:43:00Z,Warning,Female,Lane Violation,5500 S. Ingleside,African American,Improper overtake of a lane,No
N/A,2019-08-24T04:18:00Z,Warning,Male,Lane Violation,1200 & Midway Plaisance,African American,Wrong way on one way street,No
N/A,2019-08-24T09:56:00Z,Warning,Male,Traffic Sign/Signal,5801 S. Woodlawn,Asian,Disobeyed traffic control device,No
N/A,2019-08-24T12:43:00Z,Warning,Female,Lane Violation,E. Midway Plaisance & Dorchester,African American,Wrong way on one way street,No
N/A,2019-08-24T12:47:00Z,Warning,Female,Lane Violation,E. Midway Plaisance & Blackstone,African American,Wrong way on one way street,No
N/A,2019-08-24T14:13:00Z,Warning,Male,Lane Violation,5100 S. University,Caucasian,Improper turn signal,No
N/A,2019-08-24T15:29:00Z,Warning,Male,Lane Violation,1401 E. Midway Plaisance,African American,Wrong way on one way street,No
N/A,2019-08-24T16:48:00Z,Warning,Female,Lane Violation,5700 S. Everett Ave.,Hispanic,Improper lane usage,No
N/A,2019-08-24T18:01:00Z,Warning,Male,Lane Violation,5518 S. Kenwood,African American,No turn signal,No
N/A,2019-08-24T22:48:00Z,Warning,Male,Lane Violation,5700 S. Blackstone,African American,Wrong way on one way street,No
One Citation Issued,2019-08-24T23:32:00Z,Citation,Male,Traffic Sign/Signal,5300 S. Cornell,African American,Red Light Violation,Yes
N/A,2019-08-25T00:52:00Z,Warning,Male,Lane Violation,5630 S. Ellis,African American,Improper lane usage,Yes
Two Citation Issued,2019-08-25T20:17:00Z,Citation,Male,Traffic Sign/Signal,5600 S. Cornell,African American,Disobeyed Stop Sign,Yes
N/A,2019-08-25T20:46:00Z,Warning,Female,Equipment,5200 S. Lake Park,African American,No headlights when required,No
N/A,2019-08-25T21:19:00Z,Warning,Female,Traffic Sign/Signal,5600 S. Cottage Grove,African American,Red Light Violation,No
N/A,2019-08-25T21:47:00Z,Warning,Male,Lane Violation,1030 E. 56th Street,Hispanic,Wrong way on one way street,No
N/A,2019-08-25T21:59:00Z,Warning,Female,Lane Violation,6100 S. Cottage Grove,African American,Improper Turn,No
N/A,2019-08-25T22:48:00Z,Warning,Male,Traffic Sign/Signal,5700 S. Dorchester,African American,Disobeyed Stop Sign,No
N/A,2019-08-25T23:14:00Z,Warning,Male,Lane Violation,5300 S. Blackstone,African American,No turn signal,No
N/A,2019-08-26T02:19:00Z,Warning,Male,Lane Violation,5500 S. Lake Park,African American,No turn signal,No
N/A,2019-08-26T04:36:00Z,Warning,Male,Lane Violation,5500 S. Kenwood,African American,Improper Turn,Yes
N/A,2019-08-26T22:01:00Z,Warning,Male,Traffic Sign/Signal,4900 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,2019-08-27T13:03:00Z,Warning,Female,Traffic Sign/Signal,5400 S. Blackstone,Caucasian,Disobeyed Stop Sign,No
N/A,2019-08-27T13:10:00Z,Warning,Male,moving violation,1439 E. 53rd Street,Caucasian,Improper U Turn,No
N/A,2019-08-27T14:10:00Z,Warning,Female,moving violation,1346 E. 53rd Street,African American,Cell phone violation,No
N/A,2019-08-27T15:54:00Z,Warning,Female,Traffic Sign/Signal,5600 S. Harper,African American,Disobeyed Stop Sign,No
Two Citation Issued,2019-08-27T19:46:00Z,Citation,Female,Traffic Sign/Signal,4800 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,2019-08-27T22:33:00Z,Warning,Male,Lane Violation,5000 S. Cornell,African American,No turn signal,No
N/A,2019-08-27T22:43:00Z,Warning,Female,Traffic Sign/Signal,5000 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,2019-08-27T22:54:00Z,Warning,Female,Lane Violation,4700 S. Woodlawn,African American,Improper lane usage,No
N/A,2019-08-27T23:25:00Z,Warning,Male,Equipment,5100 S. Lake Park,African American,One Headlight,No
N/A,2019-08-28T12:17:00Z,Warning,Male,moving violation,1354 E. 55th Street,African American,Electronic Communication Device,No
N/A,2019-08-28T15:45:00Z,Warning,Female,Lane Violation,5500 S. Payne,African American,Improper lane usage,No
N/A,2019-08-28T16:38:00Z,Warning,Male,Lane Violation,5321 S. Lake Park,African American,No turn signal,No
N/A,2019-08-28T17:38:00Z,Warning,Female,Traffic Sign/Signal,5200 S. Cottage Grove,Caucasian,Disobeyed Stop Sign,No
N/A,2019-08-28T20:15:00Z,Warning,Male,Lane Violation,6000 S. Woodlawn,African American,Improper lane usage,No
N/A,2019-08-28T20:26:00Z,Warning,Male,Lane Violation,5400 S. Blackstone,African American,No turn signal,No
One Citation Issued,2019-08-28T20:52:00Z,Citation,Male,Traffic Sign/Signal,5100 S. Kenwood,African American,Disobeyed Stop Sign,No
N/A,2019-08-28T21:15:00Z,Warning,Female,Lane Violation,w/b Midway Plaisance & Cottage Grove,African American,Red Light Violation,Yes
Two Citation Issued,2019-08-28T21:21:00Z,Citation,Male,Lane Violation,5300 S. Dorchester,African American,Wrong way on one way street,No
N/A,2019-08-28T22:50:00Z,Warning,Female,Equipment,5600 S. Drexel,African American,No headlights when required,No
N/A,2019-08-28T23:20:00Z,Warning,Male,Traffic Sign/Signal,5800 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,2019-08-28T23:57:00Z,Warning,Male,Lane Violation,5500 S. Lake Park,African American,No turn signal,No
N/A,2019-08-29T10:29:00Z,Warning,Male,Traffic Sign/Signal,5300 S. Dorchester,African American,Disobeyed Stop Sign,No
N/A,2019-08-29T21:17:00Z,Warning,Male,Equipment,5500 S. Lake Park,African American,No headlights when required,No
N/A,2019-08-29T21:57:00Z,Warning,Male,Equipment,6000 S. Woodlawn,Caucasian,No headlights when required,No
N/A,2019-08-29T22:32:00Z,Warning,Male,Traffic Sign/Signal,5700 S. Cornell,African American,Disobeyed Stop Sign,Yes
N/A,2019-08-29T23:43:00Z,Warning,Male,Lane Violation,6300 S. Drexel,African American,Improper Passing,No
N/A,2019-08-30T00:32:00Z,Warning,Female,Lane Violation,5500 S. Harper,African American,Improper turn,No
N/A,2019-08-30T11:15:00Z,Warning,Female,Lane Violation,5445 S. University,Caucasian,No turn signal,No
N/A,2019-08-30T13:06:00Z,Warning,Female,Traffic Sign/Signal,5500 S. Kenwood,Caucasian,Disobeyed Stop Sign,No
N/A,2019-08-31T10:06:00Z,Warning,Male,moving violation,1330 E. 53rd Street,African American,Improper U Turn,No
N/A,2019-08-31T20:18:00Z,Warning,Female,Traffic Sign/Signal,4900 S. Dorchester,African American,Disobeyed Stop Sign,No
N/A,2019-08-31T20:55:00Z,Warning,Female,Traffic Sign/Signal,4700 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,2019-08-31T22:05:00Z,Warning,Female,Traffic Sign/Signal,4900 S. Greenwood,Hispanic,Disobeyed Stop Sign,No
N/A,2019-09-01T11:56:00Z,Warning,Female,Traffic Sign/Signal,1364 E. 53rd Street,African American,Disobeyed Stop Sign,No
Two Citation Issued,2019-09-01T17:50:00Z,Citation,Female,Traffic Sign/Signal,6000 S. Cottage Grove,African American,Disobeyed Stop Sign,No
One Citation Issued,2019-09-01T23:00:00Z,Citation,Female,moving violation,5300 S. Cornell,African American,Cell phone violation,No
N/A,2019-09-01T23:36:00Z,Warning,Male,Traffic Sign/Signal,5100 S. Cornell,African American,Disobeyed Stop Sign,No
N/A,2019-09-02T13:49:00Z,Warning,Female,Traffic Sign/Signal,5204 S. Woodlawn,African American,Disobeyed traffic control device,No
N/A,2019-09-02T14:52:00Z,Warning,Male,Traffic Sign/Signal,5500 S. University,African American,Disobeyed traffic control device,No
N/A,2019-09-02T15:55:00Z,Warning,Male,Traffic Sign/Signal,1380 E. Madison Park,African American,Disobeyed Stop Sign,No
N/A,2019-09-02T20:16:00Z,Warning,Male,license plate/registration,5500 S. Harper,African American,Expired License Plate/registration,No
N/A,2019-09-02T21:35:00Z,Warning,Female,Lane Violation,5700 S. Blackstone,African American,No turn signal,No
N/A,2019-09-02T22:22:00Z,Warning,Male,Lane Violation,5600 S. Lake Park,African American,No turn signal,No
N/A,2019-09-02T23:21:00Z,Warning,Male,Lane Violation,5600 S. Stony Island,Hispanic,No turn signal,No
Three Citations Issued,2019-09-03T00:51:00Z,Citation,Male,license plate/registration,5600 S. Woodlawn,African American,No front license plate,Yes
N/A,2019-09-03T11:43:00Z,Warning,Male,Lane Violation,1406 E. 53rd Street,African American,Improper lane usage,No
N/A,2019-09-03T15:34:00Z,Warning,Male,Traffic Sign/Signal,1431 E. Hyde Park,Caucasian,Disobeyed traffic control device,No
N/A,2019-09-03T15:59:00Z,Warning,Female,Traffic Sign/Signal,5300 S. University,African American,Disobeyed traffic control device,No
N/A,2019-09-03T17:04:00Z,Warning,Female,Traffic Sign/Signal,5500 S. Drexel,African American,Disobeyed traffic control device,No
Two Citation Issued,2019-09-03T20:41:00Z,Citation,Male,Lane Violation,5700 S. Harper,African American,Wrong way on one way street,No
N/A,2019-09-04T19:49:00Z,Warning,Male,moving violation,5500 S. Woodlawn,African American,Failed to yield to Emergency Vehicle,No
N/A,2019-09-04T20:30:00Z,Warning,Male,Traffic Sign/Signal,4900 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,2019-09-04T21:32:00Z,Warning,Male,Traffic Sign/Signal,5400 S. Hyde Park,African American,Disobeyed Stop Sign,No
N/A,2019-09-05T17:14:00Z,Warning,Female,moving violation,5900 S. Maryland,Caucasian,Utilizing cell phone while driving,No
N/A,2019-09-05T23:16:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Greenwood,African American,Disobeyed Stop Sign,No
N/A,2019-09-06T21:09:00Z,Warning,Male,Lane Violation,5840 S. Dorchester,African American,Wrong way on one way street,No
N/A,2019-09-06T23:19:00Z,Warning,Male,moving violation,1215 E. 53rd Street,African American,Utilizing cell phone while driving,No
N/A,2019-09-06T23:31:00Z,Warning,Male,Lane Violation,5500 S. Greenwood,African American,Wrong way on one way street,No
N/A,2019-09-07T00:20:00Z,Warning,Male,moving violation,5200 S. Drexel,African American,Utilizing cell phone while driving,No
N/A,2019-09-07T01:30:00Z,Warning,Female,Traffic Sign/Signal,5600 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,2019-09-07T20:33:00Z,Warning,Female,Lane Violation,5600 S. Lake Park,African American,Wrong way on one way street,No
N/A,2019-09-07T20:52:00Z,Warning,Female,Traffic Sign/Signal,56th & Woodlawn,Caucasian,Disobeyed Stop Sign,No
N/A,2019-09-07T22:40:00Z,Warning,Male,Traffic Sign/Signal,56th & Lake Park,African American,Disobeyed Stop Sign,No
N/A,2019-09-07T22:13:00Z,Warning,Female,Traffic Sign/Signal,57th & Harper,African American,Disobeyed Stop Sign,No
N/A,2019-09-07T23:19:00Z,Warning,Male,Traffic Sign/Signal,53rd & Lake Park,African American,Disobeyed Posted Sign,No
N/A,2019-09-07T23:48:00Z,Warning,Male,Traffic Sign/Signal,59th & Maryland,African American,Disobeyed Stop Sign,No
One Citation Issued,2019-09-09T22:33:00Z,Citation,Male,Traffic Sign/Signal,5000 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,2019-09-10T12:16:00Z,Warning,Female,Traffic Sign/Signal,1508 E. 53rd Street,African American,Disobeyed Stop Sign,No
N/A,2019-09-10T16:50:00Z,Warning,Male,moving violation,5100 S. Dorchester,Asian,Improper U-Turn,No
N/A,2019-09-10T17:03:00Z,Warning,Male,Traffic Sign/Signal,1401 E. 51st Street,African American,Disobeyed traffic control device,No
N/A,2019-09-10T20:02:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Dorchester,Caucasian,Disobeyed Stop Sign,No
N/A,2019-09-13T08:29:00Z,Warning,Male,moving violation,900 E. Midway Plaisance,African American,Improper lane usage,No
One Citation Issued,2019-09-13T11:57:00Z,Citation,Male,moving violation,1406 E. 53rd Street,African American,Improper lane usage,No
N/A,2019-09-13T14:24:00Z,Warning,Male,moving violation,1450 E. 57th Street,Caucasian,Improper lane usage,No
N/A,2019-09-13T15:12:00Z,Warning,Male,moving violation,5100 S. Blackstone,African American,Improper U-Turn,No
N/A,2019-09-13T16:44:00Z,Warning,Female,moving violation,5700 S. Dorchester,African American,Improper lane usage,No
N/A,2019-09-13T21:29:00Z,Warning,Female,moving violation,5300 S. Dorchester,African American,Wrong way on one way street,No
N/A,2019-09-14T08:46:00Z,Warning,Male,moving violation,5700 S. Blackstone,Asian,Improper lane usage,No
N/A,2019-09-14T19:35:00Z,Warning,Male,Traffic Sign/Signal,4900 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,2019-09-14T23:14:00Z,Warning,Male,Traffic Sign/Signal,5600 S. Stony Island,African American,Disobeyed traffic control device,No
N/A,2019-09-15T13:09:00Z,Warning,Male,moving violation,5520 S. Harper,African American,Improper lane usage,No
N/A,2019-09-15T19:06:00Z,Warning,Male,Traffic Sign/Signal,5200 S. Harper,African American,Disobeyed Stop Sign,No
One Citation Issued,2019-09-15T20:35:00Z,Citation,Male,Traffic Sign/Signal,5300 S. Drexel,African American,Disobeyed Stop Sign,No
N/A,2019-09-15T21:04:00Z,Warning,Female,Traffic Sign/Signal,5700 S. Stony Island,African American,Disobeyed Stop Sign,No
N/A,2019-09-15T21:05:00Z,Warning,Male,Traffic Sign/Signal,4900 S. Woodlawn,African American,Disobeyed Stop Sign,No
One Citation Issued,2019-09-15T21:19:00Z,Citation,Male,Traffic Sign/Signal,6050 S. Cornell,African American,Disobeyed traffic control device,No
N/A,2019-09-15T21:46:00Z,Warning,Female,Traffic Sign/Signal,4900 S. Drexel,African American,Disobeyed Stop Sign,No
N/A,2019-09-16T09:33:00Z,Warning,Male,Traffic Sign/Signal,5100 S. Blackstone,African American,Disobeyed traffic control device,No
N/A,2019-09-16T12:19:00Z,Warning,Male,Traffic Sign/Signal,5300 S. Kimbark,African American,Disobeyed traffic control device,No
N/A,2019-09-16T15:41:00Z,Warning,Female,Equipment,5405 S. Drexel,African American,"Failure to Properly Secure Child in
Approved Child Restraint System
or Seat Belts",No
N/A,2019-09-16T15:51:00Z,Warning,Female,Lane Violation,5480 S. Kenwood,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
One Citation Issued,2019-09-16T16:11:00Z,Citation,Male,Lane Violation,1165 E. 53rd Street,African American,Improper lane usage,No
N/A,2019-09-16T19:29:00Z,Warning,Male,Equipment,942 E. 55th Street,Caucasian,No headlights when required,No
N/A,2019-09-16T20:43:00Z,Warning,Male,Lane Violation,5300 S. Blackstone,Hispanic,Improper Turn,No
N/A,2019-09-16T20:58:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Kenwood,African American,Red Light Violation,No
N/A,2019-09-16T22:20:00Z,Warning,Female,Lane Violation,5600 S. Lake Park,African American,Improper Overtaking,No
N/A,2019-09-17T17:21:00Z,Warning,Female,Lane Violation,5450 S. University,African American,Improper lane usage,No
One Citation Issued,2019-09-17T18:35:00Z,Citation,Male,Traffic Sign/Signal,5303 S. Woodlawn,African American,Red Light Violation,No
N/A,2019-09-18T09:04:00Z,Warning,Male,Traffic Sign/Signal,6100 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,2019-09-18T16:57:00Z,Warning,Male,Traffic Sign/Signal,1108 E. 53rd Street,African American,Disobeyed Stop Sign,No
N/A,2019-09-18T19:35:00Z,Warning,Male,Lane Violation,5300 S. Dorchester,African American,Wrong way on one way street,No
One Citation Issued,2019-09-18T20:13:00Z,Citation,Female,Traffic Sign/Signal,4700 S. Lake Park,African American,Disobeyed Stop Sign,No
N/A,2019-09-19T07:39:00Z,Warning,Female,Traffic Sign/Signal,836 E. 52nd Street,African American,Disobeyed Stop Sign,No
N/A,2019-09-19T17:23:00Z,Warning,Female,Traffic Sign/Signal,5100 S. University,African American,Disobeyed Stop Sign,No
N/A,2019-09-20T20:33:00Z,Warning,Male,Traffic Sign/Signal,W/B Midway Plaisance & Payne Dr.,African American,Red Light Violation,No
N/A,2019-09-20T21:32:00Z,Warning,Male,Lane Violation,5700 S. Woodlawn,African American,No Turn Signal,No
N/A,2019-09-20T23:20:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Harper,Hispanic,Disobeyed Stop Sign,No
N/A,2019-09-21T00:53:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Ellis,African American,Red Light Violation,No
N/A,2019-09-21T08:47:00Z,Warning,Female,speed,1000 E. Midway Plaisance,Hispanic,Speeding,No
N/A,2019-09-21T09:04:00Z,Warning,Male,speed,1000 E. Midway Plaisance,African American,Speeding,No
N/A,2019-09-21T09:23:00Z,Warning,Female,speed,1005 E. Midway Plaisance,African American,Speeding,No
N/A,2019-09-21T09:42:00Z,Warning,Male,speed,1005 E. Midway Plaisance,African American,Speeding,No
N/A,2019-09-21T10:38:00Z,Warning,Male,Traffic Sign/Signal,1301 E. 55th Street,Caucasian,Disobeyed traffic control device,No
N/A,2019-09-21T15:14:00Z,Warning,Male,Lane Violation,4700 S. Drexel,African American,Improper lane usage,No
N/A,2019-09-21T18:22:00Z,Warning,Female,moving violation,1225 E. 55th Street,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
N/A,2019-09-21T18:22:00Z,Warning,Female,moving violation,1225 E. 55th Street,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
N/A,2019-09-22T09:19:00Z,Warning,Female,Traffic Sign/Signal,5500 S. Greenwood,African American,Failure to Yield to Pedestrian,No
N/A,2019-09-22T11:29:00Z,Warning,Female,Traffic Sign/Signal,1125 E. 53rd Street,African American,Disobeyed traffic control device,No
N/A,2019-09-23T22:37:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Lake Park,African American,Disobeyed Stop Sign,No
N/A,2019-09-24T09:49:00Z,Warning,Female,Traffic Sign/Signal,1450 E. 55th Street,African American,Disobeyed Stop Sign,No
N/A,2019-09-24T14:30:00Z,Warning,Male,Traffic Sign/Signal,1157 E. 52nd Street,African American,Disobeyed Stop Sign,No
N/A,2019-09-24T20:45:00Z,Warning,Female,Traffic Sign/Signal,5500 S. Ellis,African American,Failure to Yield to Pedestrian,No
One Citation Issued,2019-09-24T22:44:00Z,Citation,Male,Traffic Sign/Signal,5300 S. Kenwood,African American,Disobeyed Stop Sign,No
N/A,2019-09-24T23:02:00Z,Warning,Male,Equipment,5500 S. Ellis,African American,No headlights when required,No
N/A,2019-09-25T02:03:00Z,Warning,Female,Equipment,5500 S. Woodlawn,African American,No headlights when required,No
N/A,2019-09-25T07:45:00Z,Warning,Female,Lane Violation,5500 S. Ellis,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
N/A,2019-09-25T09:27:00Z,Warning,Male,Traffic Sign/Signal,5045 S. Drexel,African American,Disobeyed Stop Sign,No
N/A,2019-09-25T13:29:00Z,Warning,Male,Traffic Sign/Signal,5318 S. Greenwood,African American,Disobeyed Stop Sign,No
N/A,2019-09-25T13:39:00Z,Warning,Female,Traffic Sign/Signal,5600 S. Hyde Park,African American,Disobeyed Stop Sign,No
N/A,2019-09-25T21:32:00Z,Warning,Male,Lane Violation,5800 S. Dorchester,African American,No turn signal,No
N/A,2019-09-25T22:39:00Z,Warning,Female,Lane Violation,6000 S. Stony Island,African American,No turn signal,No
N/A,2019-09-26T19:37:00Z,Warning,Male,Traffic Sign/Signal,5476 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,2019-09-27T21:01:00Z,Warning,Male,Traffic Sign/Signal,5900 S. Ellis,Asian,Disobeyed Stop Sign,No
N/A,2019-09-28T16:59:00Z,Warning,Male,Traffic Sign/Signal,5100 S. Blackstone,African American,Disobeyed traffic control device,No
N/A,2019-09-28T20:00:00Z,Warning,Female,Lane Violation,5000 S. Lake Park,African American,Illegal U-Turn,No
N/A,2019-09-28T21:14:00Z,Warning,Female,Traffic Sign/Signal,1520 E. 57th Street,African American,Disobeyed Stop Sign,No
N/A,2019-09-28T21:18:00Z,Warning,Male,Lane Violation,4900 East End,Caucasian,Wrong way on one way street,No
N/A,2019-09-29T12:13:00Z,Warning,Male,Lane Violation,1190 E. W/B Midway Plaisance,Caucasian,Wrong way on one way street,No
N/A,2019-09-29T13:47:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Ellis,Caucasian,Red Light Violation,No
N/A,2019-09-29T17:50:00Z,Warning,Female,Lane Violation,6300 S. Drexel,African American,Wrong way on one way street,No
N/A,2019-09-29T19:33:00Z,Warning,Male,Equipment,5600 S. Lake Park,African American,No headlights when required,No
N/A,2019-09-29T20:55:00Z,Warning,Male,Equipment,5500 S. Drexel,African American,No headlights when required,No
N/A,2019-09-30T07:35:00Z,Warning,Female,Traffic Sign/Signal,800 E. Midway Plaisance,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
N/A,2019-09-30T14:56:00Z,Warning,Male,Traffic Sign/Signal,1200 E. Midway Plaisance,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
N/A,2019-09-30T16:36:00Z,Warning,Female,Equipment,5467 S. University,African American,"Failure to Properly Secure Child in
Approved Child Restraint System
or Seat Belts",No
N/A,2019-09-30T20:37:00Z,Warning,Female,Lane Violation,5800 S. Stony Island,African American,No Turn Signal,No
N/A,2019-09-30T22:25:00Z,Warning,Female,moving violation,5300 S. Hyde Park,African American,Utilizing cell phone while driving,No
N/A,2019-10-01T00:08:00Z,Warning,Male,Lane Violation,5900 S. Stony Island,Caucasian,Improper Turn,No
N/A,2019-10-01T08:06:00Z,Warning,Female,Lane Violation,4600 S. Greenwood,African American,Improper lane usage,No
N/A,2019-10-01T15:26:00Z,Warning,Female,moving violation,1233 E. 56th Street,African American,Failure to Stop from an alley,No
One Citation Issued,2019-10-01T15:52:00Z,Citation,Male,moving violation,1229 E. 56th Street,African American,Failure to Stop from an alley,No
N/A,2019-10-01T21:42:00Z,Warning,Male,Traffic Sign/Signal,5500 S. Kenwood,African American,Red Light Violation,No
N/A,2019-10-01T21:52:00Z,Warning,Male,Lane Violation,5200 S. Kenwood,Caucasian,Wrong way on one way street,No
N/A,2019-10-01T22:16:00Z,Warning,Male,Traffic Sign/Signal,5500 S. University,Asian,Disobeyed Stop Sign,No
N/A,2019-10-01T22:27:00Z,Warning,Male,Lane Violation,5700 S. Blackstone,Hispanic,Wrong way on one way street,No
N/A,2019-10-02T00:48:00Z,Warning,Female,Traffic Sign/Signal,5700 S. Cornell,African American,Red Light Violation,No
N/A,2019-10-02T19:16:00Z,Warning,Male,Lane Violation,5800 S. Kimbark,Caucasian,Wrong way on one way street,No
N/A,2019-10-03T07:24:00Z,Warning,Male,Traffic Sign/Signal,1522 E. 53rd Street,Caucasian,Disobeyed Stop Sign,No
N/A,2019-10-03T13:16:00Z,Warning,Male,Lane Violation,939 E. 57th Street,African American,Improper Turn,No
One Citation Issued,2019-10-03T21:04:00Z,Citation,Male,Traffic Sign/Signal,5100 S. University,Hispanic,"Failure to Yield to Pedestrian in
Crosswalk",No
N/A,2019-10-03T21:05:00Z,Warning,Female,Traffic Sign/Signal,5138 S. Cornell,African American,Disobeyed Stop Sign,No
N/A,2019-10-03T22:45:00Z,Warning,Female,Traffic Sign/Signal,5000 S. Lake Park,African American,Disobeyed Stop Sign,No
One Citation Issued,2019-10-03T22:59:00Z,Citation,Female,Traffic Sign/Signal,5500 S. Ellis,African American,Disobeyed Stop Sign,No
N/A,2019-10-03T23:18:00Z,Warning,Female,Traffic Sign/Signal,5000 S. Blackstone,Caucasian,Disobeyed Stop Sign,No
N/A,2019-10-04T11:14:00Z,Warning,Male,Traffic Sign/Signal,800 E. Midway Plaisance,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
N/A,2019-10-04T11:49:00Z,Warning,Male,Traffic Sign/Signal,5200 S. Lake Park,Caucasian,"Failure to Yield to Pedestrian in
Crosswalk",No
N/A,2019-10-04T12:39:00Z,Warning,Male,Traffic Sign/Signal,5400 S. Woodlawn,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
