Date,Disposition,Gender,Initiated By,Location,Race,Reason for Stop,Search
9/20/2015 9:26 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,55th and Hyde Park Blvd,African American,Reported as suspicious person with gun,Yes
9/21/2015 9:41 AM,Name checked; released; no further action,Female,Citizen request for UCPD Response,1225 E 60th,African American,Subject was observed pulling on vehicle door handles,No
9/22/2015 11:18 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6100 S Ingleside,African American,Suspicious person,No
9/27/2015 9:40 AM,Name checked; released; no further action,Male,UCPD,5100 S Dorchester,African American,Domestic dispute,No
9/27/2015 11:26 AM,Name checked; taken to ER,Male,Citizen request for UCPD Response,5723 S Dorchester,Caucasian,Suspicious person,No
9/28/2015 9:29 PM,Name checked; released; no further action,Male,UCPD,5700 Cottage Grove,African American,Officer observed subjects in a verbal altercation,No
9/28/2015 9:29 PM,Name checked; released; no further action,Female,UCPD,5700 Cottage Grove,African American,Officer observed subjects in a verbal altercation,No
9/30/2015 2:15 PM,Name checked; released; no further action,Male,UCPD,212 E 56th,African American,Subject was observed riding a bike and pulling another bike,No
10/7/2015 7:26 PM,Name checked; banned by store; escorted off the pr,Male,Citizen request for UCPD Response,1526 E 55th,African American,Disturbance in store,No
10/7/2015 11:23 PM,Warning issued; released,Male,Citizen request for UCPD Response,1414 E 59th,African American,Suspicious person,No
10/8/2015 9:11 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,969 E 60th St,Caucasian,Suspicious person,No
10/14/2015 1:06 AM,Name checked; referred to CPD (curfew),Male,UCPD,4816 S Kenwood,African American,Officer observed subject pulling on car door handles,No
10/19/2015 8:58 PM,"Name checked; show-up conducted, released; no furt",Male,UCPD,6100 Cottage Grove,African American,Subject matched the description of a robbery offender,No
10/21/2015 7:08 PM,Name checked; released; no further action,Female,UCPD,5800 S Maryland,African American,Officer observed subjects in a verbal altercation,No
10/21/2015 7:08 PM,Name checked; released; no further action,Male,UCPD,5800 S Maryland,African American,Officer observed subjects in a verbal altercation,No
10/24/2015 9:00 AM,Name checked; released; transported home by CPD,Male,Citizen request for UCPD Response,5400 S Ellis,African American,Suspicious Person/Well Being Check,No
10/25/2015 1:42 AM,Name checked; referred to CPD,Male,Citizen request for UCPD Response,1210 E 59th,African American,Subject struck two vehicles and left the scene,No
10/25/2015 7:31 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1162 E 55th,African American,Suspicious Person,No
10/27/2015 10:57 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6250 S Harper,African American,Suspicious Person,No
10/27/2015 10:58 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6250 S Harper,African American,Suspicious Person,No
10/27/2015 10:58 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6250 S Harper,African American,Suspicious Person,No
10/27/2015 11:01 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6250 S Harper,African American,Suspicious Person,No
10/27/2015 11:02 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6250 S Harper,African American,Suspicious Person,No
10/27/2015 8:58 PM,Name checked; released; no further action,Male,UCPD,5400 S Kenwood,Caucasian,Suspicious Vehicle,No
10/28/15 11:27 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5740 Kimbark,African American,Suspicious Vehicle,No
11/1/2015 8:00 PM,Name checked; released; no further action,Male,UCPD,1300 E Park Place,African American,Suspicious Activity,No
11/1/2015 8:00 PM,Name checked; released; no further action,Male,UCPD,1300 E Park Place,African American,Suspicious Activity,No
11/1/2015 8:00 PM,Name checked; released; no further action,Male,UCPD,1300 E Park Place,African American,Suspicious Activity,No
11/1/2015 8:18 PM,Name checked; released; escorted to CTA bus stop,Female,Citizen request for UCPD Response,5530 S Ellis,African American,Non-affiliated individual escorted off the UC shuttle bus,No
11/3/2015 11:04 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5600 Ellis,African American,Suspicious Person,No
11/8/2015 10:21 PM,Name checked; traffic citations issued; released,Male,UCPD,6300 Eberhart,African American,Domestic Disturbance,No
11/8/2015 10:21 PM,Name checked; released; no further action,Female,UCPD,6100 Cottage Grove,African American,Domestic Disturbance,No
11/14/2015 5:30 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5200 S Harper,Hispanic,Officers responded to a call regarding a disturbance,No
11/14/2015 5:30 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5200 S Harper,Hispanic,Officers responded to a call regarding a disturbance,No
11/14/2015 6:38 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,53rd & Maryland,African American,Subject in proximity to robbery that just occurred with similarities to description of offenders,No
11/14/2015 6:38 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,53rd & Maryland,African American,Subject in proximity to robbery that just occurred with similarities to description of offenders,No
11/18/2015 5:25 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5200 S Harper,African American,Suspicious person,No
11/21/2015 12:40 AM,Name checked; released to mother; no further actio,Male,Citizen request for UCPD Response,1300 E 60th,African American,Suspicious Activity,No
11/21/2015 12:40 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1300 E 60th,African American,Suspicious Activity,No
11/24/2015 4:31 PM,Name checked; released; no further action,Male,UCPD,4845 S Kenwood,African American,Suspicious Person 0bserved via description Zone 5,No
11/28/2015 10:15 AM,Name checked; released; no further action,Female,Citizen request for UCPD Response,969 E 60th St,African American,Suspicious person,No
11/29/2015 1:02 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6000 S Cottage Grove,African American,Suspicious vehicle,Yes
11/29/2015 9:15 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5707 S KIMBARK,African American,Suspicious person,No
11/29/2015 10:10 PM,Name checked; released; no further action,Female,UCPD,6100 S UNIVERSITY,African American,Suspicious person,No
11/30/2015 7:38 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5600 Woodlawn,African American,Suspicious Person,No
11/30/2015 7:38 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5600 Woodlawn,African American,Suspicious Person,No
11/30/2015 7:38 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5600 Woodlawn,African American,Suspicious Person,No
12/5/2015 1:41 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5460 S Woodlawn,African American,Disorderly Conduct,No
12/5/2015 1:41 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5460 S Woodlawn,African American,Disorderly Conduct,No
12/5/2015 1:41 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5460 S Woodlawn,African American,Disorderly Conduct,No
12/5/2015 1:41 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5460 S Woodlawn,African American,Disorderly Conduct,No
12/17/2015 9:11 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5240 S Drexel,African American,Suspicious person,No
12/22/2015 10:17 PM,Name checked; bike checked; released; no further a,Male,UCPD,50th and Blackstone,African American,Officer observed bicyclist almost striking vehicle and committing multiple violations,No
12/23/2015 6:36 AM,Name checked; released; no further action,Female,Citizen request for UCPD Response,5700 S MARYLAND,African American,Deceptive Practice,No
12/23/2015 3:42 PM,Name checked; released; no further action,Male,UCPD,5400 S MARYLAND,African American,Suspicious person,No
1/2/2016 10:35 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5300 S Woodlawn,Caucasian,Suspicious Person,No
1/13/2016 6:15 PM,Name checked; released; no further action,Male,UCPD,5500 S. Ellis,African American,Suspicious Person,Yes
2/5/2016 12:36 PM,Name checked; dean on call notified,Male,Citizen request for UCPD Response,970 E 58th,Caucasian,Suspicious Person,Yes
2/5/2016 4:01 PM,Name checked; referred to CPD,Female,Citizen request for UCPD Response,6400 S Greenwood,African American,Disturbance,Yes
2/16/2016 12:31 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5200 S Woodlawn,African American,Suspicious Person,No
2/21/2016 5:57 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5700 S. Harper,African American,Suspicious Person,No
3/30/2016 8:48 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6223 S University,African American,Suspicious Person,No
4/2/2016 3:04 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5424 S Kimbark,Caucasian,Suspicious Person,No
4/5/2016 4:37 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5480 S Kenwood,African American,Suspicious person,No
4/13/2016 7:20 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1459 E 53rd,African American,Suspicious Person/Possible Theft,No
4/13/2016 7:20 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5309 Blackstone,African American,Suspicious Person/Possible Theft,Yes
4/14/2016 4:52 PM,Name checked; released; no further action,Female,UCPD,4907 S Kimbark,African American,Subject was observed exiting a parked vehicle without owner's consent. Complaint refused.,No
5/5/2016 2:27 PM,Name checked; released; no further action,Male,UCPD,6900 S Stony Island,African American,Subject was in possession of lost property,No
5/8/2016 6:38 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,4921 S Dorchester,African American,Disturbance call,No
5/8/2016 6:38 PM,Name checked; released; no further action,Female,Citizen request for UCPD Response,4921 S Dorchester,African American,Disturbance call,No
5/8/2016 6:38 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,4921 S Dorchester,Hispanic,Disturbance call,No
5/14/2016 1:01 AM,Name checked; released; no further action,Male,UCPD,6300 S Dorchester,African American,Suspicious Person,Yes
5/14/2016 1:01 AM,Name checked; released; no further action,Male,UCPD,6300 S Dorchester,African American,Suspicious Person,Yes
5/14/2016 1:01 AM,Name checked; released; no further action,Female,UCPD,6300 S Dorchester,African American,Suspicious Person,Yes
6/1/2016 3:27 PM,Name checked; released; no further action,Male,UCPD,5300 S Dorchester,African American,Disturbance on public way,No
6/9/2016 12:30 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5440 S Ellis,African American,Suspicious person,No
6/9/2016 2:18 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5700 S Blackstone,African American,Disturbance,No
6/9/2016 2:18 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5700 S Blackstone,African American,Disturbance,No
6/9/2016 6:40 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,53-54 Hyde Park Blvd,African American,Suspicious person,No
6/9/2016 6:40 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,53-54 Hyde Park Blvd,African American,Suspicious person,No
6/17/2016 7:25 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5400 Lake Park,Caucasian,Officers responded to call regarding indecent exposure,No
6/24/2016 3:07 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5505 S ELLIS,African American,Suspicious Person,No
6/24/2016 3:07 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5505 S ELLIS,African American,Suspicious Person,No
6/30/2016 5:04 PM,Name checked; released; no further action,Male,UCPD,5700 S MARYLAND,African American,Panhandling,No
7/1/2016 9:24 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5700 S Greenwood,African American,Disturbance - AB officer advised that individual was harassing passersby,No
7/2/2016 3:11 AM,Name checked; released; no further action,Male,UCPD,901 E 58th,African American,Resembled physical description of robbery offender,No
7/6/2016 8:13 PM,Name checked; show up conducted; released,Male,UCPD,5900 S Stony Island,African American,Resembled description of offender,No
7/14/2016 2:16 PM,Name checked; referred to CPD; released by CPD,Female,Citizen request for UCPD Response,4900 S Cornell,African American,Suspicious Person,No
7/14/2016 2:16 PM,Name checked; referred to CPD; released by CPD,Female,Citizen request for UCPD Response,4900 S Cornell,African American,Suspicious Person,No
7/14/2016 2:16 PM,Name checked; referred to CPD; released by CPD,Female,Citizen request for UCPD Response,4900 S Cornell,African American,Suspicious Person,No
7/14/2016 2:16 PM,Name checked; referred to CPD; released by CPD,Female,Citizen request for UCPD Response,4900 S Cornell,African American,Suspicious Person,No
7/22/2016 5:14 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5005 Ellis,African American,Suspicious person,Yes
7/23/2016 2:05 PM,Name checked; complaint refused; released,Male,Citizen request for UCPD Response,6000 S Cottage Grove,African American,Possible domestic battery,Yes
8/7/2016 7:27 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5730 S Ellis,African American,Suspicious Person,No
8/12/2016 6:45 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5600 S Stony,African American,Suspicious Person,Yes
8/12/2016 3:56 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5640 S University,Caucasian,Suspicious Person,No
8/16/2016 12:12 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,900  E 55th,African American,Suspicious Subject,No
8/18/2016 7:55 PM,Name checked; released; no further action,Male,UCPD,6054 S DREXEL,African American,Suspicious Person,No
8/24/2016 9:09 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5300 S Drexel,African American,Suspicious person,No
8/24/2016 9:09 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5300 S Drexel,African American,Suspicious person,No
9/2/2016 2:28 AM,Name checked; released; no further action,Male,UCPD,6010 Ingleside,African American,Suspicious person,No
9/6/2016 2:14 AM,Name checked; released; no further action,Male,UCPD,5900 Kenwood,Caucasian,Suspicious vehicle,No
9/7/2016 11:37 PM,Name checked; released; no further action,Female,Citizen request for UCPD Response,5476 S Ellis,African American,Suspicious person,No
9/10/2016 9:35 AM,Name checked; released; no further action,Male,UCPD,5400 S Kenwood,Hispanic,Individual observed pulling on car door handles,No
9/17/2016 10:02 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,54th and Harper,African American,Suspicious person,No
9/17/2016 10:24 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5300 S Berkeley,Hispanic,Suspicious person,No
9/27/2016 8:22 AM,Name checked; trespass warning issued; released,Male,UCPD,6016 S Ingleside,African American,Suspicious person,No
10/4/2016 10:55 AM,Name checked; released; management issued trespass,Male,Citizen request for UCPD Response,1449 E 57th,African American,Disturbance,No
10/8/2016 11:35 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5720 S Ellis,African American,Suspicious person,No
10/9/2016 4:41 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,4900 S Kenwood,African American,Suspicious person,No
10/13/2016 2:42 AM,Name checked; released; no further action,Male,UCPD,1010 E 54th,African American,Suspicious person,Yes
10/13/2016 10:20 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5540 S Ellis,African American,Suspicious person,No
10/17/2016 2:21 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5436 S Ingleside,African American,Suspicious person,No
10/17/2016 2:21 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5436 S Ingleside,African American,Suspicious person,No
10/17/2016 5:22 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,800 E Midway,African American,Pandhandling,No
10/18/2016 11:07 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5400 S Cottage Grove,African American,Suspicious person,No
10/18/2016 11:09 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,824 E 53rd St,African American,Suspicious person,No
10/31/2016 1:02 AM,Name checked; released; no further action,Male,UCPD,5600 S Ellis,African American,Suspicious person,No
11/2/2016 11:28 PM,Name checked; released; no further action,Male,UCPD,1607 E 53rd,African American,Suspicious person,Yes
11/9/2016 5:25 PM,Name checked; referred to/arrested by CPD,Male,Citizen request for UCPD Response,1554 E 55th,African American,Reported theft,Yes
11/17/2016 10:25 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6000 S Ellis,African American,Suspicious person,No
11/17/2016 10:25 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6000 S Ellis,African American,Suspicious person,No
11/19/2016 12:28 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5900 S Cottage,African American,Suspicious person,Yes
11/20/2016 7:00 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6300 S Cottage,African American,Suspicious person,Yes
11/30/2016 11:32 AM,Name checked; released; no further action,Male,UCPD,6600 S Cottage,African American,Suspicious person,No
12/1/2016 11:34 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5531 S Cottage,African American,Suspicious person,No
12/1/2016 11:34 AM,Released; no further action,Male,Citizen request for UCPD Response,5531 S Cottage,African American,Suspicious person,No
12/6/2016 4:35 PM,Released to parents,Male,UCPD,1427 E 60th,African American,Property damage,No
12/6/2016 4:35 PM,Released to parents,Female,UCPD,1427 E 60th,African American,Property damage,No
12/9/2016 4:57 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5531 S Harper,African American,Citizen witnessed physical altercation between two individuals,No
12/9/2016 4:57 PM,Name checked; released; no further action,Female,Citizen request for UCPD Response,5531 S Harper,African American,Citizen witnessed physical altercation between two individuals,No
12/17/2016 11:48 AM,Name checked; released; no further action,Male,UCPD,5700 S Lake Park,African American,Individual peddling and obstructing traffic,No
1/18/2017 9:25 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,901 E MIDWAY PLAISANCE,African American,Domestic Disturbance,No
1/18/2017 9:25 AM,Name checked; released; no further action,Female,Citizen request for UCPD Response,901 E MIDWAY PLAISANCE,African American,Domestic Disturbance,No
1/22/2017 12:36 AM,Name checked; released to parent; no further actio,Male,Citizen request for UCPD Response,5300 S Ingleside,African American,Suspicious person,No
2/7/2017 10:34 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5739 S WOODLAWN,African American,Suspicious Person,No
2/11/2017 12:30 PM,Name checked; package returned to owner; released,Male,UCPD,4800 S KIMBARK,African American,Officer observed subject take package from a residence,No
2/12/2017 9:19 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1420 E 49th,African American,Suspicious person,Yes
2/12/2017 9:19 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1420 E 49th,African American,Suspicious person,Yes
2/12/2017 9:19 PM,Name checked; released; no further action,Female,Citizen request for UCPD Response,1420 E 49th,African American,Suspicious person,No
2/12/2017 9:19 PM,Name checked; released; no further action,Female,Citizen request for UCPD Response,1420 E 49th,African American,Suspicious person,No
2/14/2017 8:53 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6100 S University,African American,Suspicious person,No
2/22/2017 5:12 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,4938 S Drexel,African American,Suspicious person,No
2/22/2017 7:56 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5500 S Drexel,African American,Suspicious person,No
3/5/2017 11:07 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6100 S Evans,African American,Suspicious person,No
3/10/2017 3:29 PM,Name checked; complaint refused; subject banned fr,Female,Citizen request for UCPD Response,1333 E 57th,Caucasian,Suspicious person,Yes
3/10/2017 9:51 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5700 Maryland,African American,Suspicious person,Yes
3/22/2017 4:59 PM,Name checked; warning issued; released,Male,Citizen request for UCPD Response,5800 S Maryland,African American,Suspicious person,No
3/25/2017 1:13 PM,Name checked; released; no further action,Male,UCPD,6300 S Woodlawn,African American,Suspicious person,No
3/27/2017 1:49 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5640 S Ellis,African American,Suspicious person,No
3/29/2017 4:37 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,4500 S Drexel,African American,Suspicious person,Yes
3/29/2017 11:12 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5900 Maryland,African American,Suspicious person,Yes
4/26/2017 10:57 PM,Name checked; released; no further action,Male,UCPD,5700 University,African American,Suspicious person,No
4/28/2017 11:16 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5234 Blackstone,African American,Suspicious person,Yes
4/28/2017 11:16 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5234 Blackstone,African American,Suspicious person,Yes
4/28/2017 11:16 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5234 Blackstone,African American,Suspicious person,Yes
5/2/2017 1:36 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5336 S Drexel,African American,Domestic disturbance,Yes
5/21/2017 8:27 AM,Name checked; released; no further action,Male,UCPD,5700 S Lake Shore,African American,Peddling on roadway,No
5/27/2017 11:44 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,700 E Russell Dr.,African American,Subject matched description of suspicious person reported by UCMC staff,No
6/8/2017 3:05 PM,Name checked; released; no further action,Male,UCPD,4700 S Lake Park,African American,Subject obstructing traffic on a roadway,No
6/13/2017 2:11 AM,Name checked; released; no further action,Male,UCPD,5100 S Harper,Caucasian,Well being check,Yes
6/29/2017 5:44 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1154 E 54th,African American,Suspicious person,No
6/29/2017 6:26 PM,Name checked; released to parents; no further acti,Male,Citizen request for UCPD Response,1226 E 53rd,African American,Witness observed juveniles throwing objects at a car,No
6/29/2017 6:26 PM,Name checked; released to parents; no further acti,Male,Citizen request for UCPD Response,1226 E 53rd,African American,Witness observed juveniles throwing objects at a car,No
6/29/2017 6:26 PM,Name checked; released to parents; no further acti,Male,Citizen request for UCPD Response,1226 E 53rd,African American,Witness observed juveniles throwing objects at a car,No
6/29/2017 6:26 PM,Name checked; released to parents; no further acti,Male,Citizen request for UCPD Response,1226 E 53rd,African American,Witness observed juveniles throwing objects at a car,No
7/1/2017 11:02 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5721 S Maryland,African American,Domestic disturbance,No
7/2/2017 3:14 AM,Name checked; released; no further action,Male,UCPD,5300 S Kimbark,African American,Suspicious person,No
7/2/2017 3:14 AM,Name checked; released; no further action,Male,UCPD,5300 S Kimbark,African American,Suspicious person,No
7/4/2017 7:03 PM,Name checked; released to parent; no further actio,Male,Citizen request for UCPD Response,5200 S Harper,African American,Subject in possession of fireworks in high pedestrian area,No
7/4/2017 7:03 PM,Name checked; released to parent; no further actio,Male,Citizen request for UCPD Response,5200 S Harper,African American,Subject in possession of fireworks in high pedestrian area,No
7/4/2017 7:03 PM,Name checked; released to parent; no further actio,Male,Citizen request for UCPD Response,5200 S Harper,African American,Subject in possession of fireworks in high pedestrian area,No
7/4/2017 7:21 PM,Name checked; released to parent; no further actio,Male,UCPD,5310 S Harper,African American,Subject in possession of fireworks in high pedestrian area,Yes
7/4/2017 9:15 PM,Name checked; released to grandparent; no further,Male,UCPD,5300 S Harper,African American,Subject in possession of fireworks in high pedestrian area,No
7/21/2017 1:41 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5730 S Drexel,African American,Disorderly conduct,No
7/25/2017 10:37 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1320 E 58th,African American,Suspicious person,No
7/31/2017 12:55 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,970 E 58th,African American,Suspicious person,No
8/4/2017 9:30 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5444 S Woodlawn,African American,Suspicious person,No
8/14/2017 8:13 AM,Name checked; released; no further action,Male,UCPD,5338 Drexel,African American,Suspicious person in alley,No
8/18/2017 3:54 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6100 Kenwood,African American,Suspicious person,No
8/28/2017 12:41 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5900 S. UNIVERSITY,African American,Subject was observed pulling on vehicle door handles,No
9/3/2017 3:00 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5445 S. Ingleside,African American,Subject was observed pulling on vehicle door handles,No
9/15/2017 1:37 PM,Name checked; referred to CPD,Male,Citizen request for UCPD Response,6000 Cottage Grove,African American,Suspicious person,Yes
9/15/2017 1:37 PM,Name checked; referred to CPD,Male,Citizen request for UCPD Response,6000 Cottage Grove,African American,Suspicious person,No
9/30/2017 6:38 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1400 E 53rd,African American,Suspicious person,No
9/30/2017 6:38 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1400 E 53rd,African American,Suspicious person,No
10/1/2017 6:18 PM,Name checked; released; no further action,Male,UCPD,1203 E 50th,African American,"Subject going door to door, trespassing on private property",No
10/5/2017 9:28 AM,Name checked; released; no further action,Male,UCPD,5478 Greenwood,African American,Suspicious person,No
10/7/2017 7:28 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1346 E. 53rd,African American,Suspicious Person,No
10/5/2017 9:28 AM,Name checked; released; no further action,Male,UCPD,5478 Greenwood,African American,Suspicious person,No
10/12/2017 9:26 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1554 E 55th,African American,Suspicious person,Yes
10/12/2017 9:44 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1101 E 58th,African American,Suspicious person,No
10/17/2017 12:59 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5811 S Ellis,African American,Suspicious person,No
10/27/2017 10:23 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6100 S Cottage Grove,African American,Suspicious person,No
10/27/2017 10:23 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,6100 S Cottage Grove,African American,Suspicious person,No
10/27/2017 10:23 PM,Name checked; released to parent; no further actio,Male,Citizen request for UCPD Response,6100 S Cottage Grove,African American,Suspicious person,No
10/28/2017 10:57 AM,Name checked; released; no further action,Male,UCPD,5800 Ellis,African American,Suspicious person,No
10/31/2017 11:00 AM,Name checked; released to high school; no further,Male,Citizen request for UCPD Response,6300 S Blackstone,African American,Fit description of offender,No
10/31/2017 11:00 AM,Name checked; released to high school; no further,Male,Citizen request for UCPD Response,6300 S Blackstone,African American,Fit description of offender,No
11/1/2017 9:03 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,1330 E 53rd,African American,Suspicious person,No
11/2/2017 2:18 AM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5335 S Lake Park,African American,Suspicious person,No
11/4/2017 8:02 AM,Name checked; released; no further action,Male,UCPD,1050 E 59th Street,Caucasian,Suspicious person claiming to be student,No
11/6/2017 5:00 PM,Name checked; released; no further action,Male,UCPD,5900 S Ellis,African American,Suspicious person,No
11/6/2017 5:00 PM,Name checked; released; no further action,Male,UCPD,5900 S Ellis,African American,Suspicious person,No
11/6/2017 5:00 PM,Name checked; released; no further action,Male,UCPD,5900 S Ellis,African American,Suspicious person,No
11/6/2017 5:00 PM,Name checked; released; no further action,Male,UCPD,5900 S Ellis,African American,Suspicious person,No
11/11/2017 6:32 PM,Name checked; show up conducted; released,Male,Citizen request for UCPD Response,5712 S Kenwood,African American,Suspicious person,Yes
11/15/2017 5:23 PM,Name checked; released; no further action,Male,UCPD,5431 S Blackstone,African American,Subject going up to numerous doors in area of recent package thefts,No
11/15/2017 11:26 PM,Name checked; released; no further action,Male,UCPD,5400 S Ellis,African American,Engaged in verbal argument with friend,No
11/15/2017 11:26 PM,Name checked; released; no further action,Female,UCPD,5400 S Ellis,African American,Engaged in verbal argument with friend,No
11/20/2017 11:45 AM,Name checked; released; no further action,Female,Citizen request for UCPD Response,1318 E 63rd,African American,Suspiciousp erson,No
11/20/2017 1:10 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5206 S Harper,African American,Domestic disturbance,No
11/20/2017 1:10 PM,Name checked; released; no further action,Male,Citizen request for UCPD Response,5206 S Harper,African American,Domestic disturbance,No
11/29/2017 12:48 PM,Name checked; released; no further action,Male,UCPD,5500 S Ellis,African American,Suspicious person,No
11/29/2017 5:46 PM,Name checked; released; no further action,Male,UCPD,1226 E 53rd,African American,Suspicious person,Yes
12/1/2017 1:21 AM,Name checked; released; no further action,Male,UCPD,5700 S Dorchester,African American,Suspicious person,No
12/1/2017 9:20 AM,Name checked; released; no further action,Male,UCPD,5900 S Harper,African American,Minor observed walking in the area during school hours,No
12/1/2017 9:20 AM,Name checked; released; no further action,Male,UCPD,5900 S Harper,African American,Minor observed walking in the area during school hours,No
