Date,Disposition,Gender,Initiated By,Location,Race,Reason for Stop,Search
2019-04-29T15:00:00Z,released,Male,UCPD,1307 E 60th Street,African American,"Juv subject identified by witness who he observed inside of a vehicle, which was found later to be ransack. Property found on subject identified by vehicle owner, who signed refusal",Yes
2019-04-29T15:00:00Z,released,Male,UCPD,1307 E 60th Street,African American,"Juv subject identified by witness who he observed inside of a vehicle, which was found later to be ransack. Property found on subject identified by vehicle owner, who signed refusal",Yes
2019-05-01T18:15:00Z,released,Male,citizen,5400 Woodlawn,African American,Citizen complained that a subject was asking for money,No
2019-05-07T16:21:00Z,released,Male,UCPD,1100 E 57th Street,African American,Subject observed checking the area of the Bike Racks (3-4 times) in bicycle theft hot spot area,No
NA,Name Checked/Other,Male,UCPD,5300 S Harper,African American,"While on robbery mission, unit observed suspicious auto with TX dealer plate, parked on corner",No
2019-05-13T23:19:00Z,released,Male,citizen,6031 S. Ellis,African American,Unaffiliated juvenile was observed suspiciously loitering near bike rack.,No
2019-05-13T23:19:00Z,released,Male,citizen,6031 S. Ellis,African American,Unaffiliated juvenile was observed suspiciously loitering near bike rack.,No
2019-05-21T15:33:00Z,released,Male,UCPD,4900 S. Greenwood,African American,Subject was canvassing the area near a motorcycle (mc) and removed the mc cover from the parked vehicle,No
2019-05-21T15:33:00Z,released,Male,UCPD,4900 S. Greenwood,African American,Subject was canvassing the area near a motorcycle (mc) and removed the mc cover from the parked vehicle,No
2019-05-21T21:35:00Z,released,Male,UCPD,5100 S. Ingleside,African American,Unit detained subject that matched a description wanted by CPD. Investigation revealed negative results.,No
2019-05-21T23:20:00Z,released,Male,UCPD,5505 S. Ellis,African American,Observed inside the Ellis Garage w/out cause & smoking marijuana,Yes
2019-05-21T23:20:00Z,released,Male,UCPD,5505 S. Ellis,African American,Observed inside the Ellis Garage w/out cause & smoking marijuana,Yes
2019-05-21T23:20:00Z,released,Male,UCPD,5505 S. Ellis,African American,Observed inside the Ellis Garage w/out cause & smoking marijuana,Yes
2019-05-31T00:05:00Z,released,Male,UCPD,1525 E 60th,African American,Subject was in the immediate area of where a robbery had just occurred,Yes
2019-05-31T03:20:00Z,released,Male,UCPD,1500 E Midway Plaisance,African American,Subject was in the immediate area of where a robbery had previously occurred,No
2019-05-31T03:20:00Z,released,Male,UCPD,1500 E Midway Plaisance,African American,Subject was in the immediate area of where a robbery had previously occurred,No
2019-05-31T03:20:00Z,released,Male,UCPD,1500 E Midway Plaisance,African American,Subject was in the immediate area of where a robbery had previously occurred,No
2019-05-31T03:20:00Z,released,Male,UCPD,1500 E Midway Plaisance,African American,Subject was in the immediate area of where a robbery had previously occurred,No
2019-06-04T21:13:00Z,released,Male,citizen,5700 Kimbark,African American,Citizen called and stated an unknown male black was walking back and forth in the alley.,No
NA,Name Checked/Other,NA,citizen,Location,other,Reason for Stop,NA
2019-06-15T16:20:00Z,released,Male,UCPD,5500 S. University,African American,"Subject stopped in front of squad car and
attempted to open door. Subject suffers
from mental illness (hospitalization not
required at this time).",No
NA,Name Checked/Other,NA,citizen,Location,other,Reason for Stop,NA
2019-06-18T17:05:00Z,Name Checked/Other,Male,citizen,929 E 57th St,African American,"Subject observed inside keycard access building, taking food items, no victims located at this time.",Yes
2019-06-21T13:16:00Z,arrested,Male,citizen,1101 E 56th St,African American,Matched description of theft offender,Yes
2019-06-21T13:24:00Z,arrested,Male,citizen,5740 E 57th St,African American,Matched description of theft offender,Yes
2019-06-21T13:25:00Z,released,Male,citizen,5700 Drexel,African American,Matched description of theft offender,Yes
2019-06-26T21:09:00Z,released,Male,UCPD,5530 S. Ellis,African American,Officer observed vehicle parked in a tow zone without lights on vehicle in an area where two robberies have occurred.,No
2019-06-30T14:03:00Z,released,Male,citizen,5721 S Maryland Ave.,African American,"During a Domestic Disturbance call, female caller advised that the subject took her cellular phone. Subject consented to a search for the phone, with negative results",Yes
2019-07-06T03:48:00Z,released,Male,UCPD,1700 E 55th,Caucasian,Driver traveling at slow rate of speed attempting to evade officer. Stop conducted and driver found to not have a valid license.,No
2019-07-10T04:09:00Z,released,Male,citizen,1120 E. 58th Street,African American,AU reported group of teen subjects were walking in the campus area & asking questions regarding their on/off duty times.,No
2019-07-10T04:09:00Z,released,Male,citizen,1120 E. 58th Street,African American,AU reported group of teen subjects were walking in the campus area & asking questions regarding their on/off duty times.,No
2019-07-10T04:09:00Z,released,Male,citizen,1120 E. 58th Street,African American,AU reported group of teen subjects were walking in the campus area & asking questions regarding their on/off duty times.,No
2019-07-10T04:09:00Z,released,Male,citizen,1120 E. 58th Street,African American,AU reported group of teen subjects were walking in the campus area & asking questions regarding their on/off duty times.,No
2019-07-18T13:05:00Z,arrested,Male,UCPD,5130 S Lake Park Ave,African American,Known bike theft offender observed riding one bike and carrying another. Subject admitted bike did not belong to him.,Yes
2019-07-31T12:03:00Z,arrested,Male,UCPD,5812 S Ellis,African American,Subject was stopped after attempting to steal a bike and was identified as an offender wanted on signed complaints for a bike theft that occurred on 11 July 2019,Yes
2019-08-04T02:28:00Z,released,Male,UCPD,5525 ELLIS,African American,Subject match description of battery offender,No
2019-08-04T20:34:00Z,released,Male,citizen,1220 E 57th,African American,Causing disturbance/possession of possible stolen bike parts.,No
2019-08-05T16:43:00Z,released,Male,citizen,5751 S Woodlawn,African American,Subject was reportedly panhandling and disrupting customers at said location,No
2019-08-07T10:26:00Z,released,Male,UCPD,6200 S Drexel Ave,African American,"Observed subject carrying item in alley-way looking around, checking the area on two separate occasions",No
2019-08-11T21:48:00Z,released,Male,UCPD,5300 S. Kimbark,African American,"On-viewed suspicious subjects riding one bike while holding a second bike, activity known to be associated with bike thefts.",No
2019-08-18T20:04:00Z,released,Male,UCPD,5000 Greenwood,African American,"Occupied suspicious vehicle, when license plate ran thru LEADS came back with a hit for wanted. Further investigation showed the wanted to be a different person.",No
2019-08-19T13:53:00Z,released,Male,UCPD,5700 S. Dorchester,African American,Officer observed the subject briefly approaching people and when he saw the officer quickly he crossed the street to walk away. Subject was wearing a hooded sweatshirt in 80 degree temperature with the hood up and matched the general descriptiaon of recent robbery offender(s).,No
2019-08-19T17:14:00Z,released,Male,UCPD,5700 S. Ellis,African American,Subject matched the description of the subject approaching people from behind,No
2019-08-27T09:41:00Z,Name Checked/Other,Male,citizen,970 E. 58th Street,African American,observed attempting to conceal book inside store,No
2019-09-08T21:28:00Z,released,Male,citizen,1451 E. 55th Street,African American,Loitering,No
2019-09-08T21:28:00Z,released,Male,citizen,1554 E.55th Street,African American,Loitering,No
2019-09-08T21:28:00Z,released,Male,citizen,1554 E. 55th Street,African American,Loitering,No
2019-09-14T07:46:00Z,released,Male,UCPD,5500 S. Kenwood,African American,Observed subject loitering in hot spot area and attempted to conceal himself near a tree,No
2019-09-15T17:12:00Z,arrested,Male,citizen,5200 S. Cottage Grove,African American,Subject matched the description of a burglary offender,Yes
2019-09-15T17:12:00Z,arrested,Male,citizen,5200 S. Cottage Grove,African American,Subject matched the description of a burglary offender,Yes
2019-09-17T00:03:00Z,released,Male,UCPD,5500 S. Ellis,African American,On-view suspicious activity; subject observed dancing in front of a UC Shuttle Bus having right of way while in traffic.,No
2019-09-21T21:34:00Z,released,Male,UCPD,5900 S. Blaclstone,African American,"Male subject observed riding a bike &
wearing a black hoodie with the hood
covering his face and matching descriptions
provided of recent robbery offenders",No
2019-09-24T17:31:00Z,released,Male,citizen,1346 E. 53rd Street,African American,"Flagged down by a citizen who
related that someone had stolen a
phone. Unable to locate a victim",No
2019-09-25T13:59:00Z,released,Male,UCPD,5201 S. Harper,African American,"Subject observed in an attempt hand to
hand transaction in an area of continued
complaints of drug activity and loitering",No
2019-09-28T22:45:00Z,released,Male,UCPD,5700 S. Blackstone,African American,"Found lying in the grass, highly
intoxicated",No
2019-09-28T21:12:00Z,arrested,Male,UCPD,5000 S. Dorchester,African American,Subject matched robbery suspect description. Later identified by victim as offender.,Yes
2019-09-28T21:12:00Z,arrested,Male,UCPD,5000 S. Dorchester,African American,Subject matched robbery suspect description. Later identified by victim as offender.,Yes
2019-10-01T13:35:00Z,released,Male,citizen,6200 S. Greenwood,African American,Subject matched the description given by two (2) complainants of suspicious person pulling on car door handles and looking into vehicles,Yes
2019-10-14T21:04:00Z,released,Male,citizen,6100 S. Dorchester,African American,"Citizen reported (via E-Bell) observing
subjects attempting to damage the window of
a parked vehicle.",No
2019-10-14T21:04:00Z,released,Male,citizen,6100 S. Dorchester,African American,"Citizen reported (via E-Bell) observing
subjects attempting to damage the window of
a parked vehicle.",No
2019-10-14T21:12:00Z,released,Male,citizen,1400 E. 63rd Street,African American,"Citizen reported (via E-Bell) observing
subjects attempting to damage the window of
a parked vehicle.",No
2019-10-14T21:12:00Z,released,Male,citizen,1400 E. 63rd Street,African American,"Citizen reported (via E-Bell) observing
subjects attempting to damage the window of
a parked vehicle.",No
2019-10-18T20:04:00Z,released,Male,UCPD,5000 S. Blackstone,African American,"On-View suspicious activity; subject observed walking in the middle of the street, impeding vehicle traffic flow and appeared to be looking into the windows of parked vehicle",No
2019-10-25T13:34:00Z,arrested,Male,citizen,1425 E. 54th Place,African American,subject matched description of theft offender,Yes
2019-11-05T07:07:00Z,released,Male,citizen,1155 E. 57th Street,African American,"subject observed carrying TV in alleyway, possible stolen item",No
2019-11-10T12:11:00Z,released,Male,UCPD,5300 S. University,African American,Subject was observed looking into several apartment windows.,No
2019-11-25T11:35:00Z,arrested,Male,citizen,5510 S. Woodlawn,African American,"Officers responded to a suspicious subject at said location. During preliminary investigation, a name checked revealed the subject had an active warrant out of Lansing PD.",Yes
NA,Name Checked/Other,NA,citizen,Location,other,Reason for Stop,NA
2019-12-03T10:25:00Z,released,Female,UCPD,5807 S. Woodlawn,African American,Observed several times asking citizens for money throughout campus,No
NA,Name Checked/Other,NA,citizen,Location,other,Reason for Stop,NA
2019-12-04T15:51:00Z,released,Male,citizen,924 E. 57th Street,African American,"call of suspicious person inside of building, casing the area.",No
2019-12-05T19:25:00Z,released,Male,citizen,5700 S. Kimbark,African American,Subject was pulling on door handles,Yes
2019-12-07T21:39:00Z,released,Male,citizen,5100 S. Drexel,African American,Matched the physical and clothing description of criminal damage suspects,No
2019-12-07T21:39:00Z,released,Male,citizen,5100 S. Drexel,African American,Matched the physical and clothing description of criminal damage suspects,No
2019-12-07T21:39:00Z,released,Male,citizen,5100 S. Drexel,African American,Matched the physical and clothing description of criminal damage suspects,No
2019-12-14T01:24:00Z,released,Male,citizen,1228 E. 53rd Street,African American,Unit was flagged down by store manager regarding a retail theft.,No
2019-12-14T17:16:00Z,released,Male,citizen,5400 S. Greenwood,African American,Subject fit the physical and clothing description of a suspicious person possibly attempting to steal packages from outside the residence,No
2019-12-16T23:55:00Z,released,Male,citizen,1311 E. 57th Street,African American,Complaint by bank security in regards to subject refusing to leave.,No
2019-12-16T13:19:00Z,released,Male,UCPD,5100 S. Greenwood,African American,R/O observed subject pulling on car door handles. Subject attempted to flee upon approach,No
2019-12-18T15:27:00Z,released,Male,citizen,1311 E. 57th Street,Caucasian,Subject was reportedly causing a disturbance inside the bank and manager wanted officer to check on his well being,No
2019-12-25T07:53:00Z,released,Male,citizen,1159 E. 54th Street,African American,Call in by citizen who advised that subject was following him,No
2019-12-25T08:07:00Z,released,Male,citizen,5333 S. Greenwood,African American,Call in by citizen who advised that subject was following him,No
2019-12-27T15:26:00Z,released,Male,UCPD,6000 S. Woodlawn,African American,Subject fit the physical description of recent robbery offender and was in the area where recent robberies have occurred,No
2019-12-29T19:56:00Z,Name Checked/Other,Male,UCPD,6054 S. Drexel,African American,"ECC observed, (via surveillance camera), a group of male subjects entering the parking structure and suspected to be w/o authorization.",No
2019-12-29T19:56:00Z,Name Checked/Other,Male,UCPD,6054 S. Drexel,African American,"ECC observed, (via surveillance camera), a group of male subjects entering the parking structure and suspected to be w/o authorization.",No
2019-12-29T19:56:00Z,Name Checked/Other,Male,UCPD,6054 S. Drexel,African American,"ECC observed, (via surveillance camera), a group of male subjects entering the parking structure and suspected to be w/o authorization.",No
2019-12-30T08:52:00Z,released,Male,citizen,5758 S. Maryland,Hispanic,Call in by UCMC PSOof a banned subjectobserved inside the building.,No
2020-01-08T08:11:00Z,released,Female,UCPD,6022 S. Drexel,Hispanic,Observed Panhandling in Drexel Garage,Yes
2020-01-14T10:21:00Z,released,Male,UCPD,5326 S. Greenwwod,African American,"Observed Subject going through a
package",No
2020-01-17T13:56:00Z,released,Male,citizen,5100 S. Greenwood,African American,Citizen call in to report that listed subject walking door to door ringing bell,No
2020-01-27T15:48:00Z,released,Male,UCPD,928 E. Hyde Park Blvd.,African American,Matched description of offender involved in several packages thefts in the area,Yes
2020-01-27T20:41:00Z,Name Checked/Other,Male,UCPD,5751 S. Kenwood,African American,Subject matched the physical and clothing description of suspicious person call,No
2020-02-10T16:01:00Z,Name Checked/Other,Male,citizen,5327 S. Kimbark,African American,Suspicious subject observed in the alley-way with multiple bulges in front of his pants in crime hot spot area,Yes
2020-03-18T20:15:00Z,released,Male,UCPD,5630 S. Lake Park Ave.,African American,Subject matched the physical and clothing description of a criminal trespass subject from the Ihouse,No
2020-03-21T09:45:00Z,arrested,Male,UCPD,1050 E. 59th Street,African American,"Officer observed a known banned
subject inside campus building",Yes
2020-04-07T14:50:00Z,released,Male,citizen,1554 E. 55th Street,African American,Units responded to area on report of retail theft from Walgreens. Subject matched description of subject observed on video taking items without paying.,No
2020-05-03T14:36:00Z,Name Checked/Other,Male,UCPD,5840 S. Maryland,African American,Susipicious Subject roaming through the parking structure.,Yes
2020-05-18T10:00:00Z,released,Male,citizen,900 E. 57th Street,Hispanic,Subject involved in series of demonstrations and disturbances related to COVID-19 and Bill Gates.,Yes
2020-05-18T10:00:00Z,released,Male,citizen,900 E. 57th Street,African American,Subject involved in series of demonstrations and disturbances related to COVID-19 and Bill Gates,Yes
2020-05-25T18:04:00Z,released,Male,citizen,5300 S. Berkeley,African American,Matched the physical and clothing description of a theft offender,Yes
2020-05-25T18:04:00Z,released,Male,citizen,5300 S. Berkeley,African American,Matched the physical and clothing description of a theft offender,Yes
2020-05-25T18:04:00Z,released,Male,citizen,5300 S. Berkeley,African American,Matched the physical and clothing description of a theft offender,Yes
2020-05-31T00:55:00Z,released,Male,citizen,5203 S. Harper,African American,Match the description of an offender which was observed fleeing the area from a criminal damage to property incident,Yes
2020-05-31T17:01:00Z,released,Male,citizen,1521 E. 55th Street,African American,Subject was stopped in area reference looting and had thumbdrives in his possession. Subject stated he found them on ground. Items returned to store,No
2020-05-31T20:30:00Z,released,Female,citizen,5422 S. Lake Park,African American,"Subject was leaving business after reports of looting. No proceeds on person, no complaints to be signed",No
2020-05-31T20:30:00Z,released,Female,citizen,5422 S. Lake Park,African American,"Subject was leaving business after reports of looting. No proceeds on person, no complaints to be signed",No
2015-09-03T18:50:00Z,released,Male,citizen,5700 Ellis,Caucasian,Officers responded to call regarding assault,Yes
2015-09-04T15:51:00Z,released,Male,citizen,5900 S University,African American,Suspicious Person,No
2015-09-05T01:52:00Z,released,Male,citizen,4600 S Lake Park,African American,Subject matched description of person with gun,Yes
2015-09-05T01:52:00Z,released,Male,citizen,4600 S Lake Park,African American,Subject matched description of person with gun,Yes
2015-09-05T02:38:00Z,referred,Male,citizen,5423 S Blackstone,Caucasian,Subject described as person down possibly due to intoxication,No
2015-09-06T15:28:00Z,released,Male,citizen,1323 E 50th,African American,Suspicious Person,No
2015-09-09T09:44:00Z,released,Male,UCPD,5300 S Blackstone,African American,Suspicious Person,No
2015-09-10T16:41:00Z,released,Male,citizen,1550 E. 53rd St.,African American,Disturbance,Yes
2015-09-10T16:41:00Z,released,Male,citizen,1550 E. 53rd St.,African American,Disturbance,No
2015-09-18T12:09:00Z,released,Male,citizen,5700 S Payne Dr.,African American,Subject observed pulling on vehicle door handles and possibly entering vehicles,No
2015-09-18T12:09:00Z,released,Male,citizen,5700 S Payne Dr.,African American,Subject observed pulling on vehicle door handles and possibly entering vehicles,No
2015-09-18T12:09:00Z,released,Male,citizen,5700 S Payne Dr.,African American,Subject observed pulling on vehicle door handles and possibly entering vehicles,No
2015-09-18T23:31:00Z,Name Checked/Other,Male,citizen,901 E 58th,African American,Subject was causing a disturbance in the ER,No
2015-09-20T19:57:00Z,released,Male,UCPD,5125 S Greenwood,African American,Observed by officers pulling at door handles on vehicles,Yes
2015-09-20T19:57:00Z,released,Male,UCPD,5125 S Greenwood,African American,Observed by officers pulling at door handles on vehicles,Yes
2015-09-20T19:57:00Z,released,Male,UCPD,5125 S Greenwood,African American,Observed by officers pulling at door handles on vehicles,Yes
2015-09-20T19:57:00Z,released,Male,UCPD,5125 S Greenwood,African American,Observed by officers pulling at door handles on vehicles,Yes
2015-09-20T21:26:00Z,released,Male,citizen,55th and Hyde Park Blvd,African American,Reported as suspicious person with gun,Yes
2015-09-21T09:41:00Z,released,Female,citizen,1225 E 60th,African American,Subject was observed pulling on vehicle door handles,No
2015-09-22T11:18:00Z,released,Male,citizen,6100 S Ingleside,African American,Suspicious person,No
2015-09-27T09:40:00Z,released,Male,UCPD,5100 S Dorchester,African American,Domestic dispute,No
2015-09-27T11:26:00Z,Name Checked/Other,Male,citizen,5723 S Dorchester,Caucasian,Suspicious person,No
2015-09-28T21:29:00Z,released,Male,UCPD,5700 Cottage Grove,African American,Officer observed subjects in a verbal altercation,No
2015-09-28T21:29:00Z,released,Female,UCPD,5700 Cottage Grove,African American,Officer observed subjects in a verbal altercation,No
2015-09-30T14:15:00Z,released,Male,UCPD,212 E 56th,African American,Subject was observed riding a bike and pulling another bike,No
2015-10-07T19:26:00Z,Name Checked/Other,Male,citizen,1526 E 55th,African American,Disturbance in store,No
2015-10-07T23:23:00Z,released,Male,citizen,1414 E 59th,African American,Suspicious person,No
2015-10-08T21:11:00Z,released,Male,citizen,969 E 60th St,Caucasian,Suspicious person,No
2015-10-14T01:06:00Z,referred,Male,UCPD,4816 S Kenwood,African American,Officer observed subject pulling on car door handles,No
2015-10-19T20:58:00Z,released,Male,UCPD,6100 Cottage Grove,African American,Subject matched the description of a robbery offender,No
2015-10-21T19:08:00Z,released,Female,UCPD,5800 S Maryland,African American,Officer observed subjects in a verbal altercation,No
2015-10-21T19:08:00Z,released,Male,UCPD,5800 S Maryland,African American,Officer observed subjects in a verbal altercation,No
2015-10-24T09:00:00Z,released,Male,citizen,5400 S Ellis,African American,Suspicious Person/Well Being Check,No
2015-10-25T01:42:00Z,referred,Male,citizen,1210 E 59th,African American,Subject struck two vehicles and left the scene,No
2015-10-25T19:31:00Z,released,Male,citizen,1162 E 55th,African American,Suspicious Person,No
2015-10-27T10:57:00Z,released,Male,citizen,6250 S Harper,African American,Suspicious Person,No
2015-10-27T10:58:00Z,released,Male,citizen,6250 S Harper,African American,Suspicious Person,No
2015-10-27T10:58:00Z,released,Male,citizen,6250 S Harper,African American,Suspicious Person,No
2015-10-27T11:01:00Z,released,Male,citizen,6250 S Harper,African American,Suspicious Person,No
2015-10-27T11:02:00Z,released,Male,citizen,6250 S Harper,African American,Suspicious Person,No
2015-10-27T20:58:00Z,released,Male,UCPD,5400 S Kenwood,Caucasian,Suspicious Vehicle,No
0015-10-28T23:27:00Z,released,Male,citizen,5740 Kimbark,African American,Suspicious Vehicle,No
2015-11-01T20:00:00Z,released,Male,UCPD,1300 E Park Place,African American,Suspicious Activity,No
2015-11-01T20:00:00Z,released,Male,UCPD,1300 E Park Place,African American,Suspicious Activity,No
2015-11-01T20:00:00Z,released,Male,UCPD,1300 E Park Place,African American,Suspicious Activity,No
2015-11-01T20:18:00Z,released,Female,citizen,5530 S Ellis,African American,Non-affiliated individual escorted off the UC shuttle bus,No
2015-11-03T23:04:00Z,released,Male,citizen,5600 Ellis,African American,Suspicious Person,No
2015-11-08T22:21:00Z,released,Male,UCPD,6300 Eberhart,African American,Domestic Disturbance,No
2015-11-08T22:21:00Z,released,Female,UCPD,6100 Cottage Grove,African American,Domestic Disturbance,No
2015-11-14T05:30:00Z,released,Male,citizen,5200 S Harper,Hispanic,Officers responded to a call regarding a disturbance,No
2015-11-14T05:30:00Z,released,Male,citizen,5200 S Harper,Hispanic,Officers responded to a call regarding a disturbance,No
2015-11-14T18:38:00Z,released,Male,citizen,53rd & Maryland,African American,Subject in proximity to robbery that just occurred with similarities to description of offenders,No
2015-11-14T18:38:00Z,released,Male,citizen,53rd & Maryland,African American,Subject in proximity to robbery that just occurred with similarities to description of offenders,No
2015-11-18T05:25:00Z,released,Male,citizen,5200 S Harper,African American,Suspicious person,No
2015-11-21T00:40:00Z,released,Male,citizen,1300 E 60th,African American,Suspicious Activity,No
2015-11-21T00:40:00Z,released,Male,citizen,1300 E 60th,African American,Suspicious Activity,No
2015-11-24T16:31:00Z,released,Male,UCPD,4845 S Kenwood,African American,Suspicious Person 0bserved via description Zone 5,No
2015-11-28T10:15:00Z,released,Female,citizen,969 E 60th St,African American,Suspicious person,No
2015-11-29T01:02:00Z,released,Male,citizen,6000 S Cottage Grove,African American,Suspicious vehicle,Yes
2015-11-29T21:15:00Z,released,Male,citizen,5707 S KIMBARK,African American,Suspicious person,No
2015-11-29T22:10:00Z,released,Female,UCPD,6100 S UNIVERSITY,African American,Suspicious person,No
2015-11-30T19:38:00Z,released,Male,citizen,5600 Woodlawn,African American,Suspicious Person,No
2015-11-30T19:38:00Z,released,Male,citizen,5600 Woodlawn,African American,Suspicious Person,No
2015-11-30T19:38:00Z,released,Male,citizen,5600 Woodlawn,African American,Suspicious Person,No
2015-12-05T13:41:00Z,released,Male,citizen,5460 S Woodlawn,African American,Disorderly Conduct,No
2015-12-05T13:41:00Z,released,Male,citizen,5460 S Woodlawn,African American,Disorderly Conduct,No
2015-12-05T13:41:00Z,released,Male,citizen,5460 S Woodlawn,African American,Disorderly Conduct,No
2015-12-05T13:41:00Z,released,Male,citizen,5460 S Woodlawn,African American,Disorderly Conduct,No
2015-12-17T21:11:00Z,released,Male,citizen,5240 S Drexel,African American,Suspicious person,No
2015-12-22T22:17:00Z,released,Male,UCPD,50th and Blackstone,African American,Officer observed bicyclist almost striking vehicle and committing multiple violations,No
2015-12-23T06:36:00Z,released,Female,citizen,5700 S MARYLAND,African American,Deceptive Practice,No
2015-12-23T15:42:00Z,released,Male,UCPD,5400 S MARYLAND,African American,Suspicious person,No
2016-01-02T22:35:00Z,released,Male,citizen,5300 S Woodlawn,Caucasian,Suspicious Person,No
2016-01-13T18:15:00Z,released,Male,UCPD,5500 S. Ellis,African American,Suspicious Person,Yes
2016-02-05T12:36:00Z,Name Checked/Other,Male,citizen,970 E 58th,Caucasian,Suspicious Person,Yes
2016-02-05T16:01:00Z,referred,Female,citizen,6400 S Greenwood,African American,Disturbance,Yes
2016-02-16T00:31:00Z,released,Male,citizen,5200 S Woodlawn,African American,Suspicious Person,No
2016-02-21T17:57:00Z,released,Male,citizen,5700 S. Harper,African American,Suspicious Person,No
2016-03-30T20:48:00Z,released,Male,citizen,6223 S University,African American,Suspicious Person,No
2016-04-02T03:04:00Z,released,Male,citizen,5424 S Kimbark,Caucasian,Suspicious Person,No
2016-04-05T16:37:00Z,released,Male,citizen,5480 S Kenwood,African American,Suspicious person,No
2016-04-13T19:20:00Z,released,Male,citizen,1459 E 53rd,African American,Suspicious Person/Possible Theft,No
2016-04-13T19:20:00Z,released,Male,citizen,5309 Blackstone,African American,Suspicious Person/Possible Theft,Yes
2016-04-14T16:52:00Z,released,Female,UCPD,4907 S Kimbark,African American,Subject was observed exiting a parked vehicle without owner's consent. Complaint refused.,No
2016-05-05T14:27:00Z,released,Male,UCPD,6900 S Stony Island,African American,Subject was in possession of lost property,No
2016-05-08T18:38:00Z,released,Male,citizen,4921 S Dorchester,African American,Disturbance call,No
2016-05-08T18:38:00Z,released,Female,citizen,4921 S Dorchester,African American,Disturbance call,No
2016-05-08T18:38:00Z,released,Male,citizen,4921 S Dorchester,Hispanic,Disturbance call,No
2016-05-14T01:01:00Z,released,Male,UCPD,6300 S Dorchester,African American,Suspicious Person,Yes
2016-05-14T01:01:00Z,released,Male,UCPD,6300 S Dorchester,African American,Suspicious Person,Yes
2016-05-14T01:01:00Z,released,Female,UCPD,6300 S Dorchester,African American,Suspicious Person,Yes
2016-06-01T15:27:00Z,released,Male,UCPD,5300 S Dorchester,African American,Disturbance on public way,No
2016-06-09T00:30:00Z,released,Male,citizen,5440 S Ellis,African American,Suspicious person,No
2016-06-09T14:18:00Z,released,Male,citizen,5700 S Blackstone,African American,Disturbance,No
2016-06-09T14:18:00Z,released,Male,citizen,5700 S Blackstone,African American,Disturbance,No
2016-06-09T18:40:00Z,released,Male,citizen,53-54 Hyde Park Blvd,African American,Suspicious person,No
2016-06-09T18:40:00Z,released,Male,citizen,53-54 Hyde Park Blvd,African American,Suspicious person,No
2016-06-17T19:25:00Z,released,Male,citizen,5400 Lake Park,Caucasian,Officers responded to call regarding indecent exposure,No
2016-06-24T15:07:00Z,released,Male,citizen,5505 S ELLIS,African American,Suspicious Person,No
2016-06-24T15:07:00Z,released,Male,citizen,5505 S ELLIS,African American,Suspicious Person,No
2016-06-30T17:04:00Z,released,Male,UCPD,5700 S MARYLAND,African American,Panhandling,No
2016-07-01T09:24:00Z,released,Male,citizen,5700 S Greenwood,African American,Disturbance - AB officer advised that individual was harassing passersby,No
2016-07-02T03:11:00Z,released,Male,UCPD,901 E 58th,African American,Resembled physical description of robbery offender,No
2016-07-06T20:13:00Z,released,Male,UCPD,5900 S Stony Island,African American,Resembled description of offender,No
2016-07-14T14:16:00Z,released,Female,citizen,4900 S Cornell,African American,Suspicious Person,No
2016-07-14T14:16:00Z,released,Female,citizen,4900 S Cornell,African American,Suspicious Person,No
2016-07-14T14:16:00Z,released,Female,citizen,4900 S Cornell,African American,Suspicious Person,No
2016-07-14T14:16:00Z,released,Female,citizen,4900 S Cornell,African American,Suspicious Person,No
2016-07-22T05:14:00Z,released,Male,citizen,5005 Ellis,African American,Suspicious person,Yes
2016-07-23T14:05:00Z,released,Male,citizen,6000 S Cottage Grove,African American,Possible domestic battery,Yes
2016-08-07T07:27:00Z,released,Male,citizen,5730 S Ellis,African American,Suspicious Person,No
2016-08-12T06:45:00Z,released,Male,citizen,5600 S Stony,African American,Suspicious Person,Yes
2016-08-12T15:56:00Z,released,Male,citizen,5640 S University,Caucasian,Suspicious Person,No
2016-08-16T12:12:00Z,released,Male,citizen,900  E 55th,African American,Suspicious Subject,No
2016-08-18T19:55:00Z,released,Male,UCPD,6054 S DREXEL,African American,Suspicious Person,No
2016-08-24T21:09:00Z,released,Male,citizen,5300 S Drexel,African American,Suspicious person,No
2016-08-24T21:09:00Z,released,Male,citizen,5300 S Drexel,African American,Suspicious person,No
2016-09-02T02:28:00Z,released,Male,UCPD,6010 Ingleside,African American,Suspicious person,No
2016-09-06T02:14:00Z,released,Male,UCPD,5900 Kenwood,Caucasian,Suspicious vehicle,No
2016-09-07T23:37:00Z,released,Female,citizen,5476 S Ellis,African American,Suspicious person,No
2016-09-10T09:35:00Z,released,Male,UCPD,5400 S Kenwood,Hispanic,Individual observed pulling on car door handles,No
2016-09-17T10:02:00Z,released,Male,citizen,54th and Harper,African American,Suspicious person,No
2016-09-17T10:24:00Z,released,Male,citizen,5300 S Berkeley,Hispanic,Suspicious person,No
2016-09-27T08:22:00Z,released,Male,UCPD,6016 S Ingleside,African American,Suspicious person,No
2016-10-04T10:55:00Z,released,Male,citizen,1449 E 57th,African American,Disturbance,No
2016-10-08T11:35:00Z,released,Male,citizen,5720 S Ellis,African American,Suspicious person,No
2016-10-09T16:41:00Z,released,Male,citizen,4900 S Kenwood,African American,Suspicious person,No
2016-10-13T02:42:00Z,released,Male,UCPD,1010 E 54th,African American,Suspicious person,Yes
