,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
199,N/A,3/2/2019 2:20 PM,Verbal Warning,Male,Lane Violation,5733 S. University,Caucasian,Driving down one-way,No
200,N/A,3/2/2019 2:54 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Harper,African American,disobey stopsign,No
201,N/A,3/2/2019 7:10 PM,Verbal Warning,Female,Equipment,5500 S Ellis,African American,Driving without headlights,No
202,N/A,3/2/2019 8:30 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Drexel,African American,Disobeyed stop sign,No
203,N/A,3/2/2019 8:50 PM,Verbal Warning,Female,Traffic Sign/Signal,4800 S Dorchester,African American,Disobeyed stop sign,No
204,N/A,3/2/2019 9:11 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Dorchester,African American,Disobeyed stop sign,No
205,N/A,3/2/2019 10:18 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Dorchester,African American,Disobeyed stop sign,No
206,N/A,3/2/2019 11:02 PM,Verbal Warning,Female,Traffic Sign/Signal,5530 S Ellis,African American,Disobeyed stop sign,No
207,N/A,3/2/2019 11:12 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S Woodlawn,African American,Disobeyed stop sign,No
208,N/A,3/3/2019 12:15 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Woodlawn,African American,Improper turn,No
209,N/A,3/3/2019 1:06 AM,Verbal Warning,Female,Equipment,5200 S Woodlawn,African American,Driving without headlights,No
210,N/A,3/3/2019 11:43 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. University Ave,African American,Stop Sign,No
211,N/A,3/3/2019 4:11 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S. Lake Park Ave,African American,Failure to Yield to Pedestrain,No
212,N/A,3/3/2019 5:25 PM,Verbal Warning,Female,Traffic Sign/Signal,5531 S. Woodlawn,Caucasian,Stop Sign,No
213,N/A,3/3/2019 7:36 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S Drexel,African American,Disobeyed stop sign,No
214,N/A,3/3/2019 8:10 PM,Verbal Warning,Male,Lane Violation,5600 S Drexel,African American,Improper passing,No
215,N/A,3/3/2019 8:24 PM,Verbal Warning,Male,Lane Violation,5100 S Kimbark,Caucasian,Driving wrong way on one way,No
216,N/A,3/3/2019 9:43 PM,Verbal Warning,Female,Equipment,5400 S Lake Park,African American,Driving without headlights,No
217,N/A,3/4/2019 2:12 AM,Verbal Warning,Male,Traffic Sign/Signal,5100 S Kimbark,African American,Disobeyed stop sign,No
218,N/A,3/4/2019 12:00 PM,Verbal Warning,Female,Lane Violation,5731 S. Kenwood,African American,Improper Lane Usage,No
219,N/A,3/4/2019 3:33 PM,Verbal Warning,Female,Traffic Sign/Signal,5219 S. Ingleside,African American,Disobeyed Stop Sign,No
220,One Citation Issued,3/4/2019 3:53 PM,Verbal Warning,Male,Moving Violation � Other,6205 S. Kimbark,African American,Disobeying a Police Officer,No
221,N/A,3/4/2019 4:24 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Kimbark,African American,"Failure To Yield to Pedestrians in
Crosswalk",No
222,N/A,3/4/2019 8:57 PM,Verbal Warning,Male,Speed,6100 S. Blackstone,African American,Speeding - Over Statutory Limit,No
223,N/A,3/4/2019 9:02 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 S. Blackstone,African American,Red Light Violation,No
224,N/A,3/4/2019 10:31 PM,Verbal Warning,Female,Traffic Sign/Signal,5000 S. Woodlawn,Asian,Stop Sign Violation,No
225,N/A,3/5/2019 8:40 AM,Verbal Warning,Male,Traffic Sign/Signal,5600 S. Hyde Park,African American,Disobeyed Stop Sign,No
226,N/A,3/5/2019 1:17 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 S. Ellis,African American,"Disregarding Traffic Control
Device",No
227,N/A,3/5/2019 4:07 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S. Ingleside,African American,Disobeyed Stop Sign,No
228,N/A,3/5/2019 7:54 PM,Verbal Warning,Female,Lane Violation,5300 S Kenwood,Asian,Improper turn,No
229,N/A,3/6/2019 10:47 AM,Verbal Warning,Male,Moving Violation � Other,5757 S University,Caucasian,Improper driving on sidewalk,No
230,N/A,3/6/2019 2:37 PM,Verbal Warning,Female,Traffic Sign/Signal,1418 S 51st,African American,Disobeyed red light,No
231,N/A,3/7/2019 4:04 PM,Verbal Warning,Male,Lane Violation,828 E 44th St,African American,Improper lane usage,No
232,N/A,3/7/2019 8:38 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Payne,African American,Failed to stop at light,No
233,N/A,3/7/2019 8:56 PM,Verbal Warning,Male,Equipment,5000 Woodlawn,African American,No headlights when required,No
234,N/A,3/8/2019 9:52 AM,Verbal Warning,Male,Traffic Sign/Signal,5400 S. Lake Park,African American,Disobeying  Traffic Control Signal,No
235,N/A,3/8/2019 4:21 PM,Verbal Warning,Male,Traffic Sign/Signal,1009 E. 53rd Street,African American,Disobeyed  Stop Sign,No
236,N/A,3/8/2019 4:34 PM,Verbal Warning,Male,Equipment,5500 S. Cottage,African American,Improper  Display of Registration,No
237,N/A,3/8/2019 4:47 PM,Verbal Warning,Male,Lane Violation,1400 E. 55th Street,Caucasian,Improper  Lane Usage,No
238,N/A,3/8/2019 8:57 PM,Verbal Warning,Male,Lane Violation,4850 S. Lake Park,African American,Improper Overtaking,No
239,N/A,3/9/2019 3:22 AM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Lake Park,Caucasian,No Turn On Red,No
240,N/A,3/9/2019 12:50 PM,Verbal Warning,Male,Traffic Sign/Signal,1635 E. 53rd Street,African American,Disobeying Traffic Control Signal,No
241,N/A,3/9/2019 4:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 S. Stony,African American,Disobeying Traffic Control Signal,No
242,Two Citations issued,3/10/2019 6:22 PM,Citation Issued,Male,Traffic Sign/Signal,1226 E. 53rd Street,African American,Stop Sign Violation,No
243,N/A,3/10/2019 7:54 PM,Verbal Warning,Male,Traffic Sign/Signal,5235 S. Harper,African American,Red Light Violation,No
244,N/A,3/10/2019 8:50 PM,Verbal Warning,Male,Lane Violation,5300 S. Blackstone,Caucasian,Improper Turn,No
245,N/A,3/10/2019 9:27 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S. Woodlawn,Caucasian,Red Light Violation,No
246,N/A,3/11/2019 1:26 AM,Verbal Warning,Male,Traffic Sign/Signal,1510 E. 53rd Street,African American,No Turn On Red Violation,No
247,N/A,3/11/2019 8:57 AM,Verbal Warning,Male,Lane Violation,5800 S. Kenwood,African American,driving down one-way,No
248,N/A,3/11/2019 3:22 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Hyde park blvd,Hispanic,disobey traffic control device,No
249,N/A,3/11/2019 6:09 PM,Verbal Warning,Female,Lane Violation,1431 E 52nd,African American,Wrong way on a one way,No
250,N/A,3/11/2019 6:32 PM,Verbal Warning,Male,Traffic Sign/Signal,5533 Lake Park,African American,Failed to stop at light,No
251,N/A,3/11/2019 8:16 PM,Verbal Warning,Male,Lane Violation,5700 Harper,African American,Wrong way on a one way,No
252,N/A,3/12/2019 12:24 AM,Verbal Warning,Male,Equipment,5000 Blackstone,African American,No headlights when required,No
253,N/A,3/12/2019 2:51 PM,Verbal Warning,Male,Traffic sign/signal,6300 S Stony Island,African American,Disobey traffic device,No
254,N/A,3/12/2019 7:12 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Woodlawn,African American,Failure to yield to pedestrian,No
255,N/A,3/12/2019 8:23 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 Woodlawn,African American,Failed to stop at sign,No
256,N/A,3/12/2019 10:44 PM,Verbal Warning,Male,Traffic sign/signal,1105 E 55th,African American,Failed to stop at sign,No
257,N/A,3/13/2019 8:18 AM,Verbal Warning,Male,Lane Violation,5700 S. Stony Island,Hispanic,Improper lane usage,No
258,N/A,3/13/2019 10:28 AM,Verbal Warning,Male,Lane Violation,6200 S. Stony Island,Caucasian,Improper Turn,No
259,N/A,3/13/2019 10:33 AM,Verbal Warning,Male,Traffic sign/signal,4825 S. Drexel,African American,Disobeyed Stop Sign,No
260,One Citation Issued,3/13/2019 11:18 AM,Citation Issued,Female,Lane Violation,5400 S. University,African American,Improper lane usage,No
261,N/A,3/13/2019 11:22 AM,Verbal Warning,Female,Traffic sign/signal,850 E. 51st Street,African American,Disobeyed traffic control device,No
262,N/A,3/13/2019 3:54 PM,Verbal Warning,Female,Lane Violation,1349 E.55th Street,Caucasian,Improper lane usage,No
263,N/A,3/13/2019 10:05 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Dorchester,African American,Red Light Violation,No
264,N/A,3/15/2019 11:26 AM,Verbal Warning,Female,Traffic Sign/Signal,5400 Greenwood,African American,disobey stopsign,No
265,N/A,3/15/2019 12:06 PM,Verbal Warning,Female,Moving Violation � Other,5224 S. Lake Park,African American,utilize cell phone while driving,No
266,N/A,3/15/2019 2:57 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. University,African American,disobey redlight,No
267,N/A,3/15/2019 7:59 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 Cottage,African American,Failed to stop at light,No
268,N/A,3/15/2019 8:27 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Ellis,African American,Failed to stop at light,No
269,N/A,3/15/2019 10:23 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Ellis,African American,Failed to stop at sign,No
270,N/A,3/16/2019 3:07 AM,Verbal Warning,Male,Lane Violation,5338 Ingleside,African American,Wrong way on a one way,No
271,N/A,3/16/2019 3:28 PM,Verbal Warning,Male,Traffic Sign/Signal,5126 S. University,African American,disobey stopsign,No
272,N/A,3/16/2019 4:03 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 Stony Island,African American,disobey redlight,No
273,N/A,3/16/2019 7:59 PM,Verbal Warning,Female,Lane Violation,1215 E 55th,African American,Improper Turn,No
274,N/A,3/16/2019 8:43 PM,Verbal Warning,Male,Traffic Sign/Signal,4900 Blackstone,Caucasian,Failed to stop at sign,No
275,N/A,3/16/2019 8:53 PM,Verbal Warning,Male,Moving Violation � Other,5500 Lake Park,African American,Failed to yield,No
276,N/A,3/16/2019 9:36 PM,Verbal Warning,Female,Lane Violation,1400 Midway Plaisance,African American,Wrong way on a one way,No
277,N/A,3/16/2019 10:22 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Blackstone,African American,Failed to stop at light,Yes
278,N/A,3/16/2019 11:46 PM,Verbal Warning,Female,Lane Violation,950 Midway Plaisance,African American,Wrong way on a one way,No
279,N/A,3/17/2019 12:27 AM,Verbal Warning,Male,Seatbelt,5500 Blackstone,African American,No Seat Belt,No
280,N/A,3/17/2019 1:22 AM,Verbal Warning,Female,Traffic Sign/Signal,1200 Midway Plaisance,Caucasian,Failed to stop at sign,No
281,Two Citations issued,3/17/2019 9:16AM,Citation Issued,Male,Traffic Sign/Signal,6100 Stony Island,African American,disobey redlight,No
282,N/A,3/17/2019 2:55 PM,Verbal Warning,Female,Moving Violation  � Other,6100 Ingleside,African American,driving down one-way,No
283,Two Citations issued,3/17/2019 4:48 PM,Citation Issued,Male,Traffic Sign/Signal,6100 Stony Island,African American,disobey redlight,No
284,N/A,3/17/2019 7:42 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 Woodlawn,African American,Failed to stop at light,No
285,N/A,3/17/2019 8:35 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 Woodlawn,African American,Failed to stop at sign,No
286,One Citation Issued,3/18/2019 9:12 AM,Citation Issued,Male,Moving Violation - Other,800 E 55th Street,African American,Failed to yield to an emergency vehicle,No
287,N/A,3/18/2019 1:05 PM,Verbal Warning,Female,Traffic Sign/Signal,5800 S Kenwood,Caucasian,Disobeyed stop sign,No
288,N/A,3/18/2019 1:51 PM,Verbal Warning,Female,Traffic Sign/Signal,1354 E 55th Street,African American,Disobeyed stop sign,No
289,N/A,3/18/2019 7:18 PM,Verbal Warning,Female,Lane Violation,5500 S Ellis,African American,Improper passing,No
290,N/A,3/19/2019 9:55 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S Kenwood,African American,Stop Sign Violation,No
291,N/A,3/20/2019 12:57 PM,Verbal Warning,Male,Lane Violation,5142 S Harper,African American,Operating vehicle on one way,No
292,Two Citations issued,3/20/2019 12:59 PM,Citation Issued,Female,Traffic Sign/Signal,5200 Lake Park,African American,Disobey red light,No
293,N/A,3/21/2019 11:13 AM,Verbal Warning,Male,Speed,Midway Plaisance/Ellis,African American,Speeding,No
294,N/A,3/21/2019 11:33 AM,Verbal Warning,Male,Speed,5900 S. Woodlawn,Caucasian,Speeding,No
295,N/A,3/21/2019 12:01 PM,verbal Warning,Male,Speed,Midway Plaisance/ Ellis,Caucasian,Speeding,No
296,Two Citations issued,3/22/2019 8:46 PM,Citation Issued,Female,Equipment,Ellis & W/B Midway Plaisance,African American,No headlights when required,No
297,N/A,3/22/2019 9:57 PM,Verbal Warning,Male,Traffic Sign/Signal,5121 S Woodlawn,African American,Stop Sign Violation,No
298,N/A,3/22/2019 10:26 PM,Verbal Warning,Female,Lane Violation,1410 E 53rd Street,African American,Wrong way down one way,No
299,N/A,3/24/2019 3:09 PM,Verbal Warning,Male,Lane Violation,1236 E 57th,Caucasian,Improper lane usage,No
300,N/A,3/24/2019 5:36 PM,Verbal Warning,Female,Traffic Sign/Signal,1515 E 51st,African American,Red Light Violation,No
301,N/A,3/24/2019 6:33 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S University,African American,Stop Sign Violation,No
302,N/A,3/24/2019 10:39 PM,Verbal Warning,Male,Equipment,5400 S Drexel,African American,No head lights when required,No
303,N/A,3/25/2019 9:50 AM,Verbal Warning,Female,Lane Violation,5500 Kenwood,Caucasian,driving down one-way,No
304,N/A,3/25/2019 10:21 AM,Verbal Warning,Male,Traffic Sign/Signal,Midway/Dorchester,African American,disobey stopsign,No
305,N/A,3/25/2019 4:23 PM,Verbal Warning,Female,Lane Violation,1360 E 58th,African American,driving down one-way,No
306,N/A,3/25/2019 8:12 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Kimbark,African American,Failed to stop at light,No
307,N/A,3/25/2019 9:16 PM,Verbal Warning,Female,Lane Violation,5300 Blackstone,African American,Wrong way on a one-way,No
308,N/A,3/25/2019 11:37 PM,Verbal Warning,Male,Traffic Sign/Signal,5017 Drexel,African American,Failed to stop at sign,No
309,N/A,3/27/2019 9:01 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Woodlawn,African American,Failure to yield to pedestrian in roadway,No
310,N/A,3/27/2019 9:42 AM,Verbal Warning,Male,Traffic Sign/Signal,1100 E Midway Plaisance,Caucasian,Failure to yield to pedestrian in roadway,No
311,N/A,3/27/2019 9:56 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Kimbark,Caucasian,Disobeyed Traffic Control Signal,No
312,N/A,3/27/2019 1:59 PM,Verbal Warning,Female,Lane Violation,5454 S Woodlawn,African American,Improper lane usage,No
313,N/A,3/28/2019 8:03 AM,Verbal Warning,Male,Speed,6400 S University,African American,Speeding,No
314,N/A,3/28/2019 1:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5714 S Woodlawn,Hispanic,Disobeying traffic control signal,No
315,N/A,3/29/2019 10:21 PM,Verbal Warning,Male,Traffic Sign/Signal,1457 E Hyde Park Blvd,African American,Stop Sign Violation,No
316,Two Citations issued,3/29/2019 8:22 AM,Citation Issued,Male,Traffic Sign/Signal,5000 S Drexel,African American,Failure to yield to pedestrian,No
317,N/A,3/29/2019 12:24 PM,Verbal Warning,Male,Lane Violation,5400 S Drexel,African American,improper lane usage,No
318,N/A,3/29/2019 8:09 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Kimbark,African American,Failed top stop at light,No
319,N/A,3/29/2019 9:59 PM,Verbal Warning,Female,Lane Violation,5400 Greenwood,African American,Wrong way on a one way,No
320,N/A,3/29/2019 10:33 PM,Verbal Warning,Male,Equipment,5300 Ellis,African American,No headlights when required,No
321,N/A,3/30/2019 12:19 AM,Verbal Warning,Female,Equipment,5400 Hyde Park,African American,No headlights when required,No
322,N/A,3/30/2019 1:59 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 Lake Park,African American,disobey traffic control device,No
323,N/A,3/30/2019 3:44 PM,Verbal Warning,Male,Lane Violation,5300 Blackstone,African American,improper lane usage,No
324,N/A,3/30/2019 8:52 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 Drexel,African American,Failure to stop at light,No
325,N/A,3/31/2019 11:37 AM,Verbal Warning,Male,Speed,1100 E Midway Plaisance,African American,Speeding,No
326,N/A,3/31/2019 12:01 PM,Verbal Warning,Male,Speed,1100 E Midway Plaisance,African American,Speeding,No
327,N/A,3/31/2019 12:42 PM,Verbal Warning,Male,Lane Violation,1520 E 57th Street,African American,Wrong way - one way,No
328,N/A,4/1/2019 6:39 AM,Verbal Warning,Female,Lane Violation,6300 S. Kenwood,African American,Improper Turn,No
329,N/A,4/1/2019 12:36 PM,Verbal Warning,Female,Lane Violation,6300 S. Evans,African American,Improper Turn,No
330,N/A,4/1/2019 4:31 PM,Verbal Warning,Female,Traffic Sign/Signal,5453 S. Hyde Park,Caucasian,Disobeying Traffic Control Signal,No
331,N/A,4/1/2019 6:19 PM,Verbal Warning,Female,Lane Violation,5700 S University,African American,Wrong way down one-way,No
332,N/A,4/2/2019 12:49 PM,Verbal Warning,Female,Traffic Sign/Signal,5350 S Lake Park,African American,Disobeyed stop sign,No
333,N/A,4/3/2019 2:55 PM,Verbal Warning,Male,Traffic Sign/Signal,5531 S Woodlawn,African American,Disobeyed stop sign,No
334,N/A,4/3/2019 3:06 PM,Verbal Warning,Female,Seatbelt,5548 S Hyde Park Blvd,African American,No Seat Belt,No
335,N/A,4/3/2019 4:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5629 S University,Caucasian,Disobeyed stop sign,No
336,N/A,4/4/2019 10:43 AM,Verbal Warning,Male,Traffic Sign/Signal,1438 E. 55th ST.,African American,disobey red light,No
337,N/A,4/4/2019 11:02 AM,Verbal Warning,Female,Traffic Sign/Signal,5100 S. Drexel,Caucasian,disobey red light,No
338,N/A,4/4/2019 11:08 AM,Verbal Warning,Female,Traffic Sign/Signal,1226 E. 53rd ST.,Caucasian,disobey stop sign,No
339,N/A,4/4/2019 1:52 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Ellis,African American,disobey traffic control device,No
340,N/A,4/4/2019 4:42 PM,Verbal Warning,Male,License Plate/Registration,5454 S. Dorchester,African American,"Invalid registration, investigate possible stolen reg. sticker",No
341,N/A,4/4/2019 5:40 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Dorchester (TSM),Caucasian,Failure to stop at sign,No
342,N/A,4/4/2019 6:32 PM,Verbal Warning,Female,Traffic Sign/Signal,1375 E 55th (TSM),African American,Failure to stop at sign,No
343,N/A,4/4/2019 10:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5631 Cottage,African American,Failure to stop at sign,No
344,N/A,4/4/2019 11:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Payne,African American,Failure to stop at light,No
345,N/A,4/6/2019 10:21 PM,Verbal Warning,Female,Equipment,5700 S Cornell,African American,No headlights when required,No
346,N/A,4/6/2019 10:34 PM,Verbal Warning,Female,Equipment,5100 S Greenwood,African American,No headlights when required,No
347,N/A,4/7/2019 5:54 PM,Verbal Warning,Female,Traffic sign/signal,5900 S Cottage Grove,African American,Red Light Violation,No
348,N/A,4/7/2019 11:35 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Kenwood,African American,Disobeying Traffic Control Device,No
349,N/A,4/7/2019 12:13 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Woodlawn,African  American,Disobeyed Stop Sign,No
350,N/A,4/7/2019 12:26 PM,Verbal Warning,Male,Speed,1400 E. Midway,African American,Speeding,No
351,N/A,4/7/2019 12:45 PM,Verbal Warning,Female,Traffic Sign/Signal,6300 S. Cottage,African American,Disobeying Traffic Control Device,No
352,N/A,4/7/2019 12:57 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S. University,African American,Failure to yield to peds in crosswalk,No
353,N/A,4/7/2019 1:03 PM,Verbal Warning,Male,Lane Violation,5317 S. Harper,African  American,Wrong Way - One Way,No
354,N/A,4/7/2019 1:30 PM,Verbal Warning,Male,Lane Violation,5200 S. University,African American,Wrong Way - One Way,No
355,N/A,4/7/2019 2:30 PM,Verbal Warning,Male,Speed,1400 E. Midway,African  American,Speeding,No
356,N/A,4/7/2019 4:18 PM,Verbal Warning,Male,Lane Violation,1158 E. 53rd St.,Asian,Wrong Way - One Way,No
357,N/A,4/8/2019 2:36 PM,Verbal Warning,Male,Traffic sign/signal,5459 S Cornell,Caucasian,Disobey stop sign,No
358,N/A,4/8/2019 7:13 PM,Verbal Warning,Male,Traffic sign/signal,6300 Ellis,African American,Failed to stop at sign,No
359,N/A,4/8/2019 8:39 PM,Verbal Warning,Male,Lane Violation,5000 Cottage,African American,Illegal lane usage,No
360,N/A,4/9/2019 11:03 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Ellis,African American,disobey stopsign,No
361,N/A,4/9/2019 2:52 PM,Verbal Warning,Male,Lane Violation,5300 S. Lake Park,African American,improper  turn,No
362,N/A,4/9/2019 7:21 PM,Verbal Warning,Female,Traffic Sign/Signal,5600 Lake Park,African American,Disobey no turn on red sign,No
363,N/A,4/10/2019 12:38 AM,Verbal Warning,Male,Traffic Sign/Signal,1149 E 53rd,Asian,Failed to stop at sign,No
364,N/A,4/10/2019 1:52 AM,Verbal Warning,Male,Traffic Sign/Signal,1200 Midway Plaisance,African American,Failed to stop at sign,No
365,N/A,4/10/2019 4:15 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S Woodlawn,Caucasian,Red Light Violation,No
366,N/A,4/10/2019 9:14 PM,Verbal Warning,Male,Lane Violation,5545 S Blackstone,Asian,Wrong way on one way,No
367,N/A,4/15/2019 9:05 AM,Verbal Warning,Female,Lane Violation,5800 S University,Caucasian,Improper lane usage,No
368,N/A,4/17/2019 3:15 PM,Verbal Warning,Female,Traffic Sign/Signal,6300 S Kenwood,African American,disobey stop sign,No
369,N/A,4/17/2019 8:22 PM,Verbal Warning,Male,Lane Violation,5500 S Woodlawn,African American,Swerved into opposite lane,Yes
370,N/A,4/17/2019 10:05 PM,Verbal Warning,Male,Lane Violation,5261 S Lake Park,African American,Observed drifting between lanes,No
371,N/A,4/17/2019 10:14 PM,Verbal Warning,Male,Lane Violation,5500 S Cottage Grove,African American,Drifted across the median,No
372,N/A,4/18/2019 6:32 AM,Verbal Warning,Male,Lane Violation,5300 S Drexel,African American,Wrong way on one way street,No
373,N/A,4/18/2019 8:55 AM,Verbal Warning,Female,Moving Violation - Other,5000 S Lake Park,African American,Improper Overtaking,No
374,N/A,4/18/2019 5:10 PM,Verbal Warning,Male,Equipment,5100 S Cornell,African American,Improper turn signal / Vehicle matched the description of a robbery suspect in the area,No
375,N/A,4/18/2019 10:49 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Woodlawn,African American,Disobeyed stop sign,No
376,N/A,4/19/2019 12:10 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S. Ellis Ave.,"American
Indian/Alaskan Native","Failed to Yield to Peds in
Crosswalk",No
377,N/A,4/19/2019 1:16 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Woodlawn,African American,Disobeyed Stop Sign,No
378,N/A,4/19/2019 3:13 PM,Verbal Warning,Male,Traffic Sign/Signal,1007 E. 53rd Street,African American,Disobeyed Stop Sign,No
379,N/A,4/19/2019 4:57 PM,Verbal Warning,Female,Lane Violation,1229 E. 55th Street,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
380,N/A,4/20/2019 2:22 AM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Blackstone,African American,Stop Sign Violation,No
381,N/A,4/20/2019 10:35 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Woodlawn,African American,Red Light Violation,No
382,N/A,4/21/2019 3:33 AM,Verbal Warning,Male,Lane Violation,5200 S Harper,African American,Wrong way down one way,No
383,N/A,4/21/2019 9:27 AM,Verbal Warning,Male,Traffic Sign/Signal,1101 E 55th Street,African American,Failed to yield to peds in marked crosswalk,No
384,Two Citations issued,4/21/2019 5:58 PM,Citation Issued,Male,Lane Violation,900 E 55th Street,African American,Improper lane usage,No
385,N/A,4/21/2019 7:39 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 Drexel,Asian,Stop Sign Violation,No
386,N/A,4/22/2019 2:09 AM,Verbal Warning,Male,Lane Violation,5200 S Dorchester,African American,Wrong Way Driver,No
387,N/A,4/22/2019 2:54 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S Ingleside,African American,disobey stop sign,No
388,Two Citations issued,4/22/2019 4:17 PM,Citation Issued,Male,Traffic Sign/Signal,Midway/Cottage Grove,African American,disobey traffic control device,No
389,N/A,4/22/2019 9:02 PM,Verbal Warning,Male,Lane Violation,5600 Woodlawn,African American,Drifting in lane,No
390,N/A,4/23/2019 8:50 AM,Verbal Warning,Female,Traffic Sign/Signal,5700 S Ellis,African American,Disobey stop sign,No
391,N/A,4/23/2019 8:13 PM,Verbal Warning,Male,Traffic Sign/Signal,950 E 53rd,African American,Failed to stop at sign,No
392,N/A,4/23/2019 9:20 PM,Verbal Warning,Female,Lane Violation,1220 E 57th,Caucasian,Failed to stop at sign,No
393,N/A,4/23/2019 9:37 PM,Verbal Warning,Female,Lane Violation,5300 Kenwood,African American,Drifting in lane,No
394,N/A,4/24/2019 12:04 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 Drexel,African,Failed to stop at sign,No
395,N/A,4/24/2019 5:23 PM,Verbal Warning,Male,Moving Violation - Other,5800 S Cottage Grove,African American,Illegal squealing/screeching of tires,No
396,N/A,4/24/2019 8:42 PM,Verbal Warning,Male,License Plate/Registration,5600 S Lake Park,African American,Improper display of license plate,No
397,N/A,4/25/2019 1:34 AM,Verbal Warning,Male,Equipment,5400 S Maryland,African American,No headlights when required,No
398,N/A,4/25/2019 8:57 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Greenwood,African American,Disobeyed Stop Sign,No
399,N/A,4/25/2019 10:48 AM,Verbal Warning,Female,Lane Violation,5631 S. Kimbark,African American,Improper Lane Usage,No
400,N/A,4/25/2019 11:36 AM,Verbal Warning,Male,Lane Violation,5500 S. Cottage,Caucasian,Improper Overtaking-on right,No
401,N/A,4/25/2019 2:22 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 S. University,African American,Disobeyed Stop Sign,No
402,N/A,4/25/2019 2:26 PM,Verbal Warning,Male,Lane Violation,5300 S. Cottage,African American,Improper Lane Usage,No
403,Two Citations issued,4/26/2019 1:04 PM,Citation Issued,Male,Traffic Sign/Signal,5360 S Shore Dr,African American,Disobey stop sign,No
404,N/A,4/27/2019 1:43 PM,Verbal Warning,Male,Traffic Sign/Signal,6256 S Stony Island,Caucasian,disobey traffic control device,No
405,N/A,4/28/2019 10:10 AM,Verbal Warning,Female,Traffic Sign/Signal,5300 Cornell,African American,disobey stop sign,No
406,N/A,4/28/2019 12:22 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 Cornell,African American,disobey stop sign,No
407,N/A,4/28/2019 2:51 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 S Woodlawn,Asian,disobey stop sign,No
408,N/A,4/28/2019 5:39 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Dorchester ave.,African American,Stop Sign Violation,No
