,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
409,N/A,4/28/2019 8:28 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Ingleside ave.,African American,Disobeyed Traffic Signal,No
410,N/A,4/28/2019 8:52 PM,Verbal Warning,Male,Equipment,950 E. 53rd st.,African American,No Headlights when required,No
411,N/A,4/29/2019 12:17 AM,Verbal Warning,Male,Traffic Sign/Signal,5200 Drexel,African American,Stop Sign Violation,No
412,N/A,4/29/2019 2:17 AM,Verbal Warning,Female,Lane Violation,5500 Cottage Grove,African American,Improper Lane Usage,No
413,Two Citations issued,5/1/2019 3:25 PM,Citation Issued,Male,Traffic Sign/Signal,5400 S Shore Dr,African American,disobey traffic control device,No
414,N/A,5/1/2019 8:27 PM,Verbal Warning,Female,Equipment,5500 Harper,African American,No headlights when required,No
415,N/A,5/1/2019 8:31 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Ellis,Hispanic,Failed to stop at light,No
416,One Citation Issued,5/1/2019 8:53 PM,Citation Issued,Male,Traffic Sign/Signal,5500 Drexel,African American,Failed to yield to pedestrian,No
417,N/A,5/1/2019 9:47 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Kenwood,African American,Failed to stop at light,No
418,N/A,5/2/2019 2:01 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Hyde Park Blvd,African American,disobey stop sign,No
419,N/A,5/2/2019 3:35 PM,Verbal Warning,Male,Traffic Sign/Signal,6200 S Stony Island,African American,Disobey no turn on red sign,No
420,Two Citations issued,5/3/2019 8:37 PM,Citation Issued,Male,Traffic Sign/Signal,5500 S Drexel,African American,Red Light Violation,No
421,N/A,5/3/2019 8:55 PM,Verbal Warning,Female,Traffic Sign/Signal,1226 E 53rd,African American,Red Light Violation,No
422,N/A,5/4/2019 8:45 PM,Verbal Warning,Female,Traffic Sign/Signal,1605 E 55th,African American,Red Light Violation,No
423,N/A,5/5/2019 9:07 AM,Verbal Warning,Male,Equipment,5700 S Woodlawn,Hispanic,Unsafe Equipment,No
424,N/A,5/5/2019 9:05 PM,Verbal Warning,Female,Lane Violation,5511 S Cornell,African American,Wrong way down one way,No
425,N/A,5/5/2019 9:39 PM,Verbal Warning,Male,Traffic Sign/Signal,5330 S Blackstone,African American,Stop Sign Violation,No
426,N/A,5/5/2019 11:27 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S Lake Park,African American,Red Light Violation,No
427,N/A,5/6/2019 12:07 AM,Verbal Warning,Female,Lane Violation,5700 S Kenwood,African American,Wrong way down one way,No
428,N/A,5/6/2019 4:55 PM,Verbal Warning,Female,Traffic Sign/Signal,1613 E 55th St,African American,disobey traffic control device,No
429,N/A,5/6/2019 8:16 PM,Verbal Warning,Male,Lane Violation,5600 University,African American,Wrong way on a one way,No
430,N/A,5/6/2019 8:19 PM,Verbal Warning,Male,Traffic sign/signal,4900 Kimbark,African American,Failed to stop at sign,No
431,One Citation Issued,5/6/2019 8:39 PM,Citation Issued,Male,Traffic sign/signal,5300 Dorchester,African American,Failed to stop at sign,No
432,N/A,5/6/2019 9:59 PM,Verbal Warning,Female,Equipment,5711 Woodlawn,Caucasian,No headlights,No
433,N/A,5/7/2019 3:50 PM,Verbal Warning,Male,Traffic Sign/Signal,1100 E 57th Street,African American,disobey stop sign,No
434,N/A,5/7/2019 8:03 PM,Verbal Warning,Female,Traffic Sign/Signal,5000 Blackstone,African American,Failed to stop at sign,No
435,N/A,5/7/2019 8:11 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 Woodlawn,Caucasian,Failed to stop at sign,No
436,N/A,5/8/2019 5:52 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Kimbark,Hispanic,Stop Sign Violation,No
437,N/A,5/8/2019 6:48 PM,Verbal Warning,Male,Traffic sign/signal,5140 S Hyde Park Blvd,Hispanic,Stop Sign Violation,No
438,N/A,5/9/2019 9:17 AM,Verbal Warning,Female,Traffic Sign/Signal,5548 S. Dorchester,Caucasian,Disobeyed Stop Sign,No
439,N/A,5/9/2019 9:51 AM,Verbal Warning,Female,Traffic Sign/Signal,6100 S. University,African American,Disobeyed Stop Sign,No
440,N/A,5/9/2019 12:40 PM,Verbal Warning,Male,Speed,6300 S. Ellis,African American,Speeding,No
441,N/A,5/9/2019 1:26 PM,Verbal Warning,Male,Traffic Sign/Signal,1601 E. 55th Street,Hispanic,Disobeyed Stop Sign,No
442,N/A,5/9/2019 4:54 PM,Verbal Warning,Female,Traffic Sign/Signal,6200 S. Kimbark,African American,Disobeyed Stop Sign,No
443,N/A,5/9/2019 5:27 PM,Verbal Warning,Male,Moving Violation � Other,6100 S. Kimbark,African American,Improper U-Turn,No
444,N/A,5/9/2019 8:05 PM,Verbal Warning,Male,Lane Violation,W/B Midway Plaisance & Cottage Grove,African American,Improper Passing,No
445,One Citation Issued,5/9/2019 8:34 PM,Citation Issued,Male,Traffic Sign/Signal,5400 S. Woodlawn,African American,Red Light Violation,No
446,N/A,5/9/2019 10:24 PM,Verbal Warning,Female,Lane Violation,5656 S. Stony Island,African American,No Turn Signal,No
447,N/A,5/10/2019 9:53 AM,Verbal Warning,Male,Traffic Sign/Signal,1510 Harper,Caucasian,disobey traffic control device,No
448,N/A,5/10/2019 11:32 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Lake Park,African American,disobey traffic control device,No
449,N/A,5/10/2019 8:19 PM,Verbal Warning,Male,Equipment,5400 S Cornell Ave,African American,Suspected stolen vehicle,No
450,N/A,5/10/2019 9:42 PM,Verbal Warning,Female,Equipment,1519 E 55th St,African American,Driving without headlights,No
451,N/A,5/10/2019 10:01 PM,Verbal Warning,Female,Equipment,5455 S Lake Park,Caucasian,Driving without headlights,No
452,N/A,5/11/2019 1:17 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Kimbark,African American,Disobeyed traffic device,Yes
453,Four citations issued,5/11/2019 6:03 PM,Citation Issued,Female,Moving Violation � Other,1722 E 55th,African American,Driving while texting,No
454,N/A,5/11/2019 7:49 PM,Verbal Warning,Female,Traffic Sign/Signal,5000 Dorchester,Caucasian,Failed to stop at sign,No
455,N/A,5/11/2019 8:04 PM,Verbal Warning,Male,Lane Violation,5479 Woodlawn,African American,Illegal lane usage,No
456,N/A,5/11/2019 9:19 PM,Verbal Warning,Male,Moving Violation � Other,1135 E 53rd,African American,Failed to yield to vehicle,No
457,N/A,5/11/2019 9:32 PM,Verbal Warning,Male,Traffic Sign/Signal,5811 Ellis,Caucasian,Failed to stop at sign,No
458,N/A,5/11/2019 9:45 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 Kimbark,African American,Failed to stop at light,No
459,N/A,5/11/2019 9:48 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 Kenwood,Caucasian,Failed to stop at sign,No
460,N/A,5/11/2019 10:36 PM,Verbal Warning,Female,Lane Violation,5004 Blackstone,African American,Wrong way on one way,No
461,N/A,5/12/2019 9:55 AM,Verbal Warning,Male,Speed,1111 Midway Plaisance,African American,Speeding,No
462,N/A,5/12/2019 10:11 AM,Verbal Warning,Male,Speed,1155 Midway Plaisance,African American,Speeding,No
463,N/A,5/12/2019 10:29 AM,Verbal Warning,Male,Speed,1155 Midway Plaisance,Caucasian,Speeding,No
464,Two Citations issued,5/12/2019 10:55 AM,Citation Issued,Female,Speed,Midway Plaisance / Woodlawn Ave,African American,Speeding,No
465,N/A,5/12/2019 2:13 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S.Ingleside Ave,African American,Stop Sign,No
466,N/A,5/12/2019 7:23 PM,Verbal Warning,Male,Lane Violation,5000 Kenwood,African American,Illegal passing,No
467,N/A,5/12/2019 7:33 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Dorchester,African American,Failed to stop at sign,No
468,Two Citations issued,5/12/2019 8:54 PM,Citation Issued,Male,Lane Violation,5500 Lake Park,African American,Illegal lane usage,Yes
469,N/A,5/12/2019 10:24 PM,Verbal Warning,Female,Equipment,5900 Woodlawn,African American,No headlights when required,No
470,Three citations issued,5/13/2019 11:20 AM,Citation Issued,Male,Traffic Sign/Signal,5639 S Woodlawn,African American,Disobeying Traffic Control Signal,No
471,N/A,5/13/2019 12:25 PM,Verbal Warning,Female,Traffic Sign/Signal,4700 S Cottage,African American,Failure to yield to pedestrians in crosswalk,No
472,N/A,5/13/2019 2:12 PM,Verbal Warning,Male,Traffic Sign/Signal,1320 E 53rd Street,African American,Disobeyed stop sign,No
473,N/A,5/13/2019 3:59 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Drexel,African American,Disobeyed stop sign,No
474,N/A,5/13/2019 5:27 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Greenwood,Asian,Disobeyed stop sign,No
475,N/A,5/14/2019 9:50 AM,Verbal Warning,Male,Traffic sign/signal,5500 S. Lake Park,African American,Disobeyed Stop Sign,No
476,N/A,5/14/2019 2:27 PM,Verbal Warning,Male,Lane Violation,1219 E. 55TH Street,African American,Improper lane usage,No
477,N/A,5/14/2019 3:04 PM,Verbal Warning,Female,Traffic sign/signal,5900 S. Woodlawn,Caucasian,Disobeyed Stop Sign,No
478,N/A,5/14/2019 3:08 PM,Verbal Warning,Female,Lane Violation,5244 S. Greenwood,Hispanic,Improper lane usage,No
479,N/A,5/14/2019 5:02 PM,Verbal Warning,Male,Lane Violation,5500 S. Drexel,African American,Improper U-Turn,No
480,N/A,5/15/2019 4:37 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Shore Drive,Caucasian,Disobeyed Stop Sign,No
481,N/A,5/15/2019 8:12 PM,Verbal Warning,Male,Traffic sign/signal,4900 S. Kimbark,African American,Disobeyed Stop Sign,No
482,N/A,5/15/2019 10:19 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Ingleside,African American,Disobeyed Stop Sign,No
483,N/A,5/15/2019 10:30 PM,Verbal Warning,Male,Traffic sign/signal,5800 S. Woodlawn,Caucasian,Disobeyed Stop Sign,No
484,N/A,5/16/2019 12:11 PM,Verbal Warning,Female,Lane Violation,5300 Blackstone,African American,Wrong way down one way,No
485,N/A,5/16/2019 9:03 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S University,Caucasian,Stop Sign Violation,No
486,N/A,5/16/2019 11:17 PM,Verbal Warning,Male,Lane Violation,5200 S Woodlawn,African American,Lane violation,Yes
487,N/A,5/17/2019 1:16 PM,Verbal Warning,Female,Lane Violation,5700 S. DORCHESTER,Asian,Improper lane usage,No
488,N/A,5/17/2019 3:48 PM,Verbal Warning,Female,Traffic sign/signal,1321 E. 56th Street,African American,Disobeyed traffic control device,No
489,N/A,5/17/2019 3:53 PM,Verbal Warning,Female,Lane Violation,5100 S. University,Caucasian,Improper U-Turn,No
490,N/A,5/17/2019 4:17 PM,Verbal Warning,Female,Lane Violation,5900 S. Cottage Grove,African American,Improper lane usage,No
491,N/A,5/17/2019 9:20 PM,Verbal Warning,Female,Lane Violation,5330 S. Drexel,Hispanic,Wrong way on one way street,No
492,One Citation Issued,5/18/2019 2:32 AM,Citation Issued,Female,Traffic sign/signal,5300 S. Kimabrk,African American,Disobeyed Stop Sign,No
493,One Citation Issued,5/18/2019 9:18 AM,Citation Issued,Male,Lane Violation,5700 S. Woodlawn,African American,Improper Passing,No
494,N/A,5/18/2019 11:31 AM,Verbal Warning,Female,Traffic sign/signal,5500 S. Kimbark,Caucasian,Failure to yield to pedestrian in crosswalk,No
495,N/A,5/18/2019 5:18 PM,Verbal Warning,Male,Traffic sign/signal,6000 S. ELLIS,Hispanic,Disobeyed Stop Sign,No
496,N/A,5/18/2019 7:56 PM,Verbal Warning,Male,Lane Violation,6000 S. Drexel,African American,Wrong way on one way street,No
497,N/A,5/18/2019 8:34 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Blackstone,African American,Disobeyed Stop Sign,No
498,N/A,5/19/2019 1:17 AM,Verbal Warning,Female,Moving Violation - Other,5242 S. Hyde Park Blvd.,Caucasian,Cell phone violation,No
499,0,5/20/2019 8:27 PM,Verbal Warning,Male,Moving Violation � Other,5500 S University,African American,Illegal use of cell phone,No
500,0,5/20/2019 10:34 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Ellis,African American,Disobeyed traffic device,No
501,1,5/20/2019 11:13 PM,Citation Issued,Male,Lane Violation,1116 E 59th St.,African American,Driving wrong way on one way,Yes
502,0,5/21/2019 12:04 AM,Verbal Warning,Male,Lane Violation,5236 S Kenwood,African American,Improper lane position,No
503,0,5/21/2019 12:10 AM,Verbal Warning,Female,Traffic Sign/Signal,5000 S Blackstone,African American,Failed to stop at stop sign,No
504,N/A,5/21/2019 8:22 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Dorchester,Caucasian,Failure to yield to pedestrian in crosswalk,No
505,N/A,5/21/2019 8:29 PM,Verbal Warning,Female,Traffic sign/signal,4900 S. Kimbark,Caucasian,Disobeyed Stop Sign,No
506,N/A,5/22/2019 3:14 PM,Verbal Warning,Male,Moving Violation - Other,6100 S Woodlawn Ave,African American,"distracted, use of cellphone",No
507,N/A,5/23/2019 10:30 AM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Woodlawn,Caucasian,Disobeyed Stop Sign,No
508,N/A,5/23/2019 12:06 PM,Verbal Warning,Male,Lane Violation,6300 S. Woodlawn,African American,Improper Lane Usage,No
509,N/A,5/23/2019 2:02 PM,Verbal Warning,Female,Traffic Sign/Signal,1201 E. Midway Plaisance,Asian,Disobeyed Traffic Control,No
510,N/A,5/23/2019 2:09 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Kenwood,African American,Disobeyed Stop Sign,No
511,N/A,5/23/2019 3:26 PM,Verbal Warning,Female,Traffic Sign/Signal,5600 S. Harper,African American,Disobeyed Stop Sign,No
512,N/A,5/23/2019 8:33 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Ellis,African American,Stop Sign Violation,No
513,N/A,5/23/2019 10:25 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Drexel,African American,Red Light Violation,No
514,N/A,5/23/2019 10:53 PM,Verbal Warning,Male,Moving Violation � Other,W/B Midway Plaisance & Woodlawn,Hispanic,Using Cell Phone,No
515,N/A,5/24/2019 4:07 PM,Verbal Warning,Male,Traffic Sign/Signal,6022 S. Stony Island,Caucasian,disobey red light,No
516,N/A,5/24/2019 4:16 PM,Verbal Warning,Female,Lane Violation,5500 S. Ridgewood CT.,African American,improper  lane usage,No
517,N/A,5/24/2019 4:41 PM,Verbal Warning,Female,Lane Violation,5500 S. Ridgewood CT.,African American,improper  lane usage,No
518,N/A,5/24/2019 5:44 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 Ellis,Caucasian,Failed to stop at sign,No
519,N/A,5/24/2019 6:59 PM,Verbal Warning,Male,Lane Violation,1458 E 55th,Caucasian,Right turn in front of CTA Bus,No
520,N/A,5/24/2019 7:55 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 Dorchester,African American,Failed to stop at sign,No
521,N/A,5/24/2019 10:21 PM,Verbal Warning,Female,Equipment,6300 Greenwood,African American,Driving without headlights,No
522,N/A,5/24/2019 10:24 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 Kimbark,African American,Failed to stop at sign,No
523,Two Citations issued,5/24/2019 10:57 PM,Citation Issued,Male,Equipment,1427 E 60th,African American,Driving without headlights,Yes
524,One Citation Issued,5/25/2019 10:27 AM,Citation Issued,Male,Traffic Sign/Signal,5224 S. Lake Park Ave,African American,Red Light Violation,No
525,N/A,5/25/2019 2:39 PM,Verbal Warning,Male,Lane Violation,5825 S. Ellis Ave,African American,Wrong Way,No
526,N/A,5/25/2019 8:33 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 S. Kimbark ave.,Caucasian,Failure to Stop at a stop sign,No
527,N/A,5/25/2019 11:31 PM,Verbal Warning,Female,Equipment,5700 S. Woodlawn ave.,African American,No Headlights when required,No
528,N/A,5/26/2019 12:23 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S. Lake Park Ave,African American,Red Light Violation,No
529,N/A,5/26/2019 2:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5540 S. Hyde Park Blvd,Caucasian,No turn on Red,No
530,N/A,5/26/2019 9:48 PM,Verbal Warning,Female,Lane Violation,5234 Blackstone,African American,Wrong way on a one way,No
531,N/A,5/26/2019 1:27 AM,Verbal Warning,Male,Traffic Sign/Signal,6100 Woodlawn,Caucasian,Failed to stop at light,No
532,N/A,5/27/2019 12:45 PM,Verbal Warning,Male,Traffic Sign/Signal,5748 S Woodlawn Ave,African American,Disobeyed traffic control,No
533,N/A,5/28/2019 12:38 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Lake Park,African American,Stop Sign Violation,No
534,Two Citations issued,5/28/2019 2:37 AM,Citation Issued,Male,Lane Violation,5600 S. Woodlawn,African American,Wrong Way Down One-Way,No
535,N/A,5/28/2019 9:42 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Ingleside,African American,Disobeyed stop,No
536,N/A,5/29/2019 4:00 PM,Verbal Warning,Female,Traffic sign/signal,5548 S Woodlawn,Caucasian,No turn on red,No
537,N/A,5/29/2019 7:45 PM,Verbal Warning,Male,Lane Violation,5100 Kimbark,African American,Wrong way on a one way,No
538,N/A,5/29/2019 8:27 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 Dorchester,African American,Failed to stop at sign,No
539,N/A,5/29/2019 8:30 PM,Verbal Warning,Male,Traffic Sign/Signal,1231 E 53rd,African American,Failed to stop at sign,No
540,N/A,5/30/2019 11:07 PM,Verbal Warning,Female,Traffic Sign/Signal,6000 Woodlawn,African American,Failed to stop at sign,No
541,N/A,5/30/2019 11:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 Woodlawn,Caucasian,Failed to stop at sign,No
542,N/A,5/31/2019 8:39 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S. Maryland,African American,Improper Turn,No
543,N/A,5/31/2019 11:52 AM,Verbal Warning,Male,Traffic Sign/Signal,5600 S. Ellis,Caucasian,"Failure to Yield to Pedestrian in
Crosswalk",No
544,N/A,5/31/2019 12:06 PM,Verbal Warning,Male,Traffic Sign/Signal,950 E. Midway,African American,Disobeying Traffic Control Device,No
545,N/A,5/31/2019 4:02 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S. Hyde Park,African American,Disobeying Traffic Control Signal,No
546,Two Citations issued,5/31/2019 4:39 PM,Citation Issued,Female,License Plate/Registration,5330 S. Lake Park,Caucasian,Improper Use of Registration,No
547,N/A,5/31/2019 8:59 PM,Verbal Warning,Male,Lane Violation,5000 S Cottage Grove,African American,Cutting Across Traffic Lanes,No
548,N/A,5/31/2019 9:02 PM,Verbal Warning,Male,Lane Violation,5700 S Harper,Caucasian,Wrong way on one-way,No
549,N/A,5/31/2019 9:17 PM,Verbal Warning,Female,Lane Violation,5626 S Blackstone,African American,Wrong way on one-way,No
550,N/A,5/31/2019 9:46 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Kimbark,African American,Stop Sign Violation,No
551,N/A,5/31/2019 11:38 PM,Verbal Warning,Male,Traffic Sign/Signal,6400 S Kimbark,African American,Red Light Violation,No
552,N/A,5/31/2019 11:53 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S Lake Park,African American,Red Light Violation,No
553,N/A,6/1/2019 1:37 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Kenwood,African American,"Failure to Yield to Pedestrain in
Crosswalk",No
554,N/A,6/1/2019 1:57 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S. Woodlawn,African American,Disobeying Traffic Control Signal,No
555,N/A,6/1/2019 6:44 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Greenwood,African American,Stop Sign Violation,No
556,N/A,6/1/2019 7:34 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Ellis,Caucasian,Stop Sign Violation,No
557,N/A,6/1/2019 9:20 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S. Ellis,Caucasian,Stop Sign Violation,No
558,N/A,6/1/2019 11:33 PM,Verbal Warning,Male,Lane Violation,E/B Midway & Woodlawn,African American,Wrong Way On One-Way,No
559,N/A,6/2/2019 11:06 AM,Verbal Warning,Male,Traffic Sign/Signal,1100 E. Midway Plaisance,African American,Disobeying Traffic Control Signal,No
560,N/A,6/2/2019 11:55 AM,Verbal Warning,Female,Traffic Sign/Signal,5600 S. Stony Island,African American,Disobeying Traffic Control Signal,No
561,Two Citations issued,6/2/2019 3:26 PM,Citation Issued,Male,Traffic Sign/Signal,1400 E. 55th St,African American,Disobeyed Stop Sign,No
562,N/A,6/3/2019 7:34 PM,Verbal Warning,Female,Lane Violation,Midway at Dorchester,Asian,Wrong way on a one way,No
563,N/A,6/3/2019 7:56 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Cottage,African American,Failed to stop at sign,Yes
564,N/A,6/3/2019 9:16 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 Drexel,African American,Failed to stop at sign,No
565,N/A,6/3/2019 10:25 PM,Verbal Warning,Male,Equipment,5100 Kenwood,African American,No headlights when required.,No
566,N/A,6/3/2019 11:50 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 Ellis,Caucasian,Failed to stop at sign,No
567,N/A,6/3/2019 11:56 PM,Verbal Warning,Male,Equipment,Cottage & Payne,African American,No headlights when required.,No
568,N/A,6/4/2019 7:56 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 Dorchester,African American,Failed to stop at sign,No
569,N/A,6/4/2019 8:21 PM,Verbal Warning,Male,Lane Violation,5300 Kenwood,African American,Drifting over center of lane,No
570,N/A,6/4/2019 8:53 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 Kenwood,African American,Failed to stop at light,No
571,N/A,6/4/2019 11:15 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 University,Asian,Failed to stop at sign,No
572,Two Citations issued,6/4/2019 9:28 PM,Citation Issued,Male,Equipment,5358 Blackstone,African American,No headlights when required,Yes
573,N/A,6/5/2019 10:00 PM,Verbal Warning,Male,Lane Violation,5330 S Hyde Park Blvd,Caucasian,No Turn Signal,No
574,N/A,6/6/2019 6:03 PM,Verbal Warning,Female,Traffic sign/signal,5700 S. Woodlawn,African American,Disobeyed Stop Sign,No
575,N/A,6/6/2019 9:48 PM,Verbal Warning,Female,Equipment,4900 S. Greenwood,African American,No headlights when required,No
576,N/A,6/6/2019 10:26 PM,Verbal Warning,Male,Traffic sign/signal,1330 E. 53rd Street,African American,Disobeyed Stop Sign,No
577,N/A,6/7/2019 10:29 AM,Verbal Warning,Male,Traffic sign/signal,Midway/Greenwood,African American,Disobey redlight,No
578,N/A,6/7/2019 7:59 PM,Verbal Warning,Female,Traffic sign/signal,4900 Greenwood,African American,Failed to stop at sign,No
579,Three citations issued,6/7/2019 11:18 PM,Citation Issued,Male,Traffic sign/signal,6000 Cottage,African American,Failed to stop at light,Yes
580,N/A,6/8/2019 9:24 PM,Verbal Warning,Male,Traffic sign/signal,5300 Ellis,African American,Failed to stop at sign,No
581,N/A,6/8/2019 9:59 PM,Verbal Warning,Male,Lane Violation,5600 Lake Park,African American,Driving through parking lanes,No
582,N/A,6/8/2019 11:02 PM,Verbal Warning,Female,Traffic sign/signal,5500 Cottage,African American,Failed top stop at light,No
583,N/A,6/8/2019 11:33 PM,Verbal Warning,Male,Lane Violation,5500 Cottage,African American,Failed to signal,No
584,N/A,6/8/2019 11:59 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Ingleside ave.,African American,Failed top stop at light,Yes
585,N/A,6/9/2019 9:28 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Ellis,African American,Disobeyed traffic light,No
586,N/A,6/10/2019 12:27 AM,Verbal Warning,Male,Lane Violation,5700 S Ellis,African American,Failed to maintain lane position,No
587,N/A,6/10/2019 8:00 AM,Verbal Warning,Male,Traffic sign/signal,6000 S Woodlawn,African American,Disobeying Traffic Control Signal,No
588,N/A,6/10/2019 8:50 AM,Verbal Warning,Male,Lane Violation,4900 S Cottage,African American,Improper overtaking on right,No
589,Four citations issued,6/10/2019 12:54 PM,Citation Issued,Male,Moving Violation - Other,6300 S Dorchester,African American,Failure to use turn signal,No
590,N/A,6/10/2019 7:43 PM,Verbal Warning,Male,Lane Violation,1542 E 54th Place,Caucasian,Driving in wrong lane,No
591,N/A,6/11/2019 9:22 AM,Verbal Warning,Female,Lane Violation,6200 S. Cottage,African American,Improper Left Turn,No
592,N/A,6/11/2019 11:27 AM,Verbal Warning,Female,Traffic Sign/Signal,5211 S. University,Caucasian,"Failure to Yield to Pedestrain in
Crosswalk",No
593,N/A,6/11/2019 12:02 PM,Verbal Warning,Female,Lane Violation,6300 S. Woodlawn,African American,Improper Passing,No
594,N/A,6/11/2019 12:14 PM,Verbal Warning,Male,Lane Violation,5300 S. Hyde Park,Caucasian,Improper Turn,No
595,N/A,6/11/2019 1:29 PM,Verbal Warning,Female,Traffic Sign/Signal,1400 E. Midway,Asian,Disobeying Stop Sign,No
596,N/A,6/11/2019 2:28 PM,Verbal Warning,Female,Traffic Sign/Signal,5314 S. Cornell,African American,Disobeying Traffic Control Signal,No
597,N/A,6/11/2019 5:32 PM,Verbal Warning,Male,Traffic sign/signal,4900 S Cornell,African American,Stop Sign Violation,No
598,N/A,6/11/2019 11:30 PM,Verbal Warning,Female,Traffic Sign/Signal,E/B Midway & Dorchester,African American,Stop Sign Violation,No
599,N/A,6/12/19 8:23 PM,Verbal Warning,Male,Equipment,5049 Cottage,African American,non-operational taillight,No
600,N/A,6/12/19 9:45 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Greenwood,Asian,Failed to stop at light,No
601,N/A,6/12/19 9:54 PM,Verbal Warning,Male,Lane Violation,5400 Kimbark,Caucasian,wrong way on a one way,No
602,N/A,6/12/19 10:14 PM,Verbal Warning,Male,Speed,800 Midway Plaisance,African American,speeding,No
603,N/A,6/12/19 10:23 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 Dorchester,African American,Failed to stop at sign,No
604,N/A,6/12/19 10:34 PM,Verbal Warning,Female,Lane Violation,5500 Drexel,Hispanic,Lane violation,No
605,N/A,6/12/19 10:38 PM,Verbal Warning,Female,Equipment,5500 Greenwood,Caucasian,No headlights,No
606,N/A,6/12/19 11:07 PM,Verbal Warning,Female,Lane Violation,5500 Cottage,African American,Illegal turn,No
607,N/A,6/13/19 12:57 AM,Verbal Warning,Female,Lane Violation,5400 Ellis,African American,wrong way on a one way,No
608,N/A,6/14/2019 9:52 AM,Verbal Warning,Female,Traffic sign/signal,5500 S. Woodlawn,African American,Disobeyed Stop Sign,No
609,N/A,6/14/2019 2:14 PM,Verbal Warning,Female,Traffic sign/signal,5400 S. Hyde Park,African American,Disobeyed traffic control device,No
610,N/A,6/14/2019 2:37 PM,Verbal Warning,Male,Traffic sign/signal,6300 S. Greenwood,African American,Disobeyed traffic control device,No
611,Two Citation Issued,6/14/2019 4:32 PM,Citations Issued,Male,Lane Violation,6100 S. Cottage Grove,African American,Improper Turn,No
612,N/A,6/14/2019 4:33 PM,Verbal Warning,Male,Traffic sign/signal,5481 S. Drexel,African American,Disobeyed Stop Sign,No
613,N/A,6/14/2019 5:44 PM,Verbal Warning,Female,Lane Violation,5600 S. Harper,Hispanic,Wrong way on one way street,No
614,N/A,6/14/2019 7:29 PM,Verbal Warning,Male,Traffic sign/signal,5600 S. Blackstone,African American,Disobeyed Stop Sign,No
615,N/A,6/15/2019 3:28 PM,Verbal Warning,Female,Traffic sign/signal,5300 S. Woodlawn,African American,Disobeyed traffic control device,No
