,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
1280,N/A,9/30/2018 6:39 PM,Verbal Warning,Male,Speed,1407 E 60th,African American,Speeding/Squealing tires,No
1281,N/A,9/30/2018 11:11 PM,Verbal Warning,Male,Traffic sign/signal,5500 Woodlawn,Caucasian,Failed to stop at sign,No
1282,N/A,10/1/2018 10:37 AM,Verbal Warning,Male,Traffic sign/signal,6200 S Cottage Grove,African American,Disobeying Traffic Control Device,No
1283,N/A,10/2/2018 3:15 PM,Verbal Warning,Male,Traffic sign/signal,1458 E 51st Street,African American,Disobeying Traffic Control Signal,No
1284,Two Citations issued,10/2/2018 5:48 PM,Citation Issued,Female,Lane Violation,57th and Ellis,African American,Improper Passing,No
1285,N/A,10/2/2018 10:50 PM,Verbal Warning,Female,Lane Violation,5700 S Harper,African American,Wrong way on one way road,No
1286,N/A,10/3/2018 1:24 PM,Verbal Warning,Male,Traffic Sign/Signal,4900 S. Drexel Ave,African American,Disobey Stop Sign,No
1287,N/A,10/3/2018 1:29 PM,Verbal Warning,Male,Lane Violation,5100 S. Evans Ave,African American,Right turn in front of bus,No
1288,N/A,10/3/2018 2:57 PM,Verbal Warning,Male,Traffic Sign/Signal,6045 S. Greenwood Ave,Caucasian,Disobey Stop Sign,No
1289,N/A,10/3/2018 5:05 PM,Verbal Warning,Male,Traffic Sign/Signal,5428 S. Lake Park Ave,Asian,Red Light Violation,No
1290,N/A,10/3/2018 9:18 PM,Verbal Warning,Male,Traffic sign/signal,5100 Kimbark,Caucasian,Failure to stop at sign,No
1291,N/A,10/4/2018 7:29 AM,Verbal Warning,Male,Traffic Sign/Signal,EB Midway / Woodlawn,Asian,Disobeyed traffic control device,No
1292,N/A,10/4/2018 12:30 PM,Verbal Warning,Male,Traffic Sign/Signal,1125 E. 53rd Street,African American,Disobeyed Stop Sign,No
1293,N/A,10/4/2018 7:43 PM,Verbal Warning,Male,Traffic Sign/Signal,1606 E 50th,African American,Disobeyed traffic control device,No
1294,N/A,10/4/2018 8:28 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 Blackstone,African American,Disobeyed Stop Sign,No
1295,N/A,10/4/2018 9:08 PM,Verbal Warning,Male,Lane Violation,5700 Everett,African American,Wrong way on a one way street,No
1296,N/A,10/4/2018 9:56 PM,Verbal Warning,Female,Equipment,5500 Kimbark,Caucasian,No headlights when required,No
1297,N/A,10/4/2018 10:11 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Lake Park,African American,Disobeyed traffic light,No
1298,N/A,10/5/2018 12:02 AM,Verbal Warning,Male,Traffic Sign/Signal,5400 Drexel,African American,Disobeyed traffic sign,No
1299,Two Citations issued,10/5/2018 12:36 AM,Citation Issued,Male,Traffic Sign/Signal,5700 Cottage,African American,Disobeyed traffic sign,Yes
1300,N/A,10/6/2018 9:00 PM,Verbal Warning,Female,Traffic sign/signal,5100 S Cottage Grove,African American,Red Light Violation,No
1301,N/A,10/6/2018 9:00 PM,Verbal Warning,Female,Traffic sign/signal,5100 S Cottage Grove,African American,Red Light Violation,No
1302,N/A,10/7/2018 8:11 PM,Verbal Warning,Female,Traffic sign/signal,5500 S Dorchester,African American,Stop sign violation,No
1303,N/A,10/7/2018 9:30 PM,Verbal Warning,Male,Traffic sign/signal,5300 S Woodlawn,African American,Stop sign violation,No
1304,N/A,10/8/2018 12:32 AM,Verbal Warning,Male,Traffic sign/signal,1412 E 55th St,African American,No Turn On Red Violation,No
1305,N/A,10/8/2018 12:54 PM,Verbal Warning,Female,Traffic sign/signal,5035 S Drexel,African American,Disobeyed traffic control device,No
1306,One Citation Issued,10/8/2018 8:16 PM,Citation Issued,Male,Moving Violation � Other,5500 S Lake Park,African American,Operating vehicle while on cell phone,No
1307,N/A,10/8/2018 9:08 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S Hyde Park Blvd,African American,Disobeyed Stop Sign,No
1308,One Citation Issued,10/8/2018 9:30 PM,Citation Issued,Male,Traffic Sign/Signal,5500 S Kenwood Ave,Caucasian,Disobeyed Red Light,No
1309,N/A,10/8/2018 11:54 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Shore Dr,African American,Disobeyed Stop Sign,No
1310,Two Citations issued,10/9/2018 6:34 PM,Citation Issued,Male,Lane Violation,5500  Lake Park Ave.,African American,Improper Turn,No
1311,N/A,10/9/2018 8:30 PM,Verbal Warning,Female,Traffic sign/signal,4900 Drexel Ave.,African American,Failure to stop at stop sign,No
1312,N/A,10/9/2018 10:17 PM,Verbal Warning,Male,Traffic sign/signal,5500 Cottage Grove,African American,Failure to yield for pedestrians,No
1313,N/A,10/10/2018 12:02 AM,Verbal Warning,Female,Equipment,5500 S Ellis,African American,Equipment violation,No
1314,N/A,10/10/2018 1:34 AM,Verbal Warning,Male,Traffic sign/signal,5700 S Stony Island,African American,Disobeyed traffic control device,No
1315,N/A,10/10/2018 9:54 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Kimbark,Caucasian,Disobeying Traffic Control Device,No
1316,N/A,10/10/2018 12:50 PM,Verbal Warning,Female,Traffic Sign/Signal,1134 E. 49th Street,African American,Disobeyed Stop Sign,No
1317,N/A,10/10/2018 1:00 PM,Verbal Warning,Male,Traffic Sign/Signal,4700 S. Lake Park,African American,Improper Turn (where signs restricted),No
1318,N/A,10/11/2018 8:30 AM,Verbal Warning,Female,Traffic Sign/Signal,4700 S. Greenwood,African American,Disobeying Stop Sign,No
1319,N/A,10/11/2018 9:51 AM,Verbal Warning,Female,Lane Violation,5641 S. Blackstone,African American,Improper Lane Usage,No
1320,N/A,10/11/2018 4:09 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S. Hyde Park,African American,Disobeying Stop  Sign,No
1321,N/A,10/11/2018 6:02 PM,Verbal Warning,Male,Lane Violation,5500 S. Kimbark,African American,Improper Lane Usage - Laned Roadways,No
1322,N/A,10/11/2018 9:08 PM,Verbal Warning,Female,Lane Violation,5500 S. Drexel,African American,Improper Lane Usage - Laned Roadways,No
1323,N/A,10/11/2018 10:19 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S. Stony Island,African American,Stop Sign Violation,No
1324,N/A,10/12/2018 11:24 AM,Verbal Warning,Female,Traffic Sign/Signal,5400 S. Lake Park,African American,Disobeyed traffic control device,No
1325,N/A,10/12/2018 4:32 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. University,African American,Disobeyed Stop Sign,No
1326,N/A,10/12/2018 5:50 PM,Verbal Warning,Male,Moving Violation � Other,4900 East End,African American,Cell phone violation,No
1327,N/A,10/12/2018 6:54 PM,Verbal Warning,Female,Lane Violation,5900 Dorchester,African American,Wrong way on one way,No
1328,N/A,10/12/2018 7:22 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 University,Hispanic,Traffic Light Violation,No
1329,Three citations issued,10/12/2018 8:22 PM,Citation Issued,Male,Traffic Sign/Signal,5500 Lake Park,African American,Traffic Light Violation,Yes
1330,Two Citations issued,10/13/2018 12:29 AM,Citation Issued,Male,Traffic Sign/Signal,1000 Midway Plaisance,African American,Traffic Light Violation,No
1331,N/A,10/13/2018 9:11 AM,Verbal Warning,Male,Speed,Midway Plaisance/Woodlawn,African American,Speeding,No
1332,Two Citations issued,10/13/2018 9:43 AM,Citation Issued,Male,Speed,Midway Plaisance/ Maryland,African American,Speeding,No
1333,N/A,10/13/2018 1:42 PM,Verbal Warning,Male,License Plate/Registration,800 E. 55th St.,African American,Unlawful possession of reg. plate,No
1334,N/A,10/13/2018 6:38 PM,Verbal Warning,Male,Equipment,4500 Woodlawn,Caucasian,Tail light not working,No
1335,N/A,10/13/2018 6:56 PM,Verbal Warning,Male,Lane Violation,5100 Cornell,African American,Improper right turn,No
1336,N/A,10/13/2018 7:55 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 Greenwood,African American,Failed to stop at sign,No
1337,N/A,10/13/2018 8:31 PM,Verbal Warning,Male,Lane Violation,4800 Kimbark,African American,Illegal U-Turn,No
1338,N/A,10/13/2018 9:42 PM,Verbal Warning,Male,Equipment,5700 Kimbark,Caucasian,Tail light not working,No
1339,N/A,10/13/2018 10:37 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Drexel,African American,Failed to stop at sign,No
1340,N/A,10/13/2018 11:12 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Cornell,African American,Failed to stop at sign,No
1341,One Citation Issued,10/13/2018 11:43 PM,Citation Issued,Male,Traffic Sign/Signal,5600 Everett,African American,Failed to stop at sign,No
1342,One Citation Issued,10/13/2018 11:43 PM,Citation Issued,Female,Traffic Sign/Signal,5300 Cornell,African American,Failed to stop at light,No
1343,N/A,10/14/2018 9:48 AM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Lake Park,African American,Disobeyed traffic control device,No
1344,N/A,10/14/2018 1:19 PM,Verbal Warning,Male,Lane Violation,6000 S. Ingleside,Asian,Wrong way on one way,No
1345,N/A,10/14/2018 2:20 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S. Lake Park,African American,Disobeyed traffic control device,No
1346,N/A,10/14/2018 2:24 PM,Verbal Warning,Male,Lane Violation,1455 E. 51st ST.,African American,Blocking roadway,No
1347,N/A,10/14/2018 4:28 PM,Verbal Warning,Female,Traffic Sign/Signal,1623 E. 51st ST.,African American,Disobeyed Stop Sign,No
1348,N/A,10/14/2018 4:48 PM,Verbal Warning,Male,Traffic Sign/Signal,1515 E. 51st St,Caucasian,Disobeyed traffic control device,No
1349,One Citation Issued,10/14/2018 9:28 PM,Citation Issued,Male,Traffic Sign/Signal,5400 Lake Park,African American,Failed to yield to a pedestrian,No
1350,One Citation Issued,10/14/2018 11:49 PM,Citation Issued,Male,Lane Violation,4900 Drexel,African American,Wrong way on one way,No
1351,One Citation Issued,10/15/2018 1:53 AM,Citation Issued,Male,Traffic Sign/Signal,5800 Cottage,African American,Traffic light violation,No
1352,N/A,10/15/2018 10:43 AM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Cottage Grove,African American,Disobeying Traffic Control Device,No
1353,N/A,10/15/2018 12:07 PM,Verbal Warning,Male,Lane Violation,5500 S. Ingleside Avenue,African American,Improper Lane Usage,No
1354,N/A,10/15/2018 7:56 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S. Harper,African American,Stop Sign Violation,No
1355,N/A,10/15/2018 8:19 PM,Verbal Warning,Female,Equipment,5000 S. Woodlawn,Caucasian,No Headlights When Required,No
1356,N/A,10/15/2018 9:39 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S. Lake Park,Caucasian,Red Light Violation,No
1357,N/A,10/16/2018 8:58 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. University Avenue,Caucasian,"Failure to Yield to Pedestrian in
Crosswalk",No
1358,N/A,10/16/2018 2:55 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. University,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
1359,N/A,10/16/2018 4:52 PM,Verbal Warning,Male,Lane Violation,5500 S. University,African American,Improper Usage,No
1360,N/A,10/17/2018 12:20 AM,Verbal Warning,Female,Lane Violation,5400 S University,African American,Wrong Way Down One Way Street,No
1361,N/A,10/17/2018 9:31 AM,Verbal Warning,Female,Lane Violation,6232 S. University,Caucasian,Driving down one-way,No
1362,N/A,10/17/2018 10:38 AM,Verbal Warning,Male,Traffic Sign/Signal,1422 E. 55th ST,Caucasian,Disobey traffic control device,No
1363,N/A,10/17/2018 4:45 PM,Verbal Warning,Male,Traffic Sign/Signal,1131 E. 57th St,African American,Disobey traffic control device,No
1364,N/A,10/17/2018 5:28 PM,Verbal Warning,Male,Traffic Sign/Signal,1606 E. Hyde Park Blvd,African American,Disobey traffic control device,No
1365,N/A,10/17/2018 7:42 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 Blackstone,African American,Disobeyed stop sign,No
1366,N/A,10/17/2018 9:51 PM,Verbal Warning,Female,Equipment,5100 S Drexel,African American,Operating without headlamps,No
1367,N/A,10/17/2018 11:35 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Hyde Park Blvd,African American,Disobeyed stop sign,No
1368,N/A,10/18/2018 9:34 PM,Verbal Warning,Male,Traffic sign/signal,1506 E 53rd St,African American,Disobeyed traffic light,No
1369,N/A,10/19/2018 9:15AM,Verbal Warning,Female,Lane Violation,5500 S. Woodlawn,African American,Improper Turn,No
1370,N/A,10/19/2018 4:10 PM,verbal Warning,Female,Lane Violation,5500 S. University,African American,Improper lane usage,No
1371,Two Citations issued,10/19/2018 11:36 PM,Citations Issued,Female,Equipment,5100 S. University,African American,No headlights when required,No
1372,One Citation Issued,10/20/2018 12:53 PM,Citation Issued,Male,Traffic sign/signal,824 S. 43rd Street,Hispanic,Disobeyed traffic control device,No
1373,One Citation Issued,10/20/2018 8:29 PM,Citation Issued,Female,Traffic sign/signal,5500 S. Dorchester,African American,Disobeyed Stop Sign,No
1374,N/A,10/21/2018 3:35 PM,Verbal Warning,Female,Lane Violation,6200 S. Cottage Grove,African American,Improper Turn,No
1375,Two Citations issued,10/21/2018 4:11 PM,Citations Issued,Female,Traffic sign/signal,5015 S. Blackstone,African American,Disobeyed traffic control device,No
1376,Two Citations issued,10/21/2018 4:50 PM,Citations Issued,Female,Traffic sign/signal,5050 S. Lake Park,African American,Disobeyed Stop Sign,No
1377,One Citation Issued,10/22/2018 9:50 AM,Citation Issued,Male,Lane Violation,1500 E. 55th Street,Hispanic,Improper Turn,No
1378,N/A,10/22/2018 10:58 PM,Verbal Warning,Male,Traffic sign/signal,5102 S. Cottage Grove,African American,Disobeyed Stop Sign,Yes
1379,N/A,10/22/2018 11:47 PM,Verbal Warning,Female,Traffic sign/signal,5500 S. Harper,African American,Disobeyed Stop Sign,No
1380,N/A,10/23/2018 2:21 PM,verbal Warning,Male,Traffic sign/signal,5200 S. Lake Park,Caucasian,Disobeyed traffic control device,No
1381,N/A,10/23/2018 3:05 PM,Verbal Warning,Male,Lane Violation,5400 S. Cottage Grove,African American,Improper Turn,No
1382,N/A,10/24/2018 12:54 PM,Verbal Warning,Male,Lane Violation,4132 S. Lake Park,African American,Improper lane usage,No
1383,N/A,10/24/2018 1:52 PM,Verbal Warning,Male,Traffic sign/signal,1532 E. 53rd Street,African American,Disobeyed Stop Sign,No
1384,Two Citations issued,10/24/2018 6:50 PM,Citations Issued,Male,Moving Violation - Other,5244 S. Kimbark,African American,Wrong way on one way street,No
1385,N/A,10/24/2018 10:10 PM,Verbal Warning,Female,Traffic sign/signal,5400 S. Woodlawn,Caucasian,Disobeyed Stop Sign,No
1386,N/A,10/25/2018 9:36 PM,Verbal Warning,Female,Lane Violation,1350 E. 53rd Street,African American,Improper U-Turn,No
1387,N/A,10/26/2018 8:48 AM,Verbal Warning,Female,Traffic Sign/Signal,1426 E. 55th ST.,Caucasian,Disobeyed traffic control device,No
1388,N/A,10/26/2018 9:06 AM,Verbal Warning,Female,Lane Violation,5600 S. Lake Park,African American,Improper lane usage,No
1389,One Citation Issued,10/26/2018 4:05 PM,Citation Issued,Male,Traffic Sign/Signal,5500 S. Woodlawn,African American,Disobeyed Red Light,No
1390,N/A,10/26/2018 6:09 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Ellis,African American,Failed to yield to pedestrian,No
1391,One Citation Issued,10/27/2018 3:09 AM,Citation Issued,Male,License Plate/Registration,1345 E. Park Place,African American,Expired Registration,No
1392,N/A,10/27/2018 9:14 AM,Verbal Warning,Male,Speed,1130 Midway Plaisance,African American,Speeding,No
1393,N/A,10/27/2018 9:29 AM,Verbal Warning,Male,Speed,Midway  Plaisance/Woodlawn,African  American,Speeding,No
1394,N/A,10/27/2018 9:48 AM,Verbal Warning,Male,Speed,Midway  Plaisance/Woodlawn,African  American,Speeding,No
1395,N/A,10/27/2018 10:03 AM,Verbal Warning,Female,Speed,Midway  Plaisance/Woodlawn,African  American,Speeding,No
1396,Four citations issued,10/27/2018 10:22 AM,Citation  Issued,Male,Speed,Midway  Plaisance/Woodlawn,African  American,Speeding,Yes
1397,N/A,10/27/2018 8:02 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Dorchester,African American,Traffic Sign Violation,No
1398,N/A,10/27/2018 11:30 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Cornell,African American,Traffic Sign Violation,No
1399,N/A,10/27/2018 11:33 PM,Verbal Warning,Male,Lane Violation,5500 Kimbark,Caucasian,Illegal lane usage,No
1400,N/A,10/28/2018 8:34 PM,Verbal Warning,Male,Traffic Sign/Signal,1155 E 54th,African American,Traffic Light Violation,Yes
1401,N/A,10/28/2018 9:51 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 Ellis,African American,Traffic Light Violation,No
1402,N/A,10/30/2018 11:33 AM,Verbal Warning,Female,Lane Violation,5900 S Blackstone,Caucasian,Improper lane usage,No
1403,N/A,10/30/2018 9:22 PM,Verbal Warning,Male,Moving Violation - Other,1346 E 53rd,African American,Improper backing,No
1404,N/A,10/31/2018 10:18 PM,Verbal Warning,Male,Traffic sign/signal,5500 University,African American,Traffic Light Violation,No
1405,One Citation Issued,11/1/2018 7:23 PM,Citation Issued,Male,Traffic Sign/Signal,5100 Blackstone,African American,Disobeyed Traffic Sign,No
1406,N/A,11/1/2018 8:10 PM,Verbal Warning,Male,Lane Violation,5500 Greenwood,African American,Illegal lane use,No
1407,N/A,11/1/2018 8:58 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 Kimbark,African American,Disobeyed Traffic Sign,No
1408,N/A,11/1/2018 8:58 PM,Verbal Warning,Male,Lane Violation,5500 Lake Park,African American,Illegal lane use,No
1409,N/A,11/1/2018 9:51 PM,Verbal Warning,Male,Moving Violation � Other,5100 Blackstone,African American,Failed to yield,No
1410,N/A,11/2/2018 13:30,Verbal Warning,Male,Traffic sign/signal,5500 S Harper,Caucasian,Disobeyed Stop Sign,No
1411,One Citation Issued,11/2/2018 11:51 PM,Citation Issued,Male,Traffic sign/signal,5300 S Kimbark,African American,Stop Sign Violation,No
1412,N/A,11/3/2018 10:23 AM,Verbal Warning,Female,Traffic sign/signal,5500 S Hyde Park,Caucasian,Disobeying Traffic Control Device,No
1413,N/A,11/3/2018 12:22 PM,Verbal Warning,Female,Traffic sign/signal,5500 S Kenwood Ave,African American,Failure to yield to pedestrian in crosswalk,No
1414,N/A,11/3/2018 9:31 PM,Verbal Warning,Male,Lane Violation,5432 S University,Asian,Wrong way down one way,No
1415,Two Citations issued,11/3/2018 11:12 PM,Citation Issued,Female,Equipment,5110 S University,African American,No Headlights When Required,No
1416,One Citation Issued,11/4/2018 1:27 AM,Citation Issued,Male,Traffic Sign/Signal,5300 S Drexel,African American,Stop Sign Violation,No
1417,N/A,11/4/2018 11:59 AM,Verbal Warning,Female,Lane Violation,5700 S Blackstone,Caucasian,Improper Lane Usage,No
1418,N/A,11/4/2018 9:15 PM,Verbal Warning,Male,Equipment,5100 S Cornell,Asian,No Headlights When Required,No
1419,N/A,11/4/2018 11:59 PM,Verbal Warning,Female,Lane Violation,5900 S Woodlawn,Caucasian,Wrong way on one way,No
1420,N/A,11/5/2018 5:53 AM,Verbal Warning,Male,Traffic sign/signal,Midway Plaisance & Ellis,African American,Disobeyed traffic control device,No
1421,N/A,11/5/2018 7:49 AM,Verbal Warning,Female,Traffic sign/signal,6300 S. University,African American,Disobeyed Stop Sign,No
1422,N/A,11/5/2018 8:54 AM,Verbal Warning,Female,Traffic sign/signal,1633 E. 55th Street,African American,Disobeyed traffic control device,No
1423,N/A,11/5/2018 2:26 PM,Verbal Warning,Male,Traffic sign/signal,5600 S. Hyde Park Blvd,Caucasian,Disobeyed traffic control device,No
1424,N/A,11/5/2018 4:29 PM,Verbal Warning,Male,Traffic sign/signal,5536 S. Hyde Park Blvd,Caucasian,Disobeyed traffic control device,No
1425,N/A,11/5/2018 6:29 PM,Verbal Warning,Female,Traffic sign/signal,5336 S. Hyde Park Blvd,African American,Disobeyed traffic control device,No
1426,N/A,11/5/2018 8:14 PM,Verbal Warning,Female,Traffic sign/signal,5500 S. Kimbark,African American,Failure to yield to pedestrian in crosswalk,No
1427,N/A,11/5/2018 8:47 PM,Verbal Warning,Male,Lane Violation,5555 S. Ellis,African American,Improper lane usage,No
1428,N/A,11/5/2018 9:31 PM,Verbal Warning,Male,Equipment,5300 S. Drexel,African American,No headlights when required,No
1429,N/A,11/5/2018 9:34 PM,Verbal Warning,Female,Equipment,5800 S. Dorchester,Hispanic,No headlights when required,No
1430,N/A,11/5/2018 9:55 PM,Verbal Warning,Female,Traffic sign/signal,5700 S. Woodlawn,Hispanic,Disobeyed Stop Sign,No
1431,N/A,11/6/2018 8:26 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 Greenwood,African American,Failed to stop at sign,No
1432,N/A,11/6/2018 8:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Greenwood,African American,Failed to stop at sign,No
1433,N/A,11/7/2018 12:58 AM,Verbal Warning,Male,Lane Violation,5555 Ellis,African American,Illegal lane usage,Yes
1434,N/A,11/7/2018 2:25 AM,Verbal Warning,Male,Traffic Sign/Signal,6000 University,African American,Failed to stop at sign,No
1435,N/A,11/8/2018 8:56 PM,Verbal Warning,Female,Lane Violation,1456 E 57th,African American,Wrong way on one way,No
1436,Two Citations issued,11/8/2018 10:04 AM,Citation Issued,Male,Traffic Sign/Signal,6200 S Drexel,African American,Improper lane usage,No
1437,N/A,11/8/2018 9:38 PM,Verbal Warning,Male,Lane Violation,5000 S Blackstone,Caucasian,Wrong way on one way,No
1438,N/A,11/8/2018 10:04 PM,Verbal Warning,Female,Lane Violation,5300 S Blackstone,African American,Improper turn,No
1439,N/A,11/9/2018 1:17 PM,Verbal Warning,Female,Lane Violation,5631 S Cottage Grove,Caucasian,Improper turn,No
1440,N/A,11/9/2018 7:59 PM,Verbal Warning,Male,Lane Violation,5144 Cornell,African American,Illegal lane usage,No
1441,N/A,11/9/2018 8:31 PM,Verbal Warning,Male,Lane Violation,5476 Woodlawn,African American,Illegal lane usage,No
1442,N/A,11/9/2018 9:04 PM,Verbal Warning,Male,Lane Violation,5800 Woodlawn,Caucasian,Wrong way on a one way,No
1443,N/A,11/9/2018 9:11 PM,Verbal Warning,Male,Equipment,5200 Drexel,African American,No headlights when required,No
1444,N/A,11/9/2018 10:55 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 University,Asian,Failed to stop at sign,No
1445,N/A,11/10/2018 10:14 AM,Verbal Warning,Male,Traffic Sign/Signal,1713 E. 55th St,Hispanic,disobey traffic control device,No
1446,N/A,11/10/2018 5:01 PM,Verbal Warning,Male,Traffic Sign/Signal,1658 E. 55TH ST,African American,disobey traffic control device,No
1447,N/A,11/10/2018 8:37 PM,Verbal Warning,Female,Equipment,5710 Stony Island,African American,No break lights when required,No
1448,N/A,11/10/2018 9:09 PM,Verbal Warning,Female,Lane Violation,5000 Lake Park,African American,No U-turn Permitted,No
1449,N/A,11/10/2018 10:10 PM,Verbal Warning,Male,Traffic Sign/Signal,5337 Woodlawn,African American,Failed to stop at sign,No
1450,N/A,11/10/2018 10:25 PM,Verbal Warning,Male,Lane Violation,5600 Cottage,Caucasian,Wrong way on one way,No
1451,N/A,11/11/2018 3:26 AM,Verbal Warning,Female,Traffic Sign/Signal,5300 Drexel,African American,Failed to stop at light,No
1452,N/A,11/11/2018 8:31 AM,Verbal Warning,Male,Traffic Sign/Signal,1217 E. 55th St,Caucasian,disobey redlight,No
1453,N/A,11/11/2018 9:11 AM,Verbal Warning,Male,Speed,5900 S. Woodlawn,Asian,speeding (lidar),No
1454,N/A,11/11/2018 9:25 AM,Verbal Warning,Male,Speed,5932 S. Woodlawn,African American,speeding (lidar),No
1455,Two Citations issued,11/11/2018 9:37 AM,Verbal Warning,Male,Speed,5900 S. Woodlawn,African American,speeding (lidar),No
1456,Two Citations issued,11/11/2018 10:15 AM,Verbal Warning,Female,Speed,Midway Plaisance/Woodlawn,African American,speeding (lidar),No
1457,N/A,11/11/2018 8:05 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 Dorchester,Hispanic,Failed to stop at sign,No
1458,N/A,11/11/2018 8:28 PM,Verbal Warning,Female,Traffic Sign/Signal,6000 Dorchester,African American,Failed to stop at light,No
1459,N/A,11/11/2018 8:40 PM,Verbal Warning,Female,Traffic Sign/Signal,1455 E 55th,Asian,Failed to stop at sign,No
1460,N/A,11/11/2018 8:53 PM,Verbal Warning,Female,Lane Violation,5500 Ingleside,African American,Failed to use turn signal,No
1461,N/A,11/11/2018 9:43 PM,Verbal Warning,Male,Traffic Sign/Signal,1200 Midway Plaisance,African American,Failed to stop at sign,No
1462,N/A,11/11/2018 9:58 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 Kenwood,African American,Failed to stop at sign,No
1463,N/A,11/11/2018 10:56 PM,Verbal Warning,Female,Traffic Sign/Signal,1100E 56th,African American,Failed to stop at sign,No
1464,Three citations issued,11/12/2018 12:39 AM,Citation Issued,Male,Traffic Sign/Signal,5600 Hyde Park,African American,Failed to stop at light,Yes
1465,N/A,11/12/2018 4:26 PM,Verbal Warning,Male,Lane Violation,5600 S Cornell,African American,Improper Lane Usage,No
1466,N/A,11/14/2018 9:44 AM,Verbal Warning,Female,Traffic Sign/Signal,5700 S. Maryland,Asian,Disobeyed Stop Sign,No
1467,Two Citations issued,11/14/2018 10:47 AM,Citation Issued,Male,Traffic Sign/Signal,1719 E. 55th St.,Caucasian,Disobeyed Red Light,No
1468,N/A,11/14/2018 10:54 AM,Verbal Warning,Female,Traffic Sign/Signal,5300 S. Drexel,African American,Disobeyed Stop Sign,No
1469,N/A,11/14/2018 5:32 PM,Verbal Warning,Male,Moving Violation � Other,1643 E 53rd,African American,Cell phone violation,No
1470,N/A,11/14/2018 11:17 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 Kimbark,African American,Failed to stop for sign,No
1471,N/A,11/15/2018 11:59 AM,Verbal Warning,Male,Traffic Sign/Signal,5554 S. Hyde Park,African American,Disobeyed Red Light,No
1472,N/A,11/15/2018 12:39 PM,Verbal Warning,Male,Moving Violation  � Other,1013 E. 61st ST.,African American,Failure to yield,No
1473,N/A,11/15/2018 1:06 PM,Verbal Warning,Male,Traffic sign/signal,Midway Plaisance/  Ellis,Asian,Disobey traffic control device,No
1474,N/A,11/15/2018 3:27 PM,Verbal Warning,Female,Traffic sign/signal,1330 E. Midway Plaisance,Caucasian,Improper lane usage,No
1475,N/A,11/15/2018 8:42 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 Payne,African American,Failed to stop at light,No
1476,Two Citations issued,11/15/2018 8:55 PM,Citation Issued,Male,Traffic Sign/Signal,6100 Cottage,African American,Failed to stop at light,No
1477,N/A,11/15/2018 10:16 PM,Verbal Warning,Male,Traffic Sign/Signal,5541 Woodlawn,African American,Failed to yield to pedestrian,No
1478,N/A,11/16/2018 4:56 PM,Verbal Warning,Male,Traffic sign/signal,5239 S Woodlawn,Caucasian,Disobeyed traffic control device,No
1479,N/A,11/16/2018 9:24 PM,Verbal Warning,Male,Traffic sign/signal,5700 S Stony Island,African American,Red light violation,No
1480,N/A,11/17/2018 6:53 PM,Verbal Warning,Male,Traffic sign/signal,5500 S Blackstone,African American,Stop Sign Violation,No
1481,N/A,11/18/2018 2:04 AM,Verbal Warning,Male,Traffic sign/signal,5500 S Drexel,Asian,Disobeying Traffic Control Device,No
1482,N/A,11/19/2018 10:27 PM,Verbal Warning,Female,Traffic Sign/Signal,5800 Woodlawn,African American,Failed to stop at sign,No
1483,N/A,11/20/2018 1:27 AM,Verbal Warning,Male,Traffic Sign/Signal,5800 Woodlawn,African American,Failed to stop at sign,No
